Date (GMT+1),Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW)
2026-04-09T18:15+02:00,1575.7,4607.1,6818.9,3474.3,288,554.3,6145.7,14.1,25.6,2516.7,210.2,1276.7,6058.6,11502.5,10581.5,57321.7
2026-04-09T18:30+02:00,1596.9,4643.4,6867.6,3838.2,287.4,539.1,6274.8,14.1,25.5,3329.7,210.2,1275.5,6114.8,11905.6,7817.8,58062.8
2026-04-09T18:45+02:00,1570.9,4646.3,6895.6,4216.7,286.7,563.3,6315.1,14.1,25.2,5502.9,210.2,1269.1,6136.8,12389.5,5341.5,58676.3
2026-04-09T19:00+02:00,1545.4,4661,6951.5,4632.3,286.7,544.2,6599.4,14.1,24.6,5211.1,210.2,1253.7,5639.1,12726.3,3386.2,59043.8
2026-04-09T19:15+02:00,1538.4,4681.3,7037.2,4896.9,286.7,553.5,6666.5,14.1,24.4,5406.8,210.2,1252.2,5636.4,13253.4,1910.7,58845.1
2026-04-09T19:30+02:00,1543.2,4684.9,7009.1,5061.6,286.7,553,6682.4,14.1,24.4,5632.8,210.1,1250,5616.4,14214.3,820,59063
2026-04-09T19:45+02:00,1532,4672,7042.1,5177.2,286.7,517.9,6704.9,14.1,25,5460.5,212.1,1254.9,5542.2,15145.1,206.4,59338.7
2026-04-09T20:00+02:00,1535.2,4665.2,7233.6,5336.7,287,532.3,6666.9,14.1,25.5,5152.8,222.4,1245.7,4923.2,16066.8,35.1,59025.2
2026-04-09T20:15+02:00,1533.9,4664.3,7332.1,5412.6,286.7,535.1,6663.7,14.1,25.8,4779.1,223.4,1257.4,4931,17080.3,11.6,59403.1
2026-04-09T20:30+02:00,1523.9,4654.6,7327,5508.6,286.7,526.7,6676.7,14.1,25.2,3852,223.4,1249.3,4804.4,17981.9,0,59256.3
2026-04-09T20:45+02:00,1524,4657.2,7126.1,5614.2,286.8,542.7,6683,14.1,25.6,3096.7,222.1,1228.6,4608.6,18786.8,0,58754.6
2026-04-09T21:00+02:00,1528.9,4600.3,6723.3,5749.8,286.8,534,6883.5,14.1,25.6,2950,209.6,1230.7,4260.6,19409.3,0,58098.7
2026-04-09T21:15+02:00,1531.3,4590.8,6614.1,5690.5,286.7,525,6868.2,14.1,25.5,2264.8,206.3,1241,4295.4,20019.9,0,57681.6
2026-04-09T21:30+02:00,1531.6,4559.8,6616.4,5654,286.7,531,6855.7,14.1,25,1131.9,206.3,1231.1,4248.3,20885.1,0,56502.7
2026-04-09T21:45+02:00,1528.3,4552.2,6667.4,5720.8,286.8,527.8,6699.8,14.1,25.1,601.1,206.2,1252.3,4266.2,21513,0,55877.7
2026-04-09T22:00+02:00,1524.5,4471.5,6609.4,5689.6,287.8,530.5,6459.2,14.1,25.3,1380.5,205.3,1253.9,4595.2,21280.5,0,55523.8
2026-04-09T22:15+02:00,1524.8,4461.8,6581.5,5696.5,286.8,522.4,6444.3,14.1,24.9,520.5,204.5,1250.6,4613.1,21776.2,0,54566.5
2026-04-09T22:30+02:00,1530.2,4444.5,6559.8,5651.8,286.8,499.5,6417.1,14.1,24.9,98.8,204.4,1246.4,4535.8,22214.7,0,53574.7
2026-04-09T22:45+02:00,1540.1,4425.1,6342.4,5463.8,286.7,543.6,6343.1,14.1,24.8,22.5,197.4,1252.5,4673.7,22138.1,0,52885.7
2026-04-09T23:00+02:00,1528.3,4348.1,5888.5,5476.2,287.2,524.8,6127.1,14.1,25.1,211.2,182.2,1259.3,4151.7,22162.8,0,51987.7
2026-04-09T23:15+02:00,1516.2,4321.6,5509.6,5318.5,286.7,524.1,6131.5,14.1,24.2,55.4,172.7,1264.4,4060.2,22479.5,0,51298.4
2026-04-09T23:30+02:00,1525.9,4318.3,5314.9,5281.6,286.7,533.1,6087.8,14.1,24.2,33,172.6,1250.2,4165.8,22962,0,50758.5
2026-04-09T23:45+02:00,1532,4311.3,5227.9,5285.1,286.7,528.8,6186.1,14.1,23.6,13.2,177.4,1244.5,4142.3,23514.6,0,50021.2
2026-04-10T00:00+02:00,1531.4,4235.8,5332.6,5302.7,288.6,574.3,6200.6,14.1,27.2,13.4,185.7,1247.5,4599,23720.1,0,49059.7
2026-04-10T00:15+02:00,1532.6,4202.9,5432.8,5345.5,288.2,572.1,6009.2,14.1,28.3,41.9,185.9,1250.3,4876,23521.8,0,48781.4
2026-04-10T00:30+02:00,1528.6,4203,5450.8,5410,288.2,565.5,5871.9,14.1,27.7,18.7,185.8,1254.4,4996.1,23587.1,0,47857.3
2026-04-10T00:45+02:00,1528.2,4203.2,5185.8,5480.3,288.2,575.8,5700.4,14.1,27.8,18.5,177.8,1251,4826.4,23787.2,0,47509.9
2026-04-10T01:00+02:00,1529.3,4167.3,5101.8,5292.3,288.4,577.5,5364.7,14.1,27.8,18.5,168.9,1250,5070.3,23946.1,0,46686.6
2026-04-10T01:15+02:00,1516.2,4160.4,4992.1,5229.7,288.2,583.8,5298,14.1,26.6,18.1,168.8,1251.9,5370,24069.4,0,45998.3
2026-04-10T01:30+02:00,1519.4,4177.5,5115.5,5184.9,288.4,528.9,5249.2,14.1,27.1,20,168.9,1252.5,5354.6,23899.3,0,45987
2026-04-10T01:45+02:00,1526,4176.3,5130.1,5194.8,288.2,504.7,5124.1,14.1,27.5,18.2,168.9,1244,5169.3,23918.1,0,45823.6
2026-04-10T02:00+02:00,1511.2,4160,5242.3,5201.7,288.2,494.7,4808.6,14.1,26.3,16.8,168.9,1241.9,5363.4,23929,0,44651.5
2026-04-10T02:15+02:00,1519.1,4159.5,5294.6,5248,288.2,480.8,4622.7,14.1,26.4,16,168.9,1237.1,5683.2,23390.8,0,45091.5
2026-04-10T02:30+02:00,1514.9,4159,5299.9,5297.3,288.2,442.1,4596.7,14.1,23.1,13.4,168.8,1233.5,5837.5,23162.7,0,45384.7
2026-04-10T02:45+02:00,1496.7,4098.4,5338.7,5339.9,288.2,450,4539.2,14.1,23.9,5.7,168.8,1243.6,5825.3,23251.3,0,45519.6
2026-04-10T03:00+02:00,1492.8,4078.2,5261.8,5181.3,288.2,464.2,4500.9,14.1,24,5.1,168.9,1238.2,5640.7,23349.4,0,45505.5
2026-04-10T03:15+02:00,1510.2,4128.4,5018,5214.3,288.2,451.6,4462,14.1,24.1,5.3,169,1237.1,5717.3,23528.5,0,45993.8
2026-04-10T03:30+02:00,1505.5,4142.8,4982.5,5289.2,288.2,452.8,4472.8,14.1,23.8,6,168.9,1245.4,6071,23901.2,0,45916.9
2026-04-10T03:45+02:00,1524.6,4162.7,5049.5,5124.9,288.2,447.3,4522.4,14.1,22.7,5.2,168.9,1243.8,6116.4,24252.9,0,45834.7
2026-04-10T04:00+02:00,1512.6,4177.7,5186.4,4816.8,288.2,459.9,4521.9,14.1,23.7,5.3,168.8,1236.6,6157.7,24015.9,0,46804.7
2026-04-10T04:15+02:00,1515.8,4192.6,5351.9,4722.6,288.2,459.2,4480,14.1,30.9,3.8,168.8,1219.7,6301.5,23910.8,0,47244.7
2026-04-10T04:30+02:00,1510.3,4207.6,5349.8,4679.3,288.2,420.6,4520,14.1,27,3.8,169.6,1221.8,6258.5,23043.8,0,47353.9
2026-04-10T04:45+02:00,1522.7,4225.2,5261.3,4679.7,288.2,448,4613.1,14.1,25,3.8,182.1,1214.1,6147.9,22432.6,0,47826.4
2026-04-10T05:00+02:00,1524,4269,5487.7,4516.1,288.2,421.2,4873.7,14.1,24.4,30.7,188,1196.5,6187.7,22507.8,0,48780.4
2026-04-10T05:15+02:00,1499.3,4280.5,5728.2,4514.3,288.4,427,4935.1,14.1,38.2,5.1,188.2,1197.4,6180.9,23004,0,49438
2026-04-10T05:30+02:00,1496.4,4300.7,6032,4524.1,288.3,404.4,5105.2,14.1,27.2,5.6,194.6,1194.6,6588.3,23739.8,0,50448.2
2026-04-10T05:45+02:00,1497.7,4321.7,6456.3,4700.8,288.2,394.3,5218.9,14.1,30.5,5.5,210.5,1185.2,6720.2,23393.6,0,51478.7
2026-04-10T06:00+02:00,1488.2,4390.6,6980.4,4555,289.4,404.3,5246.2,14.1,60.1,27,223,1181.5,6648.1,22769.9,4.5,54145.8
2026-04-10T06:15+02:00,1491,4446.6,7265.5,4716,288.2,397.5,5186,14.1,42.1,109.7,224.3,1175.6,6482.9,22287.8,37.8,55544.5
2026-04-10T06:30+02:00,1496.2,4479.1,7541.9,4870.2,288.2,387.1,5405.5,14.1,58.3,153.8,224.3,1177.3,6643.1,22134.9,125.7,56956.6
2026-04-10T06:45+02:00,1502.8,4510.4,7747.7,5051.3,288.4,387,5344.3,14.1,75.2,136.9,224.3,1175.9,6699.6,22110.8,232.3,57532.6
2026-04-10T07:00+02:00,1500,4590.9,7957,5184.3,288.4,400.8,5830.6,14.1,74.4,387.4,224.4,1163.5,6962.8,22037.3,485.2,58716.8
2026-04-10T07:15+02:00,1512,4610.9,7965.9,5228.1,288.2,393.8,5932.4,14.1,73.2,532.1,224.4,1168.4,6983.3,21509.2,892.7,59907.9
2026-04-10T07:30+02:00,1507,4628.3,8005.5,5157.3,288.2,384.9,5956.6,14.1,74.4,514.8,224.4,1169.4,6804.4,20367.3,1312.3,60387.9
2026-04-10T07:45+02:00,1503.4,4635,8008.3,5089.5,288.2,385.6,5963.3,14.1,75.1,483.7,224.3,1172.4,6802,19279.9,1801.9,60916.7
2026-04-10T08:00+02:00,1506.9,4648.3,8003.1,5067.8,288.2,386.6,6104.9,14.1,66.2,1629.4,224.3,1186.4,7266,17947.1,2432.7,61265.8
2026-04-10T08:15+02:00,1536.1,4657.5,8001.8,5063.6,288.2,403.6,6117.4,14.1,99.9,2079.6,224.3,1190.3,7189,17008.8,3045.3,62369.4
2026-04-10T08:30+02:00,1515.1,4644.7,8016.2,5040.7,288.2,405.3,6132.9,14.1,78.6,2492,224.3,1177.5,7108.5,16069.2,3690.2,62552.2
2026-04-10T08:45+02:00,1523.5,4600.7,7992.2,5051.2,288.2,386.5,6175.7,14.1,60.8,1927.2,224.2,1170.8,7004.3,15703.5,4487.5,63258.2
2026-04-10T09:00+02:00,1522.6,4558.8,8025.2,5008.9,289,358.1,6053.4,14.1,58.4,3336.4,224.2,1164.8,6649.7,15389.4,5336.4,63114
2026-04-10T09:15+02:00,1529,4548.2,8039.8,4936.4,288.4,364.2,6042.5,14.1,33.8,2401.2,224.2,1158.7,6474.6,14910.3,6391,63945.5
2026-04-10T09:30+02:00,1519.4,4522.7,8031.7,4820.2,288.4,374.2,6049.1,14.1,62.6,1600.3,224.1,1163.1,6044.5,14710.7,7401.2,64167.8
2026-04-10T09:45+02:00,1507,4451.3,8033.2,4775.3,288.2,365.9,6021.5,14.1,99.4,1355.8,223.7,1165.9,5751.1,14159.9,8469.1,64721.1
2026-04-10T10:00+02:00,1508.6,4343.5,8013.6,4809.6,288.2,341,5868.7,14.1,164.6,1634.7,215,1175.2,5413,13606.6,9466.1,64794
2026-04-10T10:15+02:00,1513.6,4309.3,7990.8,4777.2,288.2,349.5,5810.4,14.1,109,1572.5,213.9,1184.8,5259.6,13099,10504.1,64948.3
2026-04-10T10:30+02:00,1528.5,4307.1,8007.1,4878.9,288.2,343.8,5776.8,14.1,42.4,1897.8,213.9,1194.9,5119.3,12204.3,11677,64793.4
2026-04-10T10:45+02:00,1528.6,4296.7,7983.1,4881.5,288.2,343.4,5744,14.1,84.5,2010.6,214.4,1203.8,4797,11264.6,12779.9,64594.7
2026-04-10T11:00+02:00,1529.9,4231.9,7979.8,4841.1,289.2,334.3,5505.3,14.1,124.1,3309.1,223.2,1207.3,4624.8,10363.5,13884.8,64398.2
2026-04-10T11:15+02:00,1517.8,4198.5,7978.9,4822.1,288.2,343.3,5459.9,14.1,85.6,2504.6,224.9,1206.1,4687.7,9373.7,14942.2,63956.2
2026-04-10T11:30+02:00,1521.6,4204.8,7999.9,4742.6,288.2,347.4,5463,14.1,108.2,2308.1,224.9,1205.4,4354.4,8382.6,16085.6,63603
2026-04-10T11:45+02:00,1526.9,4195.1,7979,4729.7,288.2,344.5,5332.6,14.1,103.2,2359.5,225,1205.6,3921.3,7520.4,17178.5,62693.4
2026-04-10T12:00+02:00,1533.3,4125,7978.3,4732.6,288.5,349.5,5053.7,14.1,24.1,1131.1,225,1233,3677.6,6639.3,18539.6,61972.7
2026-04-10T12:15+02:00,1539.2,4121.6,7972.9,4770.2,288.2,339.8,5035.5,14.1,18.8,1142.3,224.9,1243.5,3399.2,6379.2,19766.8,61380.7
2026-04-10T12:30+02:00,1538.5,4118.9,7954.2,4743.3,288.2,347.6,5014.7,14.1,28.2,904.3,224.9,1238.2,3236.4,6159.6,21161.4,60979.2
2026-04-10T12:45+02:00,1542.3,4121.4,7959.3,4739.6,288.2,350.9,5015,14.1,8.2,323.6,224.7,1225,2960.6,5915.2,21997.9,61241.4
2026-04-10T13:00+02:00,1541.5,4113.1,7949,4587.3,288.2,386.1,4894.5,14.1,10.5,78.3,224.5,1236.8,2636.9,5788,22974.9,60659.3
2026-04-10T13:15+02:00,1544,4109.6,7944.8,4654,288.2,405.1,4883,14.1,12.4,81.8,224.4,1241.5,2362.6,5716.4,24040.7,59920
2026-04-10T13:30+02:00,1540.5,4115.4,7925.5,4711,288.2,432.2,4888.5,14.1,8.8,35.6,224.3,1203.9,2199.8,5668.1,24799.3,58972.2
2026-04-10T13:45+02:00,1538.3,4100.2,7879.1,4766.3,288.2,449.2,4874.7,14.1,13.7,96.9,224.3,1239.3,2026.9,5479.2,25534,58089.3
2026-04-10T14:00+02:00,1544.7,4086.1,7941.7,4630,288.2,448.1,4840.3,14.1,13.4,52.8,224.4,1256.4,1922.2,5413,26085.2,57605.9
2026-04-10T14:15+02:00,1539.7,4102.2,7904.2,4605,288.2,445.9,4752.5,14.1,13.1,33.8,224.4,1255.7,1751.7,5368.1,26652.6,57534
2026-04-10T14:30+02:00,1546.6,4119.5,7897.1,4370.9,288.2,451,4807.5,14.1,12.3,204.2,224.3,1247.1,1737.5,5449,26865.9,57139.8
2026-04-10T14:45+02:00,1546.5,4120.6,7768.8,4331,288.2,480.2,4786.6,14.1,11.2,148.8,224.2,1237.1,1662.8,5404.6,26581.4,56809.6
2026-04-10T15:00+02:00,1540.1,4115.5,7884.3,4251,288.5,503.1,4690.2,14.1,12.3,64.5,224.3,1243.5,1739.7,5382.5,26241.4,56166.6
2026-04-10T15:15+02:00,1533.9,4122.6,7892.5,4234.7,288.4,513.9,4690.9,14.1,12.2,62.6,224.2,1259.2,1738.1,5324.5,25947.3,55687.5
2026-04-10T15:30+02:00,1538.7,4118.1,7938.3,4367.9,288.2,534.4,4743.7,14.1,8.6,54,223.7,1260.3,1750,5421.5,25407.5,54789.6
2026-04-10T15:45+02:00,1555.5,4150.2,7989.3,4449.7,288.4,550.3,4912.3,14.1,14.5,55,223.8,1255.2,1801.6,5624.1,24307.8,54421.1
2026-04-10T16:00+02:00,1547.9,4200,7969.6,4683,288.2,552,5608.1,14.1,21.9,51.8,223.7,1251.8,1777.3,5589.6,23009.1,55284.4
2026-04-10T16:15+02:00,1548.5,4240.4,7967,4927.8,288.4,549.1,5746.8,14.1,15.8,61.7,223.3,1253.8,1729.5,5447.5,21669.6,55154.3
2026-04-10T16:30+02:00,1556.3,4238.2,7974.4,4946.6,288.8,523.2,6055.1,14.1,18,160.8,223.6,1255,1615.4,5182.5,20054.8,54842.2
2026-04-10T16:45+02:00,1546.9,4296.7,7991.2,5040.5,288.2,544.2,6421.3,14.1,19.8,720.9,223.7,1252.8,1472.8,5076.4,18341.9,54910.7
2026-04-10T17:00+02:00,1564.2,4413.1,7985.2,5073.9,288.5,534.4,6908.8,14.1,23.8,609,223.7,1248.8,1362.6,4820.1,16462.3,55157.9
2026-04-10T17:15+02:00,1553.8,4451.3,8000.2,5075.4,288.6,522.8,7114.4,14.1,23.9,1805.6,223.8,1247.1,1264.6,4685.5,14595,54559.6
2026-04-10T17:30+02:00,1545.9,4477,8004.3,5069,289,565.6,7467.6,14.1,24,3925.7,223.8,1241.2,1164.3,4456.5,12755.5,55189.6
2026-04-10T17:45+02:00,1543.6,4514.2,8026.5,5188.8,289.4,527.7,8204.7,14.1,42.3,4739,224.1,1243.4,1072,4122.5,10966.4,55940.3
2026-04-10T18:00+02:00,1549.9,4620.5,8001.7,5255.6,288.3,511.5,8704.9,14.1,52.9,2105.7,224.4,1249.7,1026.4,3772.5,9229.5,56488.9
2026-04-10T18:15+02:00,1568.9,4654.9,7997.3,5298.8,288.6,504.2,8856.3,14.1,120.1,3261,224.3,1255.4,1029,3379.1,7435.1,56475.4
2026-04-10T18:30+02:00,1566.7,4693.3,7997.7,5401,288.4,510.6,8975.7,14.1,134.2,5752.5,224.5,1237.1,1015.2,2953.8,5764.3,56471.6
2026-04-10T18:45+02:00,1593.1,4734.5,7982.3,5418.6,288.4,514.4,9163.1,14.1,139.1,6068.5,224.5,1246.2,989,2625.6,4237.6,56887.4
2026-04-10T19:00+02:00,1599.7,4759.8,8059.6,5331.8,288.2,498.1,9260.6,14.1,206.9,6142.5,224.5,1254.4,959.8,2440,2893.9,57186.9
2026-04-10T19:15+02:00,1592.2,4769.9,8039.3,5246.4,288.4,491.9,9316.6,14.1,206.8,6033.2,224.5,1262.6,997.5,2233.4,1763.3,56807.3
2026-04-10T19:30+02:00,1596.8,4776.1,8059.4,5157.9,288.4,548,9587.6,14.1,224.2,6146.5,224.5,1266.1,1028.1,2049.8,875,56895.2
2026-04-10T19:45+02:00,1608.3,4791.8,8054.5,5053.9,288.4,601.7,9733.3,14.1,231.6,6328.7,224.5,1262.8,1075.5,2019.7,309.9,56660.2
2026-04-10T20:00+02:00,1604.5,4809.9,8063.7,5001.8,288.2,616,9830.4,14.1,284,6311.6,224.5,1263.9,1082.7,2056.2,73.1,56499.9
2026-04-10T20:15+02:00,1620.4,4826.5,8072,5007.6,288.2,572.5,9961.7,14.1,251.6,6163.3,224.5,1262.9,1113.1,2043.9,15.1,56409.1
2026-04-10T20:30+02:00,1613.9,4809.8,8060.9,5045.8,288.2,524.6,9975.5,14.1,240.9,6107.1,224.6,1256.2,1085.7,2133.1,8.3,55941.4
2026-04-10T20:45+02:00,1614.4,4788.2,8005.6,5054.4,288.2,516.7,9739.2,14.1,167.8,6069.1,224.9,1254.3,940.1,2191.4,0.2,55605.3
2026-04-10T21:00+02:00,1617.4,4748.1,8020.3,5083.6,288.2,515.4,9657.7,14.1,131.3,5922.8,225.1,1266.6,763.8,2146.5,0.2,54719.7
2026-04-10T21:15+02:00,1616.1,4720,8022.3,5094.7,288.4,519.8,9399.2,14.1,130.7,5889,225.4,1272.4,627.7,2101.7,0.2,54027.9
2026-04-10T21:30+02:00,1595.6,4683.4,8013.3,5075.1,288.4,546.3,9367.2,14.1,130.6,5862.9,225.6,1268.9,553.3,2093.1,0.2,53265.1
2026-04-10T21:45+02:00,1584.8,4663.8,8024.7,5061.8,288.2,532.3,9331.5,14.1,126.5,5746,225.6,1271.7,478.7,2173.7,0,52463.7
2026-04-10T22:00+02:00,1580.9,4603.7,7933.3,5060.2,288.6,531.8,9043.1,14.1,131.6,5864,225.7,1278.4,491.4,2295.1,0,52325.2
2026-04-10T22:15+02:00,1591.6,4577.3,7991.6,5078.2,288.8,517.9,8757.3,14.1,116.1,5640.6,225.6,1275.6,504.6,2522.3,0,51704.5
2026-04-10T22:30+02:00,1607.8,4549.4,7962.4,5097.8,288.2,507.7,8718.5,14.1,114.4,4556.3,224.9,1274.3,503.2,2742,0,50340.5
2026-04-10T22:45+02:00,1631.8,4524.9,7917.1,5092.4,288.2,509.8,8736.5,14.1,58.4,3602.2,225.1,1276.4,439.5,3025.8,0,49321.4
2026-04-10T23:00+02:00,1629.8,4454.5,7814.9,5102.2,289.6,496,8640.3,14.1,44.8,3416.3,225.1,1273.1,393.4,3286,0,48906.2
2026-04-10T23:15+02:00,1634.1,4434.5,7689.8,5096.3,288.2,506.3,8624.8,14.1,44.1,2419.1,225,1271.7,362.8,3650.2,0,48229.3
2026-04-10T23:30+02:00,1645.5,4412.1,7640.7,5090.5,288.2,524.3,8618.7,14.1,44,1339.7,224.9,1262.7,304.8,4058.1,0,47390.2
2026-04-10T23:45+02:00,1660.1,4398.3,7611.2,5059,288.2,511.2,8617,14.1,43.7,1094,224.8,1255.7,248.2,4517.6,0,47076.6
2026-04-11T00:00+02:00,1665.1,4318.3,7360.2,4905.4,89,540.2,8594.4,14.1,41.3,1486.8,224.8,1253.3,198.3,5007.8,0,45847.1
2026-04-11T00:15+02:00,1676.3,4295.4,7346,4907.9,86.4,554.1,8493.2,14.1,25.7,1416.1,224.8,1255.4,186.1,5412.5,0,45471
2026-04-11T00:30+02:00,1662.1,4286.5,7373.5,4905.4,86.4,548.8,8492.3,14.1,25.7,1385.2,224.8,1250.2,175.3,5839.5,0,45471.8
2026-04-11T00:45+02:00,1677.1,4290.8,7361.2,4906.5,86.4,559.4,8478.8,14.1,26.2,999.6,224.7,1245,196.3,6361.5,0,44579.1
2026-04-11T01:00+02:00,1693.8,4272,7333.4,4897.7,86.7,561.3,8200.9,14.1,26.3,1351.5,224.8,1253.3,282.9,6928.4,0,43958.7
2026-04-11T01:15+02:00,1701.8,4254.2,7367,4904.7,86.4,558.7,7827.1,14.1,25.2,1123.1,224.8,1253.5,428,7584.8,0,43456.2
2026-04-11T01:30+02:00,1708.1,4251.7,7322.8,4905.7,86.4,513.3,7729.9,14.1,25.6,992.4,224.7,1253.9,634.8,8083.1,0,43185.3
2026-04-11T01:45+02:00,1714.3,4252.2,7353.1,4880.6,86.4,526.5,7519.1,14.1,25.4,939.8,224.8,1251.5,833.6,8646.3,0,43042.8
2026-04-11T02:00+02:00,1694.9,4248.3,7385.9,4806.4,86.4,528.3,7057.6,14.1,25.7,636.6,224.6,1251.9,963,9136.8,0,43151.4
2026-04-11T02:15+02:00,1697.7,4239.7,7401.6,4722.6,86.4,517.6,6628.6,14.1,26,576.9,224.7,1243.1,1075.5,9527,0,43318.8
2026-04-11T02:30+02:00,1709.5,4240.5,7352.8,4733.8,86.4,500.6,6623.3,14.1,26.2,505.3,224.6,1249.9,1164.4,9966.8,0,42947.3
2026-04-11T02:45+02:00,1713.3,4253.9,7355.8,4725.9,86.4,508.1,6621.4,14.1,25.9,389.8,224.6,1247,1272.9,10278.5,0,43063.3
2026-04-11T03:00+02:00,1700.7,4249,7321.2,4708.5,86.5,500.5,6217.7,14.1,26.4,485.3,224.6,1248.2,1459.4,10449.8,0,43137.5
2026-04-11T03:15+02:00,1720.5,4248.1,7266.3,4666.6,86.4,507.4,5866.2,14.1,26.3,1028.4,224.6,1250.7,1593.6,10790.1,0,42959.1
2026-04-11T03:30+02:00,1712.2,4239.7,7259.1,4607.3,86.4,518.9,5613.3,14.1,26.2,536.2,224.6,1253.8,1675.7,11140.1,0,42832.4
2026-04-11T03:45+02:00,1707.8,4235,7238.4,4598.6,86.4,524,5495.1,14.1,26.4,877.4,224.6,1244.6,1803.3,11474.3,0,43083.7
2026-04-11T04:00+02:00,1714.9,4252.5,7079.6,4532,86.5,524.4,5667.4,14.1,26.6,403.5,224.6,1222.5,2021.7,11773.8,0,43351.2
2026-04-11T04:15+02:00,1715.7,4265.4,7061.8,4509.9,86.4,538.9,5674.1,14.1,27.4,495.7,224.7,1237.4,2201.3,11908.1,0,43386.2
2026-04-11T04:30+02:00,1708,4263.8,7071.6,4463.1,86.4,547.1,5645,14.1,26,820.1,224.7,1232.2,2400.9,12006.9,0,43215.4
2026-04-11T04:45+02:00,1706.4,4280.8,7027.6,4417.8,86.4,539.4,5672.1,14.1,28.9,743.8,224.7,1237.9,2620.4,12192,0,42833.4
2026-04-11T05:00+02:00,1714.5,4321.5,7090.1,4349,86.4,539.5,5625.9,14.1,120,870.1,224.6,1221.8,2907.2,12303.5,0,43037.9
2026-04-11T05:15+02:00,1716.4,4341.9,7095.9,4295,86.4,525,5625.7,14.1,63.4,907.6,224.6,1223.8,3220.1,12387.7,0,42667.3
2026-04-11T05:30+02:00,1715,4355.6,7096.2,4298,86.4,528.4,5638,14.1,61.3,568.5,224.8,1229.5,3525.8,12505.1,0,42866.4
2026-04-11T05:45+02:00,1717.2,4382.2,7088.2,4234.1,86.4,513.8,5367.3,14.1,77.5,664.8,224.9,1226.7,3710,12654.7,0,43527.7
2026-04-11T06:00+02:00,1736,4517.2,7027.7,3976.3,86.5,525.5,5164.3,14.1,25.5,316,224.9,1220.5,4059.8,13143.2,0.9,44410.7
2026-04-11T06:15+02:00,1736.5,4562.9,6924.6,3915.2,86.4,537.6,5141.4,14.1,25.4,452.9,224.9,1216.7,4474.8,13279.9,22.4,44851.6
2026-04-11T06:30+02:00,1724.3,4573.7,6801,3838.8,86.4,530.7,5135.7,14.1,25.3,583.6,224.8,1202,4572.2,13480.1,188.7,44659.1
2026-04-11T06:45+02:00,1736.6,4598.2,6726.5,3678.8,86.4,534.6,5123.2,14.1,29.4,450.6,224.6,1204.1,4620.5,13843.5,882.9,44926.7
2026-04-11T07:00+02:00,1737.3,4651.8,6387.3,3391.3,86.5,550.4,4960.4,14.1,60.5,649.6,213.7,1209.6,4728,13721.5,2147.9,45857.4
2026-04-11T07:15+02:00,1738.8,4687.2,6025.9,2985,86.4,557.7,4901.5,14.1,37.4,175.2,204.6,1206.9,4872.7,13604.7,3685.5,46506.9
2026-04-11T07:30+02:00,1737.1,4700,5958.4,2514.9,86.4,566.7,4832.1,14.1,35.5,64.1,204.5,1205.1,5083.9,13757.9,5577.4,47488.8
2026-04-11T07:45+02:00,1735.4,4709.3,5691.2,2218.3,86.4,562.5,4664.1,14.1,54.7,163.7,206.2,1209.8,5238.5,13704.3,7740.9,47871.8
2026-04-11T08:00+02:00,1729.4,4702.2,5144,1661.7,86.5,557,3920.8,14.1,35.9,131.6,199.7,1202,5357,13376.9,10212.7,48545.1
2026-04-11T08:15+02:00,1737.1,4694.6,4506.2,1258.2,86.5,535.8,3702.5,14.1,35.7,74.5,184.3,1191.2,5363.2,12774.5,12922,49737.4
2026-04-11T08:30+02:00,1739.2,4666.3,3735.4,1197.1,86.4,533.1,3477.2,14.1,35.4,71.1,178.2,1203.7,5410.2,11979.3,15902.1,50396.5
2026-04-11T08:45+02:00,1750.1,4652,2982.6,1097.5,86.9,544.6,3213.8,14.1,35.3,6.4,170.7,1213.1,5420.8,11112,18993.2,50965.8
2026-04-11T09:00+02:00,1725.4,4581.3,2583.5,649,86.5,536,2594.3,14.1,47.8,241.4,162.7,1215.7,5443.1,10179.7,22325.7,50736.6
2026-04-11T09:15+02:00,1731.8,4554.5,2411.6,654.6,86.4,521.6,2431.6,14.1,34.7,139.4,160.4,1214.1,5575.8,9620,25828.9,51400.1
2026-04-11T09:30+02:00,1734.4,4541.1,2473.4,668,86.4,532.8,2374.6,14.1,23.3,7.9,160.5,1197,5713.4,9362.8,29406.7,52147.5
2026-04-11T09:45+02:00,1777.4,4526.4,2437.3,665.3,86.4,540.6,2322.6,14.1,23.1,60.9,160.4,1206.9,5850.2,9326.6,32704,52601.4
2026-04-11T10:00+02:00,1803.6,4427.8,2486.5,640.2,87.8,537.2,2104.9,14.1,13.4,186.5,160.4,1181.3,5178.2,9231.8,35021.3,53394.7
2026-04-11T10:15+02:00,1773.6,4379.3,2451.9,635.3,86.7,529.3,2074.6,14.1,13.1,88.2,160.5,1179.6,5120.5,9718.9,37776.8,53511.4
