"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"27/01/2024 23:00:00 - 28/01/2024 00:00:00","BZN|PT","Without Sequence","72.70","",""
"28/01/2024 00:00:00 - 28/01/2024 01:00:00","BZN|PT","Without Sequence","62.03","",""
"28/01/2024 01:00:00 - 28/01/2024 02:00:00","BZN|PT","Without Sequence","58.20","",""
"28/01/2024 02:00:00 - 28/01/2024 03:00:00","BZN|PT","Without Sequence","52.90","",""
"28/01/2024 03:00:00 - 28/01/2024 04:00:00","BZN|PT","Without Sequence","47.21","",""
"28/01/2024 04:00:00 - 28/01/2024 05:00:00","BZN|PT","Without Sequence","44.00","",""
"28/01/2024 05:00:00 - 28/01/2024 06:00:00","BZN|PT","Without Sequence","43.20","",""
"28/01/2024 06:00:00 - 28/01/2024 07:00:00","BZN|PT","Without Sequence","47.05","",""
"28/01/2024 07:00:00 - 28/01/2024 08:00:00","BZN|PT","Without Sequence","51.40","",""
"28/01/2024 08:00:00 - 28/01/2024 09:00:00","BZN|PT","Without Sequence","55.29","",""
"28/01/2024 09:00:00 - 28/01/2024 10:00:00","BZN|PT","Without Sequence","55.10","",""
"28/01/2024 10:00:00 - 28/01/2024 11:00:00","BZN|PT","Without Sequence","42.00","",""
"28/01/2024 11:00:00 - 28/01/2024 12:00:00","BZN|PT","Without Sequence","37.00","",""
"28/01/2024 12:00:00 - 28/01/2024 13:00:00","BZN|PT","Without Sequence","42.00","",""
"28/01/2024 13:00:00 - 28/01/2024 14:00:00","BZN|PT","Without Sequence","39.93","",""
"28/01/2024 14:00:00 - 28/01/2024 15:00:00","BZN|PT","Without Sequence","40.09","",""
"28/01/2024 15:00:00 - 28/01/2024 16:00:00","BZN|PT","Without Sequence","38.03","",""
"28/01/2024 16:00:00 - 28/01/2024 17:00:00","BZN|PT","Without Sequence","43.12","",""
"28/01/2024 17:00:00 - 28/01/2024 18:00:00","BZN|PT","Without Sequence","60.80","",""
"28/01/2024 18:00:00 - 28/01/2024 19:00:00","BZN|PT","Without Sequence","71.14","",""
"28/01/2024 19:00:00 - 28/01/2024 20:00:00","BZN|PT","Without Sequence","71.55","",""
"28/01/2024 20:00:00 - 28/01/2024 21:00:00","BZN|PT","Without Sequence","69.87","",""
"28/01/2024 21:00:00 - 28/01/2024 22:00:00","BZN|PT","Without Sequence","63.11","",""
"28/01/2024 22:00:00 - 28/01/2024 23:00:00","BZN|PT","Without Sequence","60.34","",""
"28/01/2024 23:00:00 - 29/01/2024 00:00:00","BZN|PT","Without Sequence","56.00","",""
"29/01/2024 00:00:00 - 29/01/2024 01:00:00","BZN|PT","Without Sequence","49.97","",""
"29/01/2024 01:00:00 - 29/01/2024 02:00:00","BZN|PT","Without Sequence","47.26","",""
"29/01/2024 02:00:00 - 29/01/2024 03:00:00","BZN|PT","Without Sequence","48.12","",""
"29/01/2024 03:00:00 - 29/01/2024 04:00:00","BZN|PT","Without Sequence","47.97","",""
"29/01/2024 04:00:00 - 29/01/2024 05:00:00","BZN|PT","Without Sequence","51.58","",""
"29/01/2024 05:00:00 - 29/01/2024 06:00:00","BZN|PT","Without Sequence","60.06","",""
"29/01/2024 06:00:00 - 29/01/2024 07:00:00","BZN|PT","Without Sequence","80.66","",""
"29/01/2024 07:00:00 - 29/01/2024 08:00:00","BZN|PT","Without Sequence","88.70","",""
"29/01/2024 08:00:00 - 29/01/2024 09:00:00","BZN|PT","Without Sequence","90.22","",""
"29/01/2024 09:00:00 - 29/01/2024 10:00:00","BZN|PT","Without Sequence","88.39","",""
"29/01/2024 10:00:00 - 29/01/2024 11:00:00","BZN|PT","Without Sequence","78.90","",""
"29/01/2024 11:00:00 - 29/01/2024 12:00:00","BZN|PT","Without Sequence","71.27","",""
"29/01/2024 12:00:00 - 29/01/2024 13:00:00","BZN|PT","Without Sequence","70.24","",""
"29/01/2024 13:00:00 - 29/01/2024 14:00:00","BZN|PT","Without Sequence","73.81","",""
"29/01/2024 14:00:00 - 29/01/2024 15:00:00","BZN|PT","Without Sequence","78.03","",""
"29/01/2024 15:00:00 - 29/01/2024 16:00:00","BZN|PT","Without Sequence","78.78","",""
"29/01/2024 16:00:00 - 29/01/2024 17:00:00","BZN|PT","Without Sequence","82.87","",""
"29/01/2024 17:00:00 - 29/01/2024 18:00:00","BZN|PT","Without Sequence","89.86","",""
"29/01/2024 18:00:00 - 29/01/2024 19:00:00","BZN|PT","Without Sequence","110.00","",""
"29/01/2024 19:00:00 - 29/01/2024 20:00:00","BZN|PT","Without Sequence","107.52","",""
"29/01/2024 20:00:00 - 29/01/2024 21:00:00","BZN|PT","Without Sequence","108.50","",""
"29/01/2024 21:00:00 - 29/01/2024 22:00:00","BZN|PT","Without Sequence","92.18","",""
"29/01/2024 22:00:00 - 29/01/2024 23:00:00","BZN|PT","Without Sequence","87.00","",""
"29/01/2024 23:00:00 - 30/01/2024 00:00:00","BZN|PT","Without Sequence","80.29","",""
"30/01/2024 00:00:00 - 30/01/2024 01:00:00","BZN|PT","Without Sequence","71.94","",""
"30/01/2024 01:00:00 - 30/01/2024 02:00:00","BZN|PT","Without Sequence","68.64","",""
"30/01/2024 02:00:00 - 30/01/2024 03:00:00","BZN|PT","Without Sequence","69.37","",""
"30/01/2024 03:00:00 - 30/01/2024 04:00:00","BZN|PT","Without Sequence","65.10","",""
"30/01/2024 04:00:00 - 30/01/2024 05:00:00","BZN|PT","Without Sequence","64.00","",""
"30/01/2024 05:00:00 - 30/01/2024 06:00:00","BZN|PT","Without Sequence","69.37","",""
"30/01/2024 06:00:00 - 30/01/2024 07:00:00","BZN|PT","Without Sequence","79.02","",""
"30/01/2024 07:00:00 - 30/01/2024 08:00:00","BZN|PT","Without Sequence","91.04","",""
"30/01/2024 08:00:00 - 30/01/2024 09:00:00","BZN|PT","Without Sequence","95.95","",""
"30/01/2024 09:00:00 - 30/01/2024 10:00:00","BZN|PT","Without Sequence","88.70","",""
"30/01/2024 10:00:00 - 30/01/2024 11:00:00","BZN|PT","Without Sequence","77.15","",""
"30/01/2024 11:00:00 - 30/01/2024 12:00:00","BZN|PT","Without Sequence","70.10","",""
"30/01/2024 12:00:00 - 30/01/2024 13:00:00","BZN|PT","Without Sequence","68.10","",""
"30/01/2024 13:00:00 - 30/01/2024 14:00:00","BZN|PT","Without Sequence","68.23","",""
"30/01/2024 14:00:00 - 30/01/2024 15:00:00","BZN|PT","Without Sequence","71.93","",""
"30/01/2024 15:00:00 - 30/01/2024 16:00:00","BZN|PT","Without Sequence","71.95","",""
"30/01/2024 16:00:00 - 30/01/2024 17:00:00","BZN|PT","Without Sequence","78.89","",""
"30/01/2024 17:00:00 - 30/01/2024 18:00:00","BZN|PT","Without Sequence","88.83","",""
"30/01/2024 18:00:00 - 30/01/2024 19:00:00","BZN|PT","Without Sequence","99.76","",""
"30/01/2024 19:00:00 - 30/01/2024 20:00:00","BZN|PT","Without Sequence","107.00","",""
"30/01/2024 20:00:00 - 30/01/2024 21:00:00","BZN|PT","Without Sequence","123.22","",""
"30/01/2024 21:00:00 - 30/01/2024 22:00:00","BZN|PT","Without Sequence","95.06","",""
"30/01/2024 22:00:00 - 30/01/2024 23:00:00","BZN|PT","Without Sequence","88.70","",""
"30/01/2024 23:00:00 - 31/01/2024 00:00:00","BZN|PT","Without Sequence","78.78","",""
"31/01/2024 00:00:00 - 31/01/2024 01:00:00","BZN|PT","Without Sequence","74.09","",""
"31/01/2024 01:00:00 - 31/01/2024 02:00:00","BZN|PT","Without Sequence","71.48","",""
"31/01/2024 02:00:00 - 31/01/2024 03:00:00","BZN|PT","Without Sequence","70.89","",""
"31/01/2024 03:00:00 - 31/01/2024 04:00:00","BZN|PT","Without Sequence","69.82","",""
"31/01/2024 04:00:00 - 31/01/2024 05:00:00","BZN|PT","Without Sequence","69.25","",""
"31/01/2024 05:00:00 - 31/01/2024 06:00:00","BZN|PT","Without Sequence","74.01","",""
"31/01/2024 06:00:00 - 31/01/2024 07:00:00","BZN|PT","Without Sequence","81.89","",""
"31/01/2024 07:00:00 - 31/01/2024 08:00:00","BZN|PT","Without Sequence","84.47","",""
"31/01/2024 08:00:00 - 31/01/2024 09:00:00","BZN|PT","Without Sequence","91.82","",""
"31/01/2024 09:00:00 - 31/01/2024 10:00:00","BZN|PT","Without Sequence","93.23","",""
"31/01/2024 10:00:00 - 31/01/2024 11:00:00","BZN|PT","Without Sequence","82.98","",""
"31/01/2024 11:00:00 - 31/01/2024 12:00:00","BZN|PT","Without Sequence","72.19","",""
"31/01/2024 12:00:00 - 31/01/2024 13:00:00","BZN|PT","Without Sequence","70.01","",""
"31/01/2024 13:00:00 - 31/01/2024 14:00:00","BZN|PT","Without Sequence","66.50","",""
"31/01/2024 14:00:00 - 31/01/2024 15:00:00","BZN|PT","Without Sequence","65.80","",""
"31/01/2024 15:00:00 - 31/01/2024 16:00:00","BZN|PT","Without Sequence","64.95","",""
"31/01/2024 16:00:00 - 31/01/2024 17:00:00","BZN|PT","Without Sequence","66.26","",""
"31/01/2024 17:00:00 - 31/01/2024 18:00:00","BZN|PT","Without Sequence","77.00","",""
"31/01/2024 18:00:00 - 31/01/2024 19:00:00","BZN|PT","Without Sequence","91.00","",""
"31/01/2024 19:00:00 - 31/01/2024 20:00:00","BZN|PT","Without Sequence","119.47","",""
"31/01/2024 20:00:00 - 31/01/2024 21:00:00","BZN|PT","Without Sequence","168.35","",""
"31/01/2024 21:00:00 - 31/01/2024 22:00:00","BZN|PT","Without Sequence","94.54","",""
"31/01/2024 22:00:00 - 31/01/2024 23:00:00","BZN|PT","Without Sequence","85.00","",""
"31/01/2024 23:00:00 - 01/02/2024 00:00:00","BZN|PT","Without Sequence","77.52","",""
"01/02/2024 00:00:00 - 01/02/2024 01:00:00","BZN|PT","Without Sequence","69.00","",""
"01/02/2024 01:00:00 - 01/02/2024 02:00:00","BZN|PT","Without Sequence","60.44","",""
"01/02/2024 02:00:00 - 01/02/2024 03:00:00","BZN|PT","Without Sequence","55.10","",""
"01/02/2024 03:00:00 - 01/02/2024 04:00:00","BZN|PT","Without Sequence","54.60","",""
"01/02/2024 04:00:00 - 01/02/2024 05:00:00","BZN|PT","Without Sequence","53.47","",""
"01/02/2024 05:00:00 - 01/02/2024 06:00:00","BZN|PT","Without Sequence","59.82","",""
"01/02/2024 06:00:00 - 01/02/2024 07:00:00","BZN|PT","Without Sequence","72.42","",""
"01/02/2024 07:00:00 - 01/02/2024 08:00:00","BZN|PT","Without Sequence","88.76","",""
"01/02/2024 08:00:00 - 01/02/2024 09:00:00","BZN|PT","Without Sequence","95.76","",""
"01/02/2024 09:00:00 - 01/02/2024 10:00:00","BZN|PT","Without Sequence","88.77","",""
"01/02/2024 10:00:00 - 01/02/2024 11:00:00","BZN|PT","Without Sequence","62.80","",""
"01/02/2024 11:00:00 - 01/02/2024 12:00:00","BZN|PT","Without Sequence","55.98","",""
"01/02/2024 12:00:00 - 01/02/2024 13:00:00","BZN|PT","Without Sequence","54.44","",""
"01/02/2024 13:00:00 - 01/02/2024 14:00:00","BZN|PT","Without Sequence","54.00","",""
"01/02/2024 14:00:00 - 01/02/2024 15:00:00","BZN|PT","Without Sequence","54.44","",""
"01/02/2024 15:00:00 - 01/02/2024 16:00:00","BZN|PT","Without Sequence","54.60","",""
"01/02/2024 16:00:00 - 01/02/2024 17:00:00","BZN|PT","Without Sequence","60.44","",""
"01/02/2024 17:00:00 - 01/02/2024 18:00:00","BZN|PT","Without Sequence","76.00","",""
"01/02/2024 18:00:00 - 01/02/2024 19:00:00","BZN|PT","Without Sequence","101.89","",""
"01/02/2024 19:00:00 - 01/02/2024 20:00:00","BZN|PT","Without Sequence","99.05","",""
"01/02/2024 20:00:00 - 01/02/2024 21:00:00","BZN|PT","Without Sequence","94.00","",""
"01/02/2024 21:00:00 - 01/02/2024 22:00:00","BZN|PT","Without Sequence","83.66","",""
"01/02/2024 22:00:00 - 01/02/2024 23:00:00","BZN|PT","Without Sequence","82.13","",""
"01/02/2024 23:00:00 - 02/02/2024 00:00:00","BZN|PT","Without Sequence","71.19","",""
"02/02/2024 00:00:00 - 02/02/2024 01:00:00","BZN|PT","Without Sequence","62.95","",""
"02/02/2024 01:00:00 - 02/02/2024 02:00:00","BZN|PT","Without Sequence","60.05","",""
"02/02/2024 02:00:00 - 02/02/2024 03:00:00","BZN|PT","Without Sequence","58.00","",""
"02/02/2024 03:00:00 - 02/02/2024 04:00:00","BZN|PT","Without Sequence","54.69","",""
"02/02/2024 04:00:00 - 02/02/2024 05:00:00","BZN|PT","Without Sequence","52.41","",""
"02/02/2024 05:00:00 - 02/02/2024 06:00:00","BZN|PT","Without Sequence","55.00","",""
"02/02/2024 06:00:00 - 02/02/2024 07:00:00","BZN|PT","Without Sequence","61.00","",""
"02/02/2024 07:00:00 - 02/02/2024 08:00:00","BZN|PT","Without Sequence","80.34","",""
"02/02/2024 08:00:00 - 02/02/2024 09:00:00","BZN|PT","Without Sequence","90.75","",""
"02/02/2024 09:00:00 - 02/02/2024 10:00:00","BZN|PT","Without Sequence","83.98","",""
"02/02/2024 10:00:00 - 02/02/2024 11:00:00","BZN|PT","Without Sequence","61.42","",""
"02/02/2024 11:00:00 - 02/02/2024 12:00:00","BZN|PT","Without Sequence","54.00","",""
"02/02/2024 12:00:00 - 02/02/2024 13:00:00","BZN|PT","Without Sequence","54.00","",""
"02/02/2024 13:00:00 - 02/02/2024 14:00:00","BZN|PT","Without Sequence","55.50","",""
"02/02/2024 14:00:00 - 02/02/2024 15:00:00","BZN|PT","Without Sequence","53.30","",""
"02/02/2024 15:00:00 - 02/02/2024 16:00:00","BZN|PT","Without Sequence","55.91","",""
"02/02/2024 16:00:00 - 02/02/2024 17:00:00","BZN|PT","Without Sequence","55.50","",""
"02/02/2024 17:00:00 - 02/02/2024 18:00:00","BZN|PT","Without Sequence","70.95","",""
"02/02/2024 18:00:00 - 02/02/2024 19:00:00","BZN|PT","Without Sequence","80.16","",""
"02/02/2024 19:00:00 - 02/02/2024 20:00:00","BZN|PT","Without Sequence","83.83","",""
"02/02/2024 20:00:00 - 02/02/2024 21:00:00","BZN|PT","Without Sequence","83.98","",""
"02/02/2024 21:00:00 - 02/02/2024 22:00:00","BZN|PT","Without Sequence","76.46","",""
"02/02/2024 22:00:00 - 02/02/2024 23:00:00","BZN|PT","Without Sequence","68.44","",""
"02/02/2024 23:00:00 - 03/02/2024 00:00:00","BZN|PT","Without Sequence","55.00","",""
"03/02/2024 00:00:00 - 03/02/2024 01:00:00","BZN|PT","Without Sequence","56.44","",""
"03/02/2024 01:00:00 - 03/02/2024 02:00:00","BZN|PT","Without Sequence","52.71","",""
"03/02/2024 02:00:00 - 03/02/2024 03:00:00","BZN|PT","Without Sequence","51.18","",""
"03/02/2024 03:00:00 - 03/02/2024 04:00:00","BZN|PT","Without Sequence","50.83","",""
"03/02/2024 04:00:00 - 03/02/2024 05:00:00","BZN|PT","Without Sequence","51.16","",""
"03/02/2024 05:00:00 - 03/02/2024 06:00:00","BZN|PT","Without Sequence","52.57","",""
"03/02/2024 06:00:00 - 03/02/2024 07:00:00","BZN|PT","Without Sequence","53.50","",""
"03/02/2024 07:00:00 - 03/02/2024 08:00:00","BZN|PT","Without Sequence","56.80","",""
"03/02/2024 08:00:00 - 03/02/2024 09:00:00","BZN|PT","Without Sequence","63.00","",""
"03/02/2024 09:00:00 - 03/02/2024 10:00:00","BZN|PT","Without Sequence","59.10","",""
"03/02/2024 10:00:00 - 03/02/2024 11:00:00","BZN|PT","Without Sequence","53.28","",""
"03/02/2024 11:00:00 - 03/02/2024 12:00:00","BZN|PT","Without Sequence","45.27","",""
"03/02/2024 12:00:00 - 03/02/2024 13:00:00","BZN|PT","Without Sequence","41.58","",""
"03/02/2024 13:00:00 - 03/02/2024 14:00:00","BZN|PT","Without Sequence","39.81","",""
"03/02/2024 14:00:00 - 03/02/2024 15:00:00","BZN|PT","Without Sequence","41.76","",""
"03/02/2024 15:00:00 - 03/02/2024 16:00:00","BZN|PT","Without Sequence","46.44","",""
"03/02/2024 16:00:00 - 03/02/2024 17:00:00","BZN|PT","Without Sequence","53.00","",""
"03/02/2024 17:00:00 - 03/02/2024 18:00:00","BZN|PT","Without Sequence","64.87","",""
"03/02/2024 18:00:00 - 03/02/2024 19:00:00","BZN|PT","Without Sequence","81.43","",""
"03/02/2024 19:00:00 - 03/02/2024 20:00:00","BZN|PT","Without Sequence","87.76","",""
"03/02/2024 20:00:00 - 03/02/2024 21:00:00","BZN|PT","Without Sequence","95.68","",""
"03/02/2024 21:00:00 - 03/02/2024 22:00:00","BZN|PT","Without Sequence","92.71","",""
"03/02/2024 22:00:00 - 03/02/2024 23:00:00","BZN|PT","Without Sequence","86.11","",""
"03/02/2024 23:00:00 - 04/02/2024 00:00:00","BZN|PT","Without Sequence","70.79","",""
"04/02/2024 00:00:00 - 04/02/2024 01:00:00","BZN|PT","Without Sequence","66.62","",""
"04/02/2024 01:00:00 - 04/02/2024 02:00:00","BZN|PT","Without Sequence","64.78","",""
"04/02/2024 02:00:00 - 04/02/2024 03:00:00","BZN|PT","Without Sequence","64.91","",""
"04/02/2024 03:00:00 - 04/02/2024 04:00:00","BZN|PT","Without Sequence","63.92","",""
"04/02/2024 04:00:00 - 04/02/2024 05:00:00","BZN|PT","Without Sequence","61.75","",""
"04/02/2024 05:00:00 - 04/02/2024 06:00:00","BZN|PT","Without Sequence","61.75","",""
"04/02/2024 06:00:00 - 04/02/2024 07:00:00","BZN|PT","Without Sequence","60.00","",""
"04/02/2024 07:00:00 - 04/02/2024 08:00:00","BZN|PT","Without Sequence","59.80","",""
"04/02/2024 08:00:00 - 04/02/2024 09:00:00","BZN|PT","Without Sequence","63.92","",""
"04/02/2024 09:00:00 - 04/02/2024 10:00:00","BZN|PT","Without Sequence","53.00","",""
"04/02/2024 10:00:00 - 04/02/2024 11:00:00","BZN|PT","Without Sequence","44.70","",""
"04/02/2024 11:00:00 - 04/02/2024 12:00:00","BZN|PT","Without Sequence","40.00","",""
"04/02/2024 12:00:00 - 04/02/2024 13:00:00","BZN|PT","Without Sequence","34.28","",""
"04/02/2024 13:00:00 - 04/02/2024 14:00:00","BZN|PT","Without Sequence","35.65","",""
"04/02/2024 14:00:00 - 04/02/2024 15:00:00","BZN|PT","Without Sequence","35.00","",""
"04/02/2024 15:00:00 - 04/02/2024 16:00:00","BZN|PT","Without Sequence","32.00","",""
"04/02/2024 16:00:00 - 04/02/2024 17:00:00","BZN|PT","Without Sequence","43.35","",""
"04/02/2024 17:00:00 - 04/02/2024 18:00:00","BZN|PT","Without Sequence","54.93","",""
"04/02/2024 18:00:00 - 04/02/2024 19:00:00","BZN|PT","Without Sequence","77.50","",""
"04/02/2024 19:00:00 - 04/02/2024 20:00:00","BZN|PT","Without Sequence","89.00","",""
"04/02/2024 20:00:00 - 04/02/2024 21:00:00","BZN|PT","Without Sequence","129.81","",""
"04/02/2024 21:00:00 - 04/02/2024 22:00:00","BZN|PT","Without Sequence","119.77","",""
"04/02/2024 22:00:00 - 04/02/2024 23:00:00","BZN|PT","Without Sequence","82.94","",""
"04/02/2024 23:00:00 - 05/02/2024 00:00:00","BZN|PT","Without Sequence","75.00","",""
"05/02/2024 00:00:00 - 05/02/2024 01:00:00","BZN|PT","Without Sequence","71.66","",""
"05/02/2024 01:00:00 - 05/02/2024 02:00:00","BZN|PT","Without Sequence","73.00","",""
"05/02/2024 02:00:00 - 05/02/2024 03:00:00","BZN|PT","Without Sequence","69.10","",""
"05/02/2024 03:00:00 - 05/02/2024 04:00:00","BZN|PT","Without Sequence","67.87","",""
"05/02/2024 04:00:00 - 05/02/2024 05:00:00","BZN|PT","Without Sequence","67.87","",""
"05/02/2024 05:00:00 - 05/02/2024 06:00:00","BZN|PT","Without Sequence","69.78","",""
"05/02/2024 06:00:00 - 05/02/2024 07:00:00","BZN|PT","Without Sequence","73.22","",""
"05/02/2024 07:00:00 - 05/02/2024 08:00:00","BZN|PT","Without Sequence","83.15","",""
"05/02/2024 08:00:00 - 05/02/2024 09:00:00","BZN|PT","Without Sequence","98.59","",""
"05/02/2024 09:00:00 - 05/02/2024 10:00:00","BZN|PT","Without Sequence","87.36","",""
"05/02/2024 10:00:00 - 05/02/2024 11:00:00","BZN|PT","Without Sequence","76.68","",""
"05/02/2024 11:00:00 - 05/02/2024 12:00:00","BZN|PT","Without Sequence","69.74","",""
"05/02/2024 12:00:00 - 05/02/2024 13:00:00","BZN|PT","Without Sequence","60.00","",""
"05/02/2024 13:00:00 - 05/02/2024 14:00:00","BZN|PT","Without Sequence","50.00","",""
"05/02/2024 14:00:00 - 05/02/2024 15:00:00","BZN|PT","Without Sequence","51.00","",""
"05/02/2024 15:00:00 - 05/02/2024 16:00:00","BZN|PT","Without Sequence","59.71","",""
"05/02/2024 16:00:00 - 05/02/2024 17:00:00","BZN|PT","Without Sequence","68.80","",""
"05/02/2024 17:00:00 - 05/02/2024 18:00:00","BZN|PT","Without Sequence","76.44","",""
"05/02/2024 18:00:00 - 05/02/2024 19:00:00","BZN|PT","Without Sequence","89.13","",""
"05/02/2024 19:00:00 - 05/02/2024 20:00:00","BZN|PT","Without Sequence","129.47","",""
"05/02/2024 20:00:00 - 05/02/2024 21:00:00","BZN|PT","Without Sequence","181.26","",""
"05/02/2024 21:00:00 - 05/02/2024 22:00:00","BZN|PT","Without Sequence","111.36","",""
"05/02/2024 22:00:00 - 05/02/2024 23:00:00","BZN|PT","Without Sequence","81.06","",""
"05/02/2024 23:00:00 - 06/02/2024 00:00:00","BZN|PT","Without Sequence","75.75","",""
"06/02/2024 00:00:00 - 06/02/2024 01:00:00","BZN|PT","Without Sequence","74.50","",""
"06/02/2024 01:00:00 - 06/02/2024 02:00:00","BZN|PT","Without Sequence","75.00","",""
"06/02/2024 02:00:00 - 06/02/2024 03:00:00","BZN|PT","Without Sequence","70.75","",""
"06/02/2024 03:00:00 - 06/02/2024 04:00:00","BZN|PT","Without Sequence","68.88","",""
"06/02/2024 04:00:00 - 06/02/2024 05:00:00","BZN|PT","Without Sequence","65.10","",""
"06/02/2024 05:00:00 - 06/02/2024 06:00:00","BZN|PT","Without Sequence","68.88","",""
"06/02/2024 06:00:00 - 06/02/2024 07:00:00","BZN|PT","Without Sequence","74.50","",""
"06/02/2024 07:00:00 - 06/02/2024 08:00:00","BZN|PT","Without Sequence","82.06","",""
"06/02/2024 08:00:00 - 06/02/2024 09:00:00","BZN|PT","Without Sequence","121.06","",""
"06/02/2024 09:00:00 - 06/02/2024 10:00:00","BZN|PT","Without Sequence","96.06","",""
"06/02/2024 10:00:00 - 06/02/2024 11:00:00","BZN|PT","Without Sequence","79.61","",""
"06/02/2024 11:00:00 - 06/02/2024 12:00:00","BZN|PT","Without Sequence","72.48","",""
"06/02/2024 12:00:00 - 06/02/2024 13:00:00","BZN|PT","Without Sequence","71.00","",""
"06/02/2024 13:00:00 - 06/02/2024 14:00:00","BZN|PT","Without Sequence","56.47","",""
"06/02/2024 14:00:00 - 06/02/2024 15:00:00","BZN|PT","Without Sequence","51.50","",""
"06/02/2024 15:00:00 - 06/02/2024 16:00:00","BZN|PT","Without Sequence","56.44","",""
"06/02/2024 16:00:00 - 06/02/2024 17:00:00","BZN|PT","Without Sequence","61.33","",""
"06/02/2024 17:00:00 - 06/02/2024 18:00:00","BZN|PT","Without Sequence","71.00","",""
"06/02/2024 18:00:00 - 06/02/2024 19:00:00","BZN|PT","Without Sequence","78.77","",""
"06/02/2024 19:00:00 - 06/02/2024 20:00:00","BZN|PT","Without Sequence","89.01","",""
"06/02/2024 20:00:00 - 06/02/2024 21:00:00","BZN|PT","Without Sequence","88.87","",""
"06/02/2024 21:00:00 - 06/02/2024 22:00:00","BZN|PT","Without Sequence","78.28","",""
"06/02/2024 22:00:00 - 06/02/2024 23:00:00","BZN|PT","Without Sequence","69.03","",""
"06/02/2024 23:00:00 - 07/02/2024 00:00:00","BZN|PT","Without Sequence","56.09","",""
"07/02/2024 00:00:00 - 07/02/2024 01:00:00","BZN|PT","Without Sequence","41.70","",""
"07/02/2024 01:00:00 - 07/02/2024 02:00:00","BZN|PT","Without Sequence","39.00","",""
"07/02/2024 02:00:00 - 07/02/2024 03:00:00","BZN|PT","Without Sequence","37.45","",""
"07/02/2024 03:00:00 - 07/02/2024 04:00:00","BZN|PT","Without Sequence","33.21","",""
"07/02/2024 04:00:00 - 07/02/2024 05:00:00","BZN|PT","Without Sequence","26.17","",""
"07/02/2024 05:00:00 - 07/02/2024 06:00:00","BZN|PT","Without Sequence","38.00","",""
"07/02/2024 06:00:00 - 07/02/2024 07:00:00","BZN|PT","Without Sequence","47.28","",""
"07/02/2024 07:00:00 - 07/02/2024 08:00:00","BZN|PT","Without Sequence","69.99","",""
"07/02/2024 08:00:00 - 07/02/2024 09:00:00","BZN|PT","Without Sequence","74.49","",""
"07/02/2024 09:00:00 - 07/02/2024 10:00:00","BZN|PT","Without Sequence","68.61","",""
"07/02/2024 10:00:00 - 07/02/2024 11:00:00","BZN|PT","Without Sequence","66.04","",""
"07/02/2024 11:00:00 - 07/02/2024 12:00:00","BZN|PT","Without Sequence","59.20","",""
"07/02/2024 12:00:00 - 07/02/2024 13:00:00","BZN|PT","Without Sequence","45.00","",""
"07/02/2024 13:00:00 - 07/02/2024 14:00:00","BZN|PT","Without Sequence","40.40","",""
"07/02/2024 14:00:00 - 07/02/2024 15:00:00","BZN|PT","Without Sequence","35.00","",""
"07/02/2024 15:00:00 - 07/02/2024 16:00:00","BZN|PT","Without Sequence","28.33","",""
"07/02/2024 16:00:00 - 07/02/2024 17:00:00","BZN|PT","Without Sequence","37.45","",""
"07/02/2024 17:00:00 - 07/02/2024 18:00:00","BZN|PT","Without Sequence","41.00","",""
"07/02/2024 18:00:00 - 07/02/2024 19:00:00","BZN|PT","Without Sequence","57.84","",""
"07/02/2024 19:00:00 - 07/02/2024 20:00:00","BZN|PT","Without Sequence","72.76","",""
"07/02/2024 20:00:00 - 07/02/2024 21:00:00","BZN|PT","Without Sequence","76.89","",""
"07/02/2024 21:00:00 - 07/02/2024 22:00:00","BZN|PT","Without Sequence","67.72","",""
"07/02/2024 22:00:00 - 07/02/2024 23:00:00","BZN|PT","Without Sequence","58.42","",""
"07/02/2024 23:00:00 - 08/02/2024 00:00:00","BZN|PT","Without Sequence","45.80","",""
"08/02/2024 00:00:00 - 08/02/2024 01:00:00","BZN|PT","Without Sequence","46.73","",""
"08/02/2024 01:00:00 - 08/02/2024 02:00:00","BZN|PT","Without Sequence","39.00","",""
"08/02/2024 02:00:00 - 08/02/2024 03:00:00","BZN|PT","Without Sequence","33.80","",""
"08/02/2024 03:00:00 - 08/02/2024 04:00:00","BZN|PT","Without Sequence","32.45","",""
"08/02/2024 04:00:00 - 08/02/2024 05:00:00","BZN|PT","Without Sequence","31.70","",""
"08/02/2024 05:00:00 - 08/02/2024 06:00:00","BZN|PT","Without Sequence","32.45","",""
"08/02/2024 06:00:00 - 08/02/2024 07:00:00","BZN|PT","Without Sequence","41.50","",""
"08/02/2024 07:00:00 - 08/02/2024 08:00:00","BZN|PT","Without Sequence","45.79","",""
"08/02/2024 08:00:00 - 08/02/2024 09:00:00","BZN|PT","Without Sequence","47.00","",""
"08/02/2024 09:00:00 - 08/02/2024 10:00:00","BZN|PT","Without Sequence","42.13","",""
"08/02/2024 10:00:00 - 08/02/2024 11:00:00","BZN|PT","Without Sequence","37.00","",""
"08/02/2024 11:00:00 - 08/02/2024 12:00:00","BZN|PT","Without Sequence","35.22","",""
"08/02/2024 12:00:00 - 08/02/2024 13:00:00","BZN|PT","Without Sequence","38.00","",""
