"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/08/2022 11:00 - 02/08/2022 12:00","Portugal (PT)","6760.40","6552.00"
"02/08/2022 12:00 - 02/08/2022 13:00","Portugal (PT)","6882.20","6548.00"
"02/08/2022 13:00 - 02/08/2022 14:00","Portugal (PT)","6805.70","6473.00"
"02/08/2022 14:00 - 02/08/2022 15:00","Portugal (PT)","6754.20","6461.00"
"02/08/2022 15:00 - 02/08/2022 16:00","Portugal (PT)","6936.00","6605.00"
"02/08/2022 16:00 - 02/08/2022 17:00","Portugal (PT)","6942.90","6727.00"
"02/08/2022 17:00 - 02/08/2022 18:00","Portugal (PT)","6974.10","6667.00"
"02/08/2022 18:00 - 02/08/2022 19:00","Portugal (PT)","6951.50","6511.00"
"02/08/2022 19:00 - 02/08/2022 20:00","Portugal (PT)","6882.60","6521.00"
"02/08/2022 20:00 - 02/08/2022 21:00","Portugal (PT)","7022.00","6589.00"
"02/08/2022 21:00 - 02/08/2022 22:00","Portugal (PT)","6961.40","6573.00"
"02/08/2022 22:00 - 02/08/2022 23:00","Portugal (PT)","6865.50","6396.00"
"02/08/2022 23:00 - 03/08/2022 00:00","Portugal (PT)","6412.50","6097.00"
"03/08/2022 00:00 - 03/08/2022 01:00","Portugal (PT)","5925.10","5656.00"
"03/08/2022 01:00 - 03/08/2022 02:00","Portugal (PT)","5522.40","5411.00"
"03/08/2022 02:00 - 03/08/2022 03:00","Portugal (PT)","5206.60","5155.00"
"03/08/2022 03:00 - 03/08/2022 04:00","Portugal (PT)","5009.30","4989.00"
"03/08/2022 04:00 - 03/08/2022 05:00","Portugal (PT)","4873.00","4883.00"
"03/08/2022 05:00 - 03/08/2022 06:00","Portugal (PT)","4827.30","4839.00"
"03/08/2022 06:00 - 03/08/2022 07:00","Portugal (PT)","4873.50","4884.00"
"03/08/2022 07:00 - 03/08/2022 08:00","Portugal (PT)","5045.10","4974.00"
"03/08/2022 08:00 - 03/08/2022 09:00","Portugal (PT)","5477.40","5360.00"
"03/08/2022 09:00 - 03/08/2022 10:00","Portugal (PT)","6272.00","6062.00"
"03/08/2022 10:00 - 03/08/2022 11:00","Portugal (PT)","6573.10","6438.00"
"03/08/2022 11:00 - 03/08/2022 12:00","Portugal (PT)","6677.80","6638.00"
"03/08/2022 12:00 - 03/08/2022 13:00","Portugal (PT)","6817.90","6802.00"
"03/08/2022 13:00 - 03/08/2022 14:00","Portugal (PT)","6784.10","6740.00"
"03/08/2022 14:00 - 03/08/2022 15:00","Portugal (PT)","6708.80","6732.00"
"03/08/2022 15:00 - 03/08/2022 16:00","Portugal (PT)","6798.20","6931.00"
"03/08/2022 16:00 - 03/08/2022 17:00","Portugal (PT)","6769.60","6950.00"
"03/08/2022 17:00 - 03/08/2022 18:00","Portugal (PT)","6745.00","6900.00"
"03/08/2022 18:00 - 03/08/2022 19:00","Portugal (PT)","6670.00","6762.00"
"03/08/2022 19:00 - 03/08/2022 20:00","Portugal (PT)","6624.30","6643.00"
"03/08/2022 20:00 - 03/08/2022 21:00","Portugal (PT)","6790.60","6615.00"
"03/08/2022 21:00 - 03/08/2022 22:00","Portugal (PT)","6786.00","6625.00"
"03/08/2022 22:00 - 03/08/2022 23:00","Portugal (PT)","6725.70","6642.00"
"03/08/2022 23:00 - 04/08/2022 00:00","Portugal (PT)","6255.80","6393.00"
"04/08/2022 00:00 - 04/08/2022 01:00","Portugal (PT)","5783.70","5771.00"
"04/08/2022 01:00 - 04/08/2022 02:00","Portugal (PT)","5399.10","5380.00"
"04/08/2022 02:00 - 04/08/2022 03:00","Portugal (PT)","5105.90","5100.00"
"04/08/2022 03:00 - 04/08/2022 04:00","Portugal (PT)","4911.00","4940.00"
"04/08/2022 04:00 - 04/08/2022 05:00","Portugal (PT)","4798.30","4882.00"
"04/08/2022 05:00 - 04/08/2022 06:00","Portugal (PT)","4767.10","4807.00"
"04/08/2022 06:00 - 04/08/2022 07:00","Portugal (PT)","4814.20","4871.00"
"04/08/2022 07:00 - 04/08/2022 08:00","Portugal (PT)","5001.30","5117.00"
"04/08/2022 08:00 - 04/08/2022 09:00","Portugal (PT)","5449.80","5679.00"
"04/08/2022 09:00 - 04/08/2022 10:00","Portugal (PT)","6208.90","6316.00"
"04/08/2022 10:00 - 04/08/2022 11:00","Portugal (PT)","6492.60","6551.00"
"04/08/2022 11:00 - 04/08/2022 12:00","Portugal (PT)","6599.50","6650.00"
"04/08/2022 12:00 - 04/08/2022 13:00","Portugal (PT)","6740.60","6723.00"
"04/08/2022 13:00 - 04/08/2022 14:00","Portugal (PT)","6630.70","6652.00"
"04/08/2022 14:00 - 04/08/2022 15:00","Portugal (PT)","6534.00","6728.00"
"04/08/2022 15:00 - 04/08/2022 16:00","Portugal (PT)","6684.60","6874.00"
"04/08/2022 16:00 - 04/08/2022 17:00","Portugal (PT)","6703.90","6866.00"
"04/08/2022 17:00 - 04/08/2022 18:00","Portugal (PT)","6712.70","6813.00"
"04/08/2022 18:00 - 04/08/2022 19:00","Portugal (PT)","6684.90","6734.00"
"04/08/2022 19:00 - 04/08/2022 20:00","Portugal (PT)","6653.00","6793.00"
"04/08/2022 20:00 - 04/08/2022 21:00","Portugal (PT)","6794.20","6908.00"
"04/08/2022 21:00 - 04/08/2022 22:00","Portugal (PT)","6784.70","6892.00"
"04/08/2022 22:00 - 04/08/2022 23:00","Portugal (PT)","6775.40","6735.00"
"04/08/2022 23:00 - 05/08/2022 00:00","Portugal (PT)","6373.40","6361.00"
"05/08/2022 00:00 - 05/08/2022 01:00","Portugal (PT)","5896.50","5771.00"
"05/08/2022 01:00 - 05/08/2022 02:00","Portugal (PT)","5472.60","5378.00"
"05/08/2022 02:00 - 05/08/2022 03:00","Portugal (PT)","5091.20","5118.00"
"05/08/2022 03:00 - 05/08/2022 04:00","Portugal (PT)","4964.30","4959.00"
"05/08/2022 04:00 - 05/08/2022 05:00","Portugal (PT)","4869.50","4856.00"
"05/08/2022 05:00 - 05/08/2022 06:00","Portugal (PT)","4803.00","4844.00"
"05/08/2022 06:00 - 05/08/2022 07:00","Portugal (PT)","4814.50","4927.00"
"05/08/2022 07:00 - 05/08/2022 08:00","Portugal (PT)","4964.50","5114.00"
"05/08/2022 08:00 - 05/08/2022 09:00","Portugal (PT)","5358.60","5650.00"
"05/08/2022 09:00 - 05/08/2022 10:00","Portugal (PT)","6059.30","6290.00"
"05/08/2022 10:00 - 05/08/2022 11:00","Portugal (PT)","6404.70","6519.00"
"05/08/2022 11:00 - 05/08/2022 12:00","Portugal (PT)","6508.90","6629.00"
"05/08/2022 12:00 - 05/08/2022 13:00","Portugal (PT)","6655.80","6712.00"
"05/08/2022 13:00 - 05/08/2022 14:00","Portugal (PT)","6608.20","6633.00"
"05/08/2022 14:00 - 05/08/2022 15:00","Portugal (PT)","6471.80","6682.00"
"05/08/2022 15:00 - 05/08/2022 16:00","Portugal (PT)","6635.60","6803.00"
"05/08/2022 16:00 - 05/08/2022 17:00","Portugal (PT)","6632.20","6802.00"
"05/08/2022 17:00 - 05/08/2022 18:00","Portugal (PT)","6589.30","6770.00"
"05/08/2022 18:00 - 05/08/2022 19:00","Portugal (PT)","6508.10","6684.00"
"05/08/2022 19:00 - 05/08/2022 20:00","Portugal (PT)","6527.80","6703.00"
"05/08/2022 20:00 - 05/08/2022 21:00","Portugal (PT)","6673.20","6779.00"
"05/08/2022 21:00 - 05/08/2022 22:00","Portugal (PT)","6641.40","6711.00"
"05/08/2022 22:00 - 05/08/2022 23:00","Portugal (PT)","6589.70","6558.00"
"05/08/2022 23:00 - 06/08/2022 00:00","Portugal (PT)","6203.50","6272.00"
"06/08/2022 00:00 - 06/08/2022 01:00","Portugal (PT)","5722.60","5809.00"
"06/08/2022 01:00 - 06/08/2022 02:00","Portugal (PT)","5320.20","5337.00"
"06/08/2022 02:00 - 06/08/2022 03:00","Portugal (PT)","5023.20","5067.00"
"06/08/2022 03:00 - 06/08/2022 04:00","Portugal (PT)","4809.60","4855.00"
"06/08/2022 04:00 - 06/08/2022 05:00","Portugal (PT)","4673.50","4744.00"
"06/08/2022 05:00 - 06/08/2022 06:00","Portugal (PT)","4605.60","4692.00"
"06/08/2022 06:00 - 06/08/2022 07:00","Portugal (PT)","4445.60","4670.00"
"06/08/2022 07:00 - 06/08/2022 08:00","Portugal (PT)","4413.80","4664.00"
"06/08/2022 08:00 - 06/08/2022 09:00","Portugal (PT)","4571.30","4894.00"
"06/08/2022 09:00 - 06/08/2022 10:00","Portugal (PT)","5086.50","5234.00"
"06/08/2022 10:00 - 06/08/2022 11:00","Portugal (PT)","5425.60","5512.00"
"06/08/2022 11:00 - 06/08/2022 12:00","Portugal (PT)","5618.80","5707.00"
"06/08/2022 12:00 - 06/08/2022 13:00","Portugal (PT)","5739.70","5869.00"
"06/08/2022 13:00 - 06/08/2022 14:00","Portugal (PT)","5725.80","5890.00"
"06/08/2022 14:00 - 06/08/2022 15:00","Portugal (PT)","5511.00","5752.00"
"06/08/2022 15:00 - 06/08/2022 16:00","Portugal (PT)","5405.80","5685.00"
"06/08/2022 16:00 - 06/08/2022 17:00","Portugal (PT)","5371.30","5638.00"
"06/08/2022 17:00 - 06/08/2022 18:00","Portugal (PT)","5355.40","5616.00"
"06/08/2022 18:00 - 06/08/2022 19:00","Portugal (PT)","5413.50","5681.00"
"06/08/2022 19:00 - 06/08/2022 20:00","Portugal (PT)","5598.80","5828.00"
"06/08/2022 20:00 - 06/08/2022 21:00","Portugal (PT)","5799.70","5994.00"
"06/08/2022 21:00 - 06/08/2022 22:00","Portugal (PT)","5912.40","6023.00"
"06/08/2022 22:00 - 06/08/2022 23:00","Portugal (PT)","5930.50","6004.00"
"06/08/2022 23:00 - 07/08/2022 00:00","Portugal (PT)","5601.10","5774.00"
"07/08/2022 00:00 - 07/08/2022 01:00","Portugal (PT)","5243.40","5453.00"
"07/08/2022 01:00 - 07/08/2022 02:00","Portugal (PT)","4891.20","4971.00"
"07/08/2022 02:00 - 07/08/2022 03:00","Portugal (PT)","4646.60","4675.00"
"07/08/2022 03:00 - 07/08/2022 04:00","Portugal (PT)","4441.20","4499.00"
"07/08/2022 04:00 - 07/08/2022 05:00","Portugal (PT)","4315.60","4413.00"
"07/08/2022 05:00 - 07/08/2022 06:00","Portugal (PT)","4264.10","4349.00"
"07/08/2022 06:00 - 07/08/2022 07:00","Portugal (PT)","4090.50","4349.00"
"07/08/2022 07:00 - 07/08/2022 08:00","Portugal (PT)","4024.60","4274.00"
"07/08/2022 08:00 - 07/08/2022 09:00","Portugal (PT)","4083.60","4334.00"
"07/08/2022 09:00 - 07/08/2022 10:00","Portugal (PT)","4492.60","4632.00"
"07/08/2022 10:00 - 07/08/2022 11:00","Portugal (PT)","4810.70","5007.00"
"07/08/2022 11:00 - 07/08/2022 12:00","Portugal (PT)","5044.80","5242.00"
"07/08/2022 12:00 - 07/08/2022 13:00","Portugal (PT)","5180.00","5451.00"
"07/08/2022 13:00 - 07/08/2022 14:00","Portugal (PT)","5231.80","5548.00"
"07/08/2022 14:00 - 07/08/2022 15:00","Portugal (PT)","5034.20","5439.00"
"07/08/2022 15:00 - 07/08/2022 16:00","Portugal (PT)","4867.70","5325.00"
"07/08/2022 16:00 - 07/08/2022 17:00","Portugal (PT)","4802.40","5287.00"
"07/08/2022 17:00 - 07/08/2022 18:00","Portugal (PT)","4807.10","5305.00"
"07/08/2022 18:00 - 07/08/2022 19:00","Portugal (PT)","4942.50","5408.00"
"07/08/2022 19:00 - 07/08/2022 20:00","Portugal (PT)","5156.90","5572.00"
"07/08/2022 20:00 - 07/08/2022 21:00","Portugal (PT)","5412.10","5807.00"
"07/08/2022 21:00 - 07/08/2022 22:00","Portugal (PT)","5616.90","6002.00"
"07/08/2022 22:00 - 07/08/2022 23:00","Portugal (PT)","5763.90","6087.00"
"07/08/2022 23:00 - 08/08/2022 00:00","Portugal (PT)","5499.10","5885.00"
"08/08/2022 00:00 - 08/08/2022 01:00","Portugal (PT)","5137.70","5410.00"
"08/08/2022 01:00 - 08/08/2022 02:00","Portugal (PT)","4847.80","5049.00"
"08/08/2022 02:00 - 08/08/2022 03:00","Portugal (PT)","4583.90","4803.00"
"08/08/2022 03:00 - 08/08/2022 04:00","Portugal (PT)","4425.30","4608.00"
"08/08/2022 04:00 - 08/08/2022 05:00","Portugal (PT)","4343.10","4495.00"
"08/08/2022 05:00 - 08/08/2022 06:00","Portugal (PT)","4242.40","4468.00"
"08/08/2022 06:00 - 08/08/2022 07:00","Portugal (PT)","4293.50","4528.00"
"08/08/2022 07:00 - 08/08/2022 08:00","Portugal (PT)","4499.70","4673.00"
"08/08/2022 08:00 - 08/08/2022 09:00","Portugal (PT)","4907.10","4938.00"
"08/08/2022 09:00 - 08/08/2022 10:00","Portugal (PT)","5554.80","5533.00"
"08/08/2022 10:00 - 08/08/2022 11:00","Portugal (PT)","5897.40","6009.00"
"08/08/2022 11:00 - 08/08/2022 12:00","Portugal (PT)","5989.80","6306.00"
"08/08/2022 12:00 - 08/08/2022 13:00","Portugal (PT)","6096.90","6514.00"
"08/08/2022 13:00 - 08/08/2022 14:00","Portugal (PT)","6129.10","6481.00"
"08/08/2022 14:00 - 08/08/2022 15:00","Portugal (PT)","6073.20","6441.00"
"08/08/2022 15:00 - 08/08/2022 16:00","Portugal (PT)","6187.40","6580.00"
"08/08/2022 16:00 - 08/08/2022 17:00","Portugal (PT)","6159.30","6622.00"
"08/08/2022 17:00 - 08/08/2022 18:00","Portugal (PT)","6148.20","6628.00"
"08/08/2022 18:00 - 08/08/2022 19:00","Portugal (PT)","6104.20","6568.00"
"08/08/2022 19:00 - 08/08/2022 20:00","Portugal (PT)","6119.30","6544.00"
"08/08/2022 20:00 - 08/08/2022 21:00","Portugal (PT)","6314.50","6656.00"
"08/08/2022 21:00 - 08/08/2022 22:00","Portugal (PT)","6379.90","6730.00"
"08/08/2022 22:00 - 08/08/2022 23:00","Portugal (PT)","6317.50","6658.00"
"08/08/2022 23:00 - 09/08/2022 00:00","Portugal (PT)","5906.90","6400.00"
"09/08/2022 00:00 - 09/08/2022 01:00","Portugal (PT)","5395.10","5686.00"
"09/08/2022 01:00 - 09/08/2022 02:00","Portugal (PT)","5008.90","5220.00"
"09/08/2022 02:00 - 09/08/2022 03:00","Portugal (PT)","4746.70","4957.00"
"09/08/2022 03:00 - 09/08/2022 04:00","Portugal (PT)","4555.80","4762.00"
"09/08/2022 04:00 - 09/08/2022 05:00","Portugal (PT)","4454.30","4648.00"
"09/08/2022 05:00 - 09/08/2022 06:00","Portugal (PT)","4329.00","4593.00"
"09/08/2022 06:00 - 09/08/2022 07:00","Portugal (PT)","4386.50","4656.00"
"09/08/2022 07:00 - 09/08/2022 08:00","Portugal (PT)","4542.70","4782.00"
"09/08/2022 08:00 - 09/08/2022 09:00","Portugal (PT)","4936.60","5039.00"
"09/08/2022 09:00 - 09/08/2022 10:00","Portugal (PT)","5641.20","5535.00"
"09/08/2022 10:00 - 09/08/2022 11:00","Portugal (PT)","5971.70","5882.00"
"09/08/2022 11:00 - 09/08/2022 12:00","Portugal (PT)","6027.70","6088.00"
"09/08/2022 12:00 - 09/08/2022 13:00","Portugal (PT)","6156.30","6233.00"
"09/08/2022 13:00 - 09/08/2022 14:00","Portugal (PT)","6178.70","6309.00"
"09/08/2022 14:00 - 09/08/2022 15:00","Portugal (PT)","6116.20","6313.00"
"09/08/2022 15:00 - 09/08/2022 16:00","Portugal (PT)","6237.10","6365.00"
"09/08/2022 16:00 - 09/08/2022 17:00","Portugal (PT)","6248.30","6367.00"
"09/08/2022 17:00 - 09/08/2022 18:00","Portugal (PT)","6228.20","6390.00"
"09/08/2022 18:00 - 09/08/2022 19:00","Portugal (PT)","6179.90","6388.00"
"09/08/2022 19:00 - 09/08/2022 20:00","Portugal (PT)","6201.50","6410.00"
"09/08/2022 20:00 - 09/08/2022 21:00","Portugal (PT)","6395.50","6570.00"
"09/08/2022 21:00 - 09/08/2022 22:00","Portugal (PT)","6419.70","6725.00"
"09/08/2022 22:00 - 09/08/2022 23:00","Portugal (PT)","6378.00","6584.00"
"09/08/2022 23:00 - 10/08/2022 00:00","Portugal (PT)","5980.20","6282.00"
"10/08/2022 00:00 - 10/08/2022 01:00","Portugal (PT)","5490.20","5809.00"
"10/08/2022 01:00 - 10/08/2022 02:00","Portugal (PT)","5080.40","5220.00"
"10/08/2022 02:00 - 10/08/2022 03:00","Portugal (PT)","4800.10","4957.00"
"10/08/2022 03:00 - 10/08/2022 04:00","Portugal (PT)","4608.50","4762.00"
"10/08/2022 04:00 - 10/08/2022 05:00","Portugal (PT)","4498.60","4648.00"
"10/08/2022 05:00 - 10/08/2022 06:00","Portugal (PT)","4369.50","4593.00"
"10/08/2022 06:00 - 10/08/2022 07:00","Portugal (PT)","4429.90","4656.00"
"10/08/2022 07:00 - 10/08/2022 08:00","Portugal (PT)","4582.20","4782.00"
"10/08/2022 08:00 - 10/08/2022 09:00","Portugal (PT)","4960.30","5039.00"
"10/08/2022 09:00 - 10/08/2022 10:00","Portugal (PT)","5670.70","5535.00"
"10/08/2022 10:00 - 10/08/2022 11:00","Portugal (PT)","5988.30","5882.00"
"10/08/2022 11:00 - 10/08/2022 12:00","Portugal (PT)","6071.70","6088.00"
"10/08/2022 12:00 - 10/08/2022 13:00","Portugal (PT)","6205.50","6233.00"
"10/08/2022 13:00 - 10/08/2022 14:00","Portugal (PT)","6231.80","6309.00"
"10/08/2022 14:00 - 10/08/2022 15:00","Portugal (PT)","6164.60","6313.00"
"10/08/2022 15:00 - 10/08/2022 16:00","Portugal (PT)","6297.80","6365.00"
"10/08/2022 16:00 - 10/08/2022 17:00","Portugal (PT)","6300.60","6367.00"
"10/08/2022 17:00 - 10/08/2022 18:00","Portugal (PT)","6251.40","6390.00"
"10/08/2022 18:00 - 10/08/2022 19:00","Portugal (PT)","6196.90","6388.00"
"10/08/2022 19:00 - 10/08/2022 20:00","Portugal (PT)","6177.70","6410.00"
"10/08/2022 20:00 - 10/08/2022 21:00","Portugal (PT)","6350.00","6570.00"
"10/08/2022 21:00 - 10/08/2022 22:00","Portugal (PT)","6374.30","6725.00"
"10/08/2022 22:00 - 10/08/2022 23:00","Portugal (PT)","6322.10","6584.00"
"10/08/2022 23:00 - 11/08/2022 00:00","Portugal (PT)","5913.30","6282.00"
"11/08/2022 00:00 - 11/08/2022 01:00","Portugal (PT)","5454.60","5509.00"
"11/08/2022 01:00 - 11/08/2022 02:00","Portugal (PT)","5058.70","5183.00"
"11/08/2022 02:00 - 11/08/2022 03:00","Portugal (PT)","4779.40","4922.00"
"11/08/2022 03:00 - 11/08/2022 04:00","Portugal (PT)","4582.50","4728.00"
"11/08/2022 04:00 - 11/08/2022 05:00","Portugal (PT)","4483.60","4615.00"
"11/08/2022 05:00 - 11/08/2022 06:00","Portugal (PT)","4404.70","4561.00"
"11/08/2022 06:00 - 11/08/2022 07:00","Portugal (PT)","4426.30","4624.00"
"11/08/2022 07:00 - 11/08/2022 08:00","Portugal (PT)","4584.10","4749.00"
"11/08/2022 08:00 - 11/08/2022 09:00","Portugal (PT)","4949.10","5004.00"
"11/08/2022 09:00 - 11/08/2022 10:00","Portugal (PT)","5601.80","5497.00"
"11/08/2022 10:00 - 11/08/2022 11:00","Portugal (PT)","5932.40","5841.00"
"11/08/2022 11:00 - 11/08/2022 12:00","Portugal (PT)","6081.60","6127.00"
"11/08/2022 12:00 - 11/08/2022 13:00","Portugal (PT)","6223.00","6396.00"
"11/08/2022 13:00 - 11/08/2022 14:00","Portugal (PT)","6194.70","6328.00"
"11/08/2022 14:00 - 11/08/2022 15:00","Portugal (PT)","6072.80","6268.00"
"11/08/2022 15:00 - 11/08/2022 16:00","Portugal (PT)","6170.90","6320.00"
"11/08/2022 16:00 - 11/08/2022 17:00","Portugal (PT)","6148.90","6322.00"
"11/08/2022 17:00 - 11/08/2022 18:00","Portugal (PT)","6138.70","6345.00"
"11/08/2022 18:00 - 11/08/2022 19:00","Portugal (PT)","6072.30","6343.00"
"11/08/2022 19:00 - 11/08/2022 20:00","Portugal (PT)","6102.70","6366.00"
"11/08/2022 20:00 - 11/08/2022 21:00","Portugal (PT)","6272.80","6524.00"
"11/08/2022 21:00 - 11/08/2022 22:00","Portugal (PT)","6333.50","6677.00"
"11/08/2022 22:00 - 11/08/2022 23:00","Portugal (PT)","6288.30","6538.00"
"11/08/2022 23:00 - 12/08/2022 00:00","Portugal (PT)","5891.50","6239.00"
"12/08/2022 00:00 - 12/08/2022 01:00","Portugal (PT)","5415.80","5339.00"
"12/08/2022 01:00 - 12/08/2022 02:00","Portugal (PT)","5032.70","5061.00"
"12/08/2022 02:00 - 12/08/2022 03:00","Portugal (PT)","4757.30","4800.00"
"12/08/2022 03:00 - 12/08/2022 04:00","Portugal (PT)","4565.20","4630.00"
"12/08/2022 04:00 - 12/08/2022 05:00","Portugal (PT)","4463.20","4509.00"
"12/08/2022 05:00 - 12/08/2022 06:00","Portugal (PT)","4381.20","4439.00"
"12/08/2022 06:00 - 12/08/2022 07:00","Portugal (PT)","4385.60","4539.00"
"12/08/2022 07:00 - 12/08/2022 08:00","Portugal (PT)","4536.60","4727.00"
"12/08/2022 08:00 - 12/08/2022 09:00","Portugal (PT)","4881.40","5209.00"
"12/08/2022 09:00 - 12/08/2022 10:00","Portugal (PT)","5493.10","5821.00"
"12/08/2022 10:00 - 12/08/2022 11:00","Portugal (PT)","5795.80","6061.00"
"12/08/2022 11:00 - 12/08/2022 12:00","Portugal (PT)","5891.60","6154.00"
"12/08/2022 12:00 - 12/08/2022 13:00","Portugal (PT)","6008.10","6274.00"
"12/08/2022 13:00 - 12/08/2022 14:00","Portugal (PT)","6021.50","6256.00"
"12/08/2022 14:00 - 12/08/2022 15:00","Portugal (PT)","5941.10","6254.00"
"12/08/2022 15:00 - 12/08/2022 16:00","Portugal (PT)","6048.00","6345.00"
"12/08/2022 16:00 - 12/08/2022 17:00","Portugal (PT)","6036.60","6326.00"
"12/08/2022 17:00 - 12/08/2022 18:00","Portugal (PT)","6010.40","6289.00"
"12/08/2022 18:00 - 12/08/2022 19:00","Portugal (PT)","5941.20","6227.00"
"12/08/2022 19:00 - 12/08/2022 20:00","Portugal (PT)","5997.90","6275.00"
"12/08/2022 20:00 - 12/08/2022 21:00","Portugal (PT)","6151.30","6412.00"
"12/08/2022 21:00 - 12/08/2022 22:00","Portugal (PT)","6220.70","6441.00"
"12/08/2022 22:00 - 12/08/2022 23:00","Portugal (PT)","6159.80","6280.00"
"12/08/2022 23:00 - 13/08/2022 00:00","Portugal (PT)","5743.20","5974.00"
"13/08/2022 00:00 - 13/08/2022 01:00","Portugal (PT)","5311.20","5446.00"
"13/08/2022 01:00 - 13/08/2022 02:00","Portugal (PT)","4924.30","4985.00"
"13/08/2022 02:00 - 13/08/2022 03:00","Portugal (PT)","4654.90","4702.00"
"13/08/2022 03:00 - 13/08/2022 04:00","Portugal (PT)","4426.30","4526.00"
"13/08/2022 04:00 - 13/08/2022 05:00","Portugal (PT)","4259.70","4417.00"
"13/08/2022 05:00 - 13/08/2022 06:00","Portugal (PT)","4191.90","4316.00"
"13/08/2022 06:00 - 13/08/2022 07:00","Portugal (PT)","4193.00","4334.00"
"13/08/2022 07:00 - 13/08/2022 08:00","Portugal (PT)","4186.70","4410.00"
"13/08/2022 08:00 - 13/08/2022 09:00","Portugal (PT)","4373.80","4629.00"
"13/08/2022 09:00 - 13/08/2022 10:00","Portugal (PT)","4692.80","4983.00"
"13/08/2022 10:00 - 13/08/2022 11:00","Portugal (PT)","4951.90","5213.00"
"13/08/2022 11:00 - 13/08/2022 12:00","Portugal (PT)","5142.00","5414.00"
"13/08/2022 12:00 - 13/08/2022 13:00","Portugal (PT)","5239.40","5514.00"
"13/08/2022 13:00 - 13/08/2022 14:00","Portugal (PT)","5294.40","5484.00"
"13/08/2022 14:00 - 13/08/2022 15:00","Portugal (PT)","5130.70","5361.00"
"13/08/2022 15:00 - 13/08/2022 16:00","Portugal (PT)","5021.50","5314.00"
"13/08/2022 16:00 - 13/08/2022 17:00","Portugal (PT)","4934.50","5227.00"
"13/08/2022 17:00 - 13/08/2022 18:00","Portugal (PT)","4922.10","5189.00"
"13/08/2022 18:00 - 13/08/2022 19:00","Portugal (PT)","5007.20","5211.00"
"13/08/2022 19:00 - 13/08/2022 20:00","Portugal (PT)","5203.70","5373.00"
"13/08/2022 20:00 - 13/08/2022 21:00","Portugal (PT)","5424.10","5599.00"
"13/08/2022 21:00 - 13/08/2022 22:00","Portugal (PT)","5565.10","5735.00"
"13/08/2022 22:00 - 13/08/2022 23:00","Portugal (PT)","5547.90","5593.00"
"13/08/2022 23:00 - 14/08/2022 00:00","Portugal (PT)","5225.80","5347.00"
"14/08/2022 00:00 - 14/08/2022 01:00","Portugal (PT)","4886.60","5132.00"
"14/08/2022 01:00 - 14/08/2022 02:00","Portugal (PT)","4583.00","4790.00"
"14/08/2022 02:00 - 14/08/2022 03:00","Portugal (PT)","4343.20","4546.00"
"14/08/2022 03:00 - 14/08/2022 04:00","Portugal (PT)","4130.80","4370.00"
"14/08/2022 04:00 - 14/08/2022 05:00","Portugal (PT)","3981.30","4244.00"
"14/08/2022 05:00 - 14/08/2022 06:00","Portugal (PT)","3925.80","4149.00"
"14/08/2022 06:00 - 14/08/2022 07:00","Portugal (PT)","3923.90","4032.00"
"14/08/2022 07:00 - 14/08/2022 08:00","Portugal (PT)","3876.50","3976.00"
"14/08/2022 08:00 - 14/08/2022 09:00","Portugal (PT)","3966.50","4109.00"
"14/08/2022 09:00 - 14/08/2022 10:00","Portugal (PT)","4226.80","4484.00"
"14/08/2022 10:00 - 14/08/2022 11:00","Portugal (PT)","4463.90","4787.00"
"14/08/2022 11:00 - 14/08/2022 12:00","Portugal (PT)","4672.50","5000.00"
"14/08/2022 12:00 - 14/08/2022 13:00","Portugal (PT)","4825.80","5117.00"
"14/08/2022 13:00 - 14/08/2022 14:00","Portugal (PT)","4891.40","5123.00"
"14/08/2022 14:00 - 14/08/2022 15:00","Portugal (PT)","4712.10","4939.00"
"14/08/2022 15:00 - 14/08/2022 16:00","Portugal (PT)","4583.80","4788.00"
"14/08/2022 16:00 - 14/08/2022 17:00","Portugal (PT)","4509.20","4739.00"
"14/08/2022 17:00 - 14/08/2022 18:00","Portugal (PT)","4492.80","4756.00"
"14/08/2022 18:00 - 14/08/2022 19:00","Portugal (PT)","4615.20","4886.00"
"14/08/2022 19:00 - 14/08/2022 20:00","Portugal (PT)","4819.90","5114.00"
"14/08/2022 20:00 - 14/08/2022 21:00","Portugal (PT)","5065.00","5362.00"
"14/08/2022 21:00 - 14/08/2022 22:00","Portugal (PT)","5337.90","5587.00"
"14/08/2022 22:00 - 14/08/2022 23:00","Portugal (PT)","5393.50","5651.00"
"14/08/2022 23:00 - 15/08/2022 00:00","Portugal (PT)","5114.00","5449.00"
"15/08/2022 00:00 - 15/08/2022 01:00","Portugal (PT)","4762.40","5132.00"
"15/08/2022 01:00 - 15/08/2022 02:00","Portugal (PT)","4471.40","4530.00"
"15/08/2022 02:00 - 15/08/2022 03:00","Portugal (PT)","4176.60","4258.00"
"15/08/2022 03:00 - 15/08/2022 04:00","Portugal (PT)","4003.70","4056.00"
"15/08/2022 04:00 - 15/08/2022 05:00","Portugal (PT)","3909.00","3960.00"
"15/08/2022 05:00 - 15/08/2022 06:00","Portugal (PT)","3855.50","3903.00"
"15/08/2022 06:00 - 15/08/2022 07:00","Portugal (PT)","3876.50","3878.00"
"15/08/2022 07:00 - 15/08/2022 08:00","Portugal (PT)","3894.80","3826.00"
"15/08/2022 08:00 - 15/08/2022 09:00","Portugal (PT)","4043.20","3847.00"
