"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"02/02/2023 16:00 - 02/02/2023 17:00","Portugal (PT)","7318.70","7648.00"
"02/02/2023 17:00 - 02/02/2023 18:00","Portugal (PT)","7344.60","7784.00"
"02/02/2023 18:00 - 02/02/2023 19:00","Portugal (PT)","7480.50","8173.00"
"02/02/2023 19:00 - 02/02/2023 20:00","Portugal (PT)","8301.30","8883.00"
"02/02/2023 20:00 - 02/02/2023 21:00","Portugal (PT)","8842.00","9240.00"
"02/02/2023 21:00 - 02/02/2023 22:00","Portugal (PT)","8816.40","9031.00"
"02/02/2023 22:00 - 02/02/2023 23:00","Portugal (PT)","8345.70","8521.00"
"02/02/2023 23:00 - 03/02/2023 00:00","Portugal (PT)","7742.80","8049.00"
"03/02/2023 00:00 - 03/02/2023 01:00","Portugal (PT)","6843.60","6820.00"
"03/02/2023 01:00 - 03/02/2023 02:00","Portugal (PT)","6067.20","6119.00"
"03/02/2023 02:00 - 03/02/2023 03:00","Portugal (PT)","5594.80","5582.00"
"03/02/2023 03:00 - 03/02/2023 04:00","Portugal (PT)","5293.40","5294.00"
"03/02/2023 04:00 - 03/02/2023 05:00","Portugal (PT)","5178.90","5182.00"
"03/02/2023 05:00 - 03/02/2023 06:00","Portugal (PT)","5137.80","5180.00"
"03/02/2023 06:00 - 03/02/2023 07:00","Portugal (PT)","5243.70","5395.00"
"03/02/2023 07:00 - 03/02/2023 08:00","Portugal (PT)","5757.30","6006.00"
"03/02/2023 08:00 - 03/02/2023 09:00","Portugal (PT)","6616.30","6901.00"
"03/02/2023 09:00 - 03/02/2023 10:00","Portugal (PT)","7528.40","7692.00"
"03/02/2023 10:00 - 03/02/2023 11:00","Portugal (PT)","7821.20","7878.00"
"03/02/2023 11:00 - 03/02/2023 12:00","Portugal (PT)","7682.80","7770.00"
"03/02/2023 12:00 - 03/02/2023 13:00","Portugal (PT)","7591.90","7681.00"
"03/02/2023 13:00 - 03/02/2023 14:00","Portugal (PT)","7334.70","7436.00"
"03/02/2023 14:00 - 03/02/2023 15:00","Portugal (PT)","7121.70","7393.00"
"03/02/2023 15:00 - 03/02/2023 16:00","Portugal (PT)","7176.50","7477.00"
"03/02/2023 16:00 - 03/02/2023 17:00","Portugal (PT)","7084.90","7500.00"
"03/02/2023 17:00 - 03/02/2023 18:00","Portugal (PT)","7060.30","7615.00"
"03/02/2023 18:00 - 03/02/2023 19:00","Portugal (PT)","7172.70","7948.00"
"03/02/2023 19:00 - 03/02/2023 20:00","Portugal (PT)","7957.20","8575.00"
"03/02/2023 20:00 - 03/02/2023 21:00","Portugal (PT)","8400.50","8834.00"
"03/02/2023 21:00 - 03/02/2023 22:00","Portugal (PT)","8356.20","8621.00"
"03/02/2023 22:00 - 03/02/2023 23:00","Portugal (PT)","7960.90","8120.00"
"03/02/2023 23:00 - 04/02/2023 00:00","Portugal (PT)","7460.20","7684.00"
"04/02/2023 00:00 - 04/02/2023 01:00","Portugal (PT)","6693.40","6350.00"
"04/02/2023 01:00 - 04/02/2023 02:00","Portugal (PT)","6018.00","6140.00"
"04/02/2023 02:00 - 04/02/2023 03:00","Portugal (PT)","5530.70","5727.00"
"04/02/2023 03:00 - 04/02/2023 04:00","Portugal (PT)","5204.00","5489.00"
"04/02/2023 04:00 - 04/02/2023 05:00","Portugal (PT)","5045.20","5373.00"
"04/02/2023 05:00 - 04/02/2023 06:00","Portugal (PT)","4930.00","5323.00"
"04/02/2023 06:00 - 04/02/2023 07:00","Portugal (PT)","4932.00","5450.00"
"04/02/2023 07:00 - 04/02/2023 08:00","Portugal (PT)","5108.70","5838.00"
"04/02/2023 08:00 - 04/02/2023 09:00","Portugal (PT)","5323.40","6473.00"
"04/02/2023 09:00 - 04/02/2023 10:00","Portugal (PT)","5771.30","7379.00"
"04/02/2023 10:00 - 04/02/2023 11:00","Portugal (PT)","6088.60","7799.00"
"04/02/2023 11:00 - 04/02/2023 12:00","Portugal (PT)","6164.30","7786.00"
"04/02/2023 12:00 - 04/02/2023 13:00","Portugal (PT)","6159.80","7728.00"
"04/02/2023 13:00 - 04/02/2023 14:00","Portugal (PT)","6152.30","7490.00"
"04/02/2023 14:00 - 04/02/2023 15:00","Portugal (PT)","5870.70","7332.00"
"04/02/2023 15:00 - 04/02/2023 16:00","Portugal (PT)","5700.00","7395.00"
"04/02/2023 16:00 - 04/02/2023 17:00","Portugal (PT)","5617.10","7331.00"
"04/02/2023 17:00 - 04/02/2023 18:00","Portugal (PT)","5671.90","7352.00"
"04/02/2023 18:00 - 04/02/2023 19:00","Portugal (PT)","6083.20","7459.00"
"04/02/2023 19:00 - 04/02/2023 20:00","Portugal (PT)","6991.20","8039.00"
"04/02/2023 20:00 - 04/02/2023 21:00","Portugal (PT)","7473.00","8611.00"
"04/02/2023 21:00 - 04/02/2023 22:00","Portugal (PT)","7472.80","8546.00"
"04/02/2023 22:00 - 04/02/2023 23:00","Portugal (PT)","7070.50","8140.00"
"04/02/2023 23:00 - 05/02/2023 00:00","Portugal (PT)","6623.70","7778.00"
"05/02/2023 00:00 - 05/02/2023 01:00","Portugal (PT)","6082.80","5743.00"
"05/02/2023 01:00 - 05/02/2023 02:00","Portugal (PT)","5507.70","5242.00"
"05/02/2023 02:00 - 05/02/2023 03:00","Portugal (PT)","5070.70","4858.00"
"05/02/2023 03:00 - 05/02/2023 04:00","Portugal (PT)","4778.30","4615.00"
"05/02/2023 04:00 - 05/02/2023 05:00","Portugal (PT)","4613.80","4489.00"
"05/02/2023 05:00 - 05/02/2023 06:00","Portugal (PT)","4527.70","4443.00"
"05/02/2023 06:00 - 05/02/2023 07:00","Portugal (PT)","4526.30","4479.00"
"05/02/2023 07:00 - 05/02/2023 08:00","Portugal (PT)","4681.20","4576.00"
"05/02/2023 08:00 - 05/02/2023 09:00","Portugal (PT)","4759.40","4660.00"
"05/02/2023 09:00 - 05/02/2023 10:00","Portugal (PT)","5050.60","4996.00"
"05/02/2023 10:00 - 05/02/2023 11:00","Portugal (PT)","5390.20","5369.00"
"05/02/2023 11:00 - 05/02/2023 12:00","Portugal (PT)","5641.90","5618.00"
"05/02/2023 12:00 - 05/02/2023 13:00","Portugal (PT)","5775.10","5781.00"
"05/02/2023 13:00 - 05/02/2023 14:00","Portugal (PT)","5825.50","5745.00"
"05/02/2023 14:00 - 05/02/2023 15:00","Portugal (PT)","5511.90","5486.00"
"05/02/2023 15:00 - 05/02/2023 16:00","Portugal (PT)","5263.00","5323.00"
"05/02/2023 16:00 - 05/02/2023 17:00","Portugal (PT)","5178.00","5298.00"
"05/02/2023 17:00 - 05/02/2023 18:00","Portugal (PT)","5197.20","5463.00"
"05/02/2023 18:00 - 05/02/2023 19:00","Portugal (PT)","5649.60","6095.00"
"05/02/2023 19:00 - 05/02/2023 20:00","Portugal (PT)","6684.90","6869.00"
"05/02/2023 20:00 - 05/02/2023 21:00","Portugal (PT)","7179.30","7267.00"
"05/02/2023 21:00 - 05/02/2023 22:00","Portugal (PT)","7290.00","7251.00"
"05/02/2023 22:00 - 05/02/2023 23:00","Portugal (PT)","6967.50","6832.00"
"05/02/2023 23:00 - 06/02/2023 00:00","Portugal (PT)","6464.40","6432.00"
"06/02/2023 00:00 - 06/02/2023 01:00","Portugal (PT)","5806.40","5567.00"
"06/02/2023 01:00 - 06/02/2023 02:00","Portugal (PT)","5304.40","5217.00"
"06/02/2023 02:00 - 06/02/2023 03:00","Portugal (PT)","4945.50","4890.00"
"06/02/2023 03:00 - 06/02/2023 04:00","Portugal (PT)","4739.20","4703.00"
"06/02/2023 04:00 - 06/02/2023 05:00","Portugal (PT)","4645.60","4612.00"
"06/02/2023 05:00 - 06/02/2023 06:00","Portugal (PT)","4639.30","4638.00"
"06/02/2023 06:00 - 06/02/2023 07:00","Portugal (PT)","4794.40","4876.00"
"06/02/2023 07:00 - 06/02/2023 08:00","Portugal (PT)","5375.70","5542.00"
"06/02/2023 08:00 - 06/02/2023 09:00","Portugal (PT)","6287.50","6456.00"
"06/02/2023 09:00 - 06/02/2023 10:00","Portugal (PT)","7186.90","7301.00"
"06/02/2023 10:00 - 06/02/2023 11:00","Portugal (PT)","7446.60","7552.00"
"06/02/2023 11:00 - 06/02/2023 12:00","Portugal (PT)","7317.60","7479.00"
"06/02/2023 12:00 - 06/02/2023 13:00","Portugal (PT)","7251.40","7406.00"
"06/02/2023 13:00 - 06/02/2023 14:00","Portugal (PT)","6995.00","7126.00"
"06/02/2023 14:00 - 06/02/2023 15:00","Portugal (PT)","6835.70","7029.00"
"06/02/2023 15:00 - 06/02/2023 16:00","Portugal (PT)","6891.70","7054.00"
"06/02/2023 16:00 - 06/02/2023 17:00","Portugal (PT)","6863.50","7052.00"
"06/02/2023 17:00 - 06/02/2023 18:00","Portugal (PT)","6877.90","7158.00"
"06/02/2023 18:00 - 06/02/2023 19:00","Portugal (PT)","7118.70","7546.00"
"06/02/2023 19:00 - 06/02/2023 20:00","Portugal (PT)","7884.00","8257.00"
"06/02/2023 20:00 - 06/02/2023 21:00","Portugal (PT)","8447.80","8629.00"
"06/02/2023 21:00 - 06/02/2023 22:00","Portugal (PT)","8423.40","8424.00"
"06/02/2023 22:00 - 06/02/2023 23:00","Portugal (PT)","7992.80","7898.00"
"06/02/2023 23:00 - 07/02/2023 00:00","Portugal (PT)","7266.40","7404.00"
"07/02/2023 00:00 - 07/02/2023 01:00","Portugal (PT)","6411.20","6525.00"
"07/02/2023 01:00 - 07/02/2023 02:00","Portugal (PT)","5765.00","5820.00"
"07/02/2023 02:00 - 07/02/2023 03:00","Portugal (PT)","5334.00","5386.00"
"07/02/2023 03:00 - 07/02/2023 04:00","Portugal (PT)","5094.90","5133.00"
"07/02/2023 04:00 - 07/02/2023 05:00","Portugal (PT)","4975.40","5021.00"
"07/02/2023 05:00 - 07/02/2023 06:00","Portugal (PT)","4963.70","5025.00"
"07/02/2023 06:00 - 07/02/2023 07:00","Portugal (PT)","5066.80","5192.00"
"07/02/2023 07:00 - 07/02/2023 08:00","Portugal (PT)","5566.10","5695.00"
"07/02/2023 08:00 - 07/02/2023 09:00","Portugal (PT)","6405.90","6493.00"
"07/02/2023 09:00 - 07/02/2023 10:00","Portugal (PT)","7297.40","7365.00"
"07/02/2023 10:00 - 07/02/2023 11:00","Portugal (PT)","7529.90","7678.00"
"07/02/2023 11:00 - 07/02/2023 12:00","Portugal (PT)","7371.20","7604.00"
"07/02/2023 12:00 - 07/02/2023 13:00","Portugal (PT)","7281.70","7496.00"
"07/02/2023 13:00 - 07/02/2023 14:00","Portugal (PT)","7047.90","7245.00"
"07/02/2023 14:00 - 07/02/2023 15:00","Portugal (PT)","6899.60","7153.00"
"07/02/2023 15:00 - 07/02/2023 16:00","Portugal (PT)","6990.80","7221.00"
"07/02/2023 16:00 - 07/02/2023 17:00","Portugal (PT)","6969.00","7239.00"
"07/02/2023 17:00 - 07/02/2023 18:00","Portugal (PT)","7042.70","7336.00"
"07/02/2023 18:00 - 07/02/2023 19:00","Portugal (PT)","7251.70","7619.00"
"07/02/2023 19:00 - 07/02/2023 20:00","Portugal (PT)","8002.90","8313.00"
"07/02/2023 20:00 - 07/02/2023 21:00","Portugal (PT)","8549.20","8820.00"
"07/02/2023 21:00 - 07/02/2023 22:00","Portugal (PT)","8490.00","8723.00"
"07/02/2023 22:00 - 07/02/2023 23:00","Portugal (PT)","8065.20","8297.00"
"07/02/2023 23:00 - 08/02/2023 00:00","Portugal (PT)","7382.20","7865.00"
"08/02/2023 00:00 - 08/02/2023 01:00","Portugal (PT)","6520.10","6444.00"
"08/02/2023 01:00 - 08/02/2023 02:00","Portugal (PT)","5882.90","5845.00"
"08/02/2023 02:00 - 08/02/2023 03:00","Portugal (PT)","5474.30","5473.00"
"08/02/2023 03:00 - 08/02/2023 04:00","Portugal (PT)","5218.20","5260.00"
"08/02/2023 04:00 - 08/02/2023 05:00","Portugal (PT)","5097.60","5168.00"
"08/02/2023 05:00 - 08/02/2023 06:00","Portugal (PT)","5053.20","5170.00"
"08/02/2023 06:00 - 08/02/2023 07:00","Portugal (PT)","5207.30","5340.00"
"08/02/2023 07:00 - 08/02/2023 08:00","Portugal (PT)","5661.00","5839.00"
"08/02/2023 08:00 - 08/02/2023 09:00","Portugal (PT)","6462.00","6708.00"
"08/02/2023 09:00 - 08/02/2023 10:00","Portugal (PT)","7374.30","7544.00"
"08/02/2023 10:00 - 08/02/2023 11:00","Portugal (PT)","7887.90","7836.00"
"08/02/2023 11:00 - 08/02/2023 12:00","Portugal (PT)","7913.80","7832.00"
"08/02/2023 12:00 - 08/02/2023 13:00","Portugal (PT)","8035.10","7878.00"
"08/02/2023 13:00 - 08/02/2023 14:00","Portugal (PT)","7816.00","7687.00"
"08/02/2023 14:00 - 08/02/2023 15:00","Portugal (PT)","7670.10","7606.00"
"08/02/2023 15:00 - 08/02/2023 16:00","Portugal (PT)","7722.20","7623.00"
"08/02/2023 16:00 - 08/02/2023 17:00","Portugal (PT)","7678.60","7555.00"
"08/02/2023 17:00 - 08/02/2023 18:00","Portugal (PT)","7658.60","7650.00"
"08/02/2023 18:00 - 08/02/2023 19:00","Portugal (PT)","7736.60","7988.00"
"08/02/2023 19:00 - 08/02/2023 20:00","Portugal (PT)","8352.80","8455.00"
"08/02/2023 20:00 - 08/02/2023 21:00","Portugal (PT)","8779.30","8666.00"
"08/02/2023 21:00 - 08/02/2023 22:00","Portugal (PT)","8739.30","8448.00"
"08/02/2023 22:00 - 08/02/2023 23:00","Portugal (PT)","8272.00","7909.00"
"08/02/2023 23:00 - 09/02/2023 00:00","Portugal (PT)","7542.40","7459.00"
"09/02/2023 00:00 - 09/02/2023 01:00","Portugal (PT)","6633.90","6306.00"
"09/02/2023 01:00 - 09/02/2023 02:00","Portugal (PT)","5946.10","5620.00"
"09/02/2023 02:00 - 09/02/2023 03:00","Portugal (PT)","5529.50","5201.00"
"09/02/2023 03:00 - 09/02/2023 04:00","Portugal (PT)","5277.70","4956.00"
"09/02/2023 04:00 - 09/02/2023 05:00","Portugal (PT)","5148.30","4849.00"
"09/02/2023 05:00 - 09/02/2023 06:00","Portugal (PT)","5090.70","4853.00"
"09/02/2023 06:00 - 09/02/2023 07:00","Portugal (PT)","5164.80","5014.00"
"09/02/2023 07:00 - 09/02/2023 08:00","Portugal (PT)","5543.30","5499.00"
"09/02/2023 08:00 - 09/02/2023 09:00","Portugal (PT)","6310.80","6270.00"
"09/02/2023 09:00 - 09/02/2023 10:00","Portugal (PT)","7147.90","7112.00"
"09/02/2023 10:00 - 09/02/2023 11:00","Portugal (PT)","7393.60","7414.00"
"09/02/2023 11:00 - 09/02/2023 12:00","Portugal (PT)","7273.70","7343.00"
"09/02/2023 12:00 - 09/02/2023 13:00","Portugal (PT)","7235.20","7239.00"
"09/02/2023 13:00 - 09/02/2023 14:00","Portugal (PT)","6979.20","6996.00"
"09/02/2023 14:00 - 09/02/2023 15:00","Portugal (PT)","6824.10","6907.00"
"09/02/2023 15:00 - 09/02/2023 16:00","Portugal (PT)","6837.40","6973.00"
"09/02/2023 16:00 - 09/02/2023 17:00","Portugal (PT)","6860.60","6990.00"
"09/02/2023 17:00 - 09/02/2023 18:00","Portugal (PT)","6967.00","7084.00"
"09/02/2023 18:00 - 09/02/2023 19:00","Portugal (PT)","7121.40","7357.00"
"09/02/2023 19:00 - 09/02/2023 20:00","Portugal (PT)","7870.40","8027.00"
"09/02/2023 20:00 - 09/02/2023 21:00","Portugal (PT)","8431.90","8517.00"
"09/02/2023 21:00 - 09/02/2023 22:00","Portugal (PT)","8361.70","8423.00"
"09/02/2023 22:00 - 09/02/2023 23:00","Portugal (PT)","7954.20","8012.00"
"09/02/2023 23:00 - 10/02/2023 00:00","Portugal (PT)","7408.50","7595.00"
"10/02/2023 00:00 - 10/02/2023 01:00","Portugal (PT)","6626.30","6319.00"
"10/02/2023 01:00 - 10/02/2023 02:00","Portugal (PT)","5905.90","5741.00"
"10/02/2023 02:00 - 10/02/2023 03:00","Portugal (PT)","5485.60","5238.00"
"10/02/2023 03:00 - 10/02/2023 04:00","Portugal (PT)","5223.90","4968.00"
"10/02/2023 04:00 - 10/02/2023 05:00","Portugal (PT)","5086.50","4863.00"
"10/02/2023 05:00 - 10/02/2023 06:00","Portugal (PT)","5047.40","4860.00"
"10/02/2023 06:00 - 10/02/2023 07:00","Portugal (PT)","5152.80","5062.00"
"10/02/2023 07:00 - 10/02/2023 08:00","Portugal (PT)","5546.90","5636.00"
"10/02/2023 08:00 - 10/02/2023 09:00","Portugal (PT)","6320.70","6475.00"
"10/02/2023 09:00 - 10/02/2023 10:00","Portugal (PT)","7198.90","7218.00"
"10/02/2023 10:00 - 10/02/2023 11:00","Portugal (PT)","7438.50","7392.00"
"10/02/2023 11:00 - 10/02/2023 12:00","Portugal (PT)","7335.00","7291.00"
"10/02/2023 12:00 - 10/02/2023 13:00","Portugal (PT)","7318.40","7207.00"
"10/02/2023 13:00 - 10/02/2023 14:00","Portugal (PT)","7082.20","6978.00"
"10/02/2023 14:00 - 10/02/2023 15:00","Portugal (PT)","6944.70","6937.00"
"10/02/2023 15:00 - 10/02/2023 16:00","Portugal (PT)","7062.50","7017.00"
"10/02/2023 16:00 - 10/02/2023 17:00","Portugal (PT)","7101.50","7038.00"
"10/02/2023 17:00 - 10/02/2023 18:00","Portugal (PT)","7136.00","7145.00"
"10/02/2023 18:00 - 10/02/2023 19:00","Portugal (PT)","7268.30","7458.00"
"10/02/2023 19:00 - 10/02/2023 20:00","Portugal (PT)","7880.60","8046.00"
"10/02/2023 20:00 - 10/02/2023 21:00","Portugal (PT)","8312.90","8290.00"
"10/02/2023 21:00 - 10/02/2023 22:00","Portugal (PT)","8239.40","8089.00"
"10/02/2023 22:00 - 10/02/2023 23:00","Portugal (PT)","7866.40","7619.00"
"10/02/2023 23:00 - 11/02/2023 00:00","Portugal (PT)","7317.30","7210.00"
"11/02/2023 00:00 - 11/02/2023 01:00","Portugal (PT)","6591.30","6662.00"
"11/02/2023 01:00 - 11/02/2023 02:00","Portugal (PT)","5922.40","5749.00"
"11/02/2023 02:00 - 11/02/2023 03:00","Portugal (PT)","5471.30","5317.00"
"11/02/2023 03:00 - 11/02/2023 04:00","Portugal (PT)","5126.60","5047.00"
"11/02/2023 04:00 - 11/02/2023 05:00","Portugal (PT)","4984.40","4893.00"
"11/02/2023 05:00 - 11/02/2023 06:00","Portugal (PT)","4901.50","4819.00"
"11/02/2023 06:00 - 11/02/2023 07:00","Portugal (PT)","4884.60","4859.00"
"11/02/2023 07:00 - 11/02/2023 08:00","Portugal (PT)","4966.20","5047.00"
"11/02/2023 08:00 - 11/02/2023 09:00","Portugal (PT)","5160.10","5303.00"
"11/02/2023 09:00 - 11/02/2023 10:00","Portugal (PT)","5619.70","5737.00"
"11/02/2023 10:00 - 11/02/2023 11:00","Portugal (PT)","5980.30","5984.00"
"11/02/2023 11:00 - 11/02/2023 12:00","Portugal (PT)","6088.30","6028.00"
"11/02/2023 12:00 - 11/02/2023 13:00","Portugal (PT)","6109.10","6030.00"
"11/02/2023 13:00 - 11/02/2023 14:00","Portugal (PT)","6189.30","5956.00"
"11/02/2023 14:00 - 11/02/2023 15:00","Portugal (PT)","6024.00","5698.00"
"11/02/2023 15:00 - 11/02/2023 16:00","Portugal (PT)","5952.60","5554.00"
"11/02/2023 16:00 - 11/02/2023 17:00","Portugal (PT)","5929.50","5504.00"
"11/02/2023 17:00 - 11/02/2023 18:00","Portugal (PT)","6105.40","5627.00"
"11/02/2023 18:00 - 11/02/2023 19:00","Portugal (PT)","6445.90","6181.00"
"11/02/2023 19:00 - 11/02/2023 20:00","Portugal (PT)","7197.40","6964.00"
"11/02/2023 20:00 - 11/02/2023 21:00","Portugal (PT)","7619.00","7320.00"
"11/02/2023 21:00 - 11/02/2023 22:00","Portugal (PT)","7593.10","7206.00"
"11/02/2023 22:00 - 11/02/2023 23:00","Portugal (PT)","7161.00","6785.00"
"11/02/2023 23:00 - 12/02/2023 00:00","Portugal (PT)","6619.10","6470.00"
"12/02/2023 00:00 - 12/02/2023 01:00","Portugal (PT)","6025.40","5707.00"
"12/02/2023 01:00 - 12/02/2023 02:00","Portugal (PT)","5465.90","5399.00"
"12/02/2023 02:00 - 12/02/2023 03:00","Portugal (PT)","5035.20","5001.00"
"12/02/2023 03:00 - 12/02/2023 04:00","Portugal (PT)","4758.00","4737.00"
"12/02/2023 04:00 - 12/02/2023 05:00","Portugal (PT)","4585.50","4593.00"
"12/02/2023 05:00 - 12/02/2023 06:00","Portugal (PT)","4507.50","4528.00"
"12/02/2023 06:00 - 12/02/2023 07:00","Portugal (PT)","4526.90","4577.00"
"12/02/2023 07:00 - 12/02/2023 08:00","Portugal (PT)","4561.90","4712.00"
"12/02/2023 08:00 - 12/02/2023 09:00","Portugal (PT)","4599.00","4829.00"
"12/02/2023 09:00 - 12/02/2023 10:00","Portugal (PT)","4841.30","5249.00"
"12/02/2023 10:00 - 12/02/2023 11:00","Portugal (PT)","5344.10","5674.00"
"12/02/2023 11:00 - 12/02/2023 12:00","Portugal (PT)","5708.40","5886.00"
"12/02/2023 12:00 - 12/02/2023 13:00","Portugal (PT)","5946.70","6012.00"
"12/02/2023 13:00 - 12/02/2023 14:00","Portugal (PT)","6127.90","5971.00"
"12/02/2023 14:00 - 12/02/2023 15:00","Portugal (PT)","5895.40","5654.00"
"12/02/2023 15:00 - 12/02/2023 16:00","Portugal (PT)","5728.80","5449.00"
"12/02/2023 16:00 - 12/02/2023 17:00","Portugal (PT)","5773.20","5380.00"
"12/02/2023 17:00 - 12/02/2023 18:00","Portugal (PT)","5856.50","5506.00"
"12/02/2023 18:00 - 12/02/2023 19:00","Portugal (PT)","6150.90","6086.00"
"12/02/2023 19:00 - 12/02/2023 20:00","Portugal (PT)","6837.30","6869.00"
"12/02/2023 20:00 - 12/02/2023 21:00","Portugal (PT)","7252.70","7222.00"
"12/02/2023 21:00 - 12/02/2023 22:00","Portugal (PT)","7343.00","7227.00"
"12/02/2023 22:00 - 12/02/2023 23:00","Portugal (PT)","7038.30","6849.00"
"12/02/2023 23:00 - 13/02/2023 00:00","Portugal (PT)","6456.80","6470.00"
"13/02/2023 00:00 - 13/02/2023 01:00","Portugal (PT)","5795.60","5715.00"
"13/02/2023 01:00 - 13/02/2023 02:00","Portugal (PT)","5258.30","5225.00"
"13/02/2023 02:00 - 13/02/2023 03:00","Portugal (PT)","4909.00","4897.00"
"13/02/2023 03:00 - 13/02/2023 04:00","Portugal (PT)","4721.70","4711.00"
"13/02/2023 04:00 - 13/02/2023 05:00","Portugal (PT)","4622.60","4620.00"
"13/02/2023 05:00 - 13/02/2023 06:00","Portugal (PT)","4612.60","4645.00"
"13/02/2023 06:00 - 13/02/2023 07:00","Portugal (PT)","4756.70","4884.00"
"13/02/2023 07:00 - 13/02/2023 08:00","Portugal (PT)","5216.20","5550.00"
"13/02/2023 08:00 - 13/02/2023 09:00","Portugal (PT)","6032.50","6466.00"
"13/02/2023 09:00 - 13/02/2023 10:00","Portugal (PT)","6960.50","7312.00"
"13/02/2023 10:00 - 13/02/2023 11:00","Portugal (PT)","7332.10","7563.00"
"13/02/2023 11:00 - 13/02/2023 12:00","Portugal (PT)","7281.40","7491.00"
"13/02/2023 12:00 - 13/02/2023 13:00","Portugal (PT)","7285.40","7418.00"
"13/02/2023 13:00 - 13/02/2023 14:00","Portugal (PT)","7085.30","7137.00"
"13/02/2023 14:00 - 13/02/2023 15:00","Portugal (PT)","6926.90","6875.00"
"13/02/2023 15:00 - 13/02/2023 16:00","Portugal (PT)","7015.30","6838.00"
"13/02/2023 16:00 - 13/02/2023 17:00","Portugal (PT)","6965.50","6865.00"
"13/02/2023 17:00 - 13/02/2023 18:00","Portugal (PT)","6993.80","6997.00"
"13/02/2023 18:00 - 13/02/2023 19:00","Portugal (PT)","7061.40","7407.00"
"13/02/2023 19:00 - 13/02/2023 20:00","Portugal (PT)","7685.30","8137.00"
"13/02/2023 20:00 - 13/02/2023 21:00","Portugal (PT)","8215.50","8539.00"
"13/02/2023 21:00 - 13/02/2023 22:00","Portugal (PT)","8153.00","8369.00"
"13/02/2023 22:00 - 13/02/2023 23:00","Portugal (PT)","7693.90","7878.00"
"13/02/2023 23:00 - 14/02/2023 00:00","Portugal (PT)","7094.50","7409.00"
"14/02/2023 00:00 - 14/02/2023 01:00","Portugal (PT)","6288.20","6481.00"
"14/02/2023 01:00 - 14/02/2023 02:00","Portugal (PT)","5640.10","5730.00"
"14/02/2023 02:00 - 14/02/2023 03:00","Portugal (PT)","5248.70","5336.00"
"14/02/2023 03:00 - 14/02/2023 04:00","Portugal (PT)","5000.00","5125.00"
"14/02/2023 04:00 - 14/02/2023 05:00","Portugal (PT)","4884.10","5039.00"
"14/02/2023 05:00 - 14/02/2023 06:00","Portugal (PT)","4847.70","5058.00"
"14/02/2023 06:00 - 14/02/2023 07:00","Portugal (PT)","4972.40","5253.00"
"14/02/2023 07:00 - 14/02/2023 08:00","Portugal (PT)","5438.00","5872.00"
"14/02/2023 08:00 - 14/02/2023 09:00","Portugal (PT)","6194.80","6756.00"
"14/02/2023 09:00 - 14/02/2023 10:00","Portugal (PT)","7039.20","7505.00"
"14/02/2023 10:00 - 14/02/2023 11:00","Portugal (PT)","7312.50","7621.00"
"14/02/2023 11:00 - 14/02/2023 12:00","Portugal (PT)","7201.90","7490.00"
"14/02/2023 12:00 - 14/02/2023 13:00","Portugal (PT)","7165.10","7362.00"
"14/02/2023 13:00 - 14/02/2023 14:00","Portugal (PT)","6931.20","7110.00"
"14/02/2023 14:00 - 14/02/2023 15:00","Portugal (PT)","6795.70","7045.00"
"14/02/2023 15:00 - 14/02/2023 16:00","Portugal (PT)","6965.70","7091.00"
"14/02/2023 16:00 - 14/02/2023 17:00","Portugal (PT)","7021.60","7089.00"
"14/02/2023 17:00 - 14/02/2023 18:00","Portugal (PT)","7076.90","7185.00"
"14/02/2023 18:00 - 14/02/2023 19:00","Portugal (PT)","7173.50","7523.00"
"14/02/2023 19:00 - 14/02/2023 20:00","Portugal (PT)","7683.30","8275.00"
"14/02/2023 20:00 - 14/02/2023 21:00","Portugal (PT)","8159.70","8674.00"
"14/02/2023 21:00 - 14/02/2023 22:00","Portugal (PT)","7961.70","8511.00"
"14/02/2023 22:00 - 14/02/2023 23:00","Portugal (PT)","7495.70","8011.00"
"14/02/2023 23:00 - 15/02/2023 00:00","Portugal (PT)","6978.60","7478.00"
"15/02/2023 00:00 - 15/02/2023 01:00","Portugal (PT)","6224.30","6397.00"
"15/02/2023 01:00 - 15/02/2023 02:00","Portugal (PT)","5583.40","5818.00"
"15/02/2023 02:00 - 15/02/2023 03:00","Portugal (PT)","5214.00","5440.00"
"15/02/2023 03:00 - 15/02/2023 04:00","Portugal (PT)","4980.20","5217.00"
"15/02/2023 04:00 - 15/02/2023 05:00","Portugal (PT)","4877.60","5108.00"
"15/02/2023 05:00 - 15/02/2023 06:00","Portugal (PT)","4844.20","5097.00"
"15/02/2023 06:00 - 15/02/2023 07:00","Portugal (PT)","4959.00","5223.00"
"15/02/2023 07:00 - 15/02/2023 08:00","Portugal (PT)","5412.60","5714.00"
"15/02/2023 08:00 - 15/02/2023 09:00","Portugal (PT)","6132.20","6521.00"
"15/02/2023 09:00 - 15/02/2023 10:00","Portugal (PT)","6961.50","7209.00"
"15/02/2023 10:00 - 15/02/2023 11:00","Portugal (PT)","7179.90","7344.00"
"15/02/2023 11:00 - 15/02/2023 12:00","Portugal (PT)","7122.00","7255.00"
"15/02/2023 12:00 - 15/02/2023 13:00","Portugal (PT)","7068.20","7204.00"
"15/02/2023 13:00 - 15/02/2023 14:00","Portugal (PT)","6784.40","6952.00"
