"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"06/12/2023 06:00 - 06/12/2023 07:00","Portugal (PT)","5232.60","5200.00"
"06/12/2023 07:00 - 06/12/2023 08:00","Portugal (PT)","5712.20","5697.00"
"06/12/2023 08:00 - 06/12/2023 09:00","Portugal (PT)","6579.40","6430.00"
"06/12/2023 09:00 - 06/12/2023 10:00","Portugal (PT)","7463.10","7300.00"
"06/12/2023 10:00 - 06/12/2023 11:00","Portugal (PT)","7762.10","7647.00"
"06/12/2023 11:00 - 06/12/2023 12:00","Portugal (PT)","7951.80","7644.00"
"06/12/2023 12:00 - 06/12/2023 13:00","Portugal (PT)","8063.10","7645.00"
"06/12/2023 13:00 - 06/12/2023 14:00","Portugal (PT)","7907.50","7507.00"
"06/12/2023 14:00 - 06/12/2023 15:00","Portugal (PT)","7718.80","7449.00"
"06/12/2023 15:00 - 06/12/2023 16:00","Portugal (PT)","7801.10","7581.00"
"06/12/2023 16:00 - 06/12/2023 17:00","Portugal (PT)","7773.40","7611.00"
"06/12/2023 17:00 - 06/12/2023 18:00","Portugal (PT)","8010.20","7718.00"
"06/12/2023 18:00 - 06/12/2023 19:00","Portugal (PT)","8387.50","8107.00"
"06/12/2023 19:00 - 06/12/2023 20:00","Portugal (PT)","8635.90","8354.00"
"06/12/2023 20:00 - 06/12/2023 21:00","Portugal (PT)","8886.30","8537.00"
"06/12/2023 21:00 - 06/12/2023 22:00","Portugal (PT)","8732.20","8413.00"
"06/12/2023 22:00 - 06/12/2023 23:00","Portugal (PT)","8251.00","7964.00"
"06/12/2023 23:00 - 07/12/2023 00:00","Portugal (PT)","7524.90","7347.00"
"07/12/2023 00:00 - 07/12/2023 01:00","Portugal (PT)","6681.00","6352.00"
"07/12/2023 01:00 - 07/12/2023 02:00","Portugal (PT)","5971.60","5915.00"
"07/12/2023 02:00 - 07/12/2023 03:00","Portugal (PT)","5586.70","5539.00"
"07/12/2023 03:00 - 07/12/2023 04:00","Portugal (PT)","5350.90","5262.00"
"07/12/2023 04:00 - 07/12/2023 05:00","Portugal (PT)","5218.90","5149.00"
"07/12/2023 05:00 - 07/12/2023 06:00","Portugal (PT)","5191.30","5130.00"
"07/12/2023 06:00 - 07/12/2023 07:00","Portugal (PT)","5288.20","5224.00"
"07/12/2023 07:00 - 07/12/2023 08:00","Portugal (PT)","5780.80","5663.00"
"07/12/2023 08:00 - 07/12/2023 09:00","Portugal (PT)","6608.70","6345.00"
"07/12/2023 09:00 - 07/12/2023 10:00","Portugal (PT)","7540.30","7321.00"
"07/12/2023 10:00 - 07/12/2023 11:00","Portugal (PT)","8040.20","7687.00"
"07/12/2023 11:00 - 07/12/2023 12:00","Portugal (PT)","8109.50","7850.00"
"07/12/2023 12:00 - 07/12/2023 13:00","Portugal (PT)","8249.20","8076.00"
"07/12/2023 13:00 - 07/12/2023 14:00","Portugal (PT)","8137.10","8018.00"
"07/12/2023 14:00 - 07/12/2023 15:00","Portugal (PT)","8104.00","7984.00"
"07/12/2023 15:00 - 07/12/2023 16:00","Portugal (PT)","8262.90","8138.00"
"07/12/2023 16:00 - 07/12/2023 17:00","Portugal (PT)","8191.80","8128.00"
"07/12/2023 17:00 - 07/12/2023 18:00","Portugal (PT)","8248.80","8140.00"
"07/12/2023 18:00 - 07/12/2023 19:00","Portugal (PT)","8333.20","8305.00"
"07/12/2023 19:00 - 07/12/2023 20:00","Portugal (PT)","8465.00","8417.00"
"07/12/2023 20:00 - 07/12/2023 21:00","Portugal (PT)","8563.40","8500.00"
"07/12/2023 21:00 - 07/12/2023 22:00","Portugal (PT)","8348.20","8303.00"
"07/12/2023 22:00 - 07/12/2023 23:00","Portugal (PT)","7913.20","7825.00"
"07/12/2023 23:00 - 08/12/2023 00:00","Portugal (PT)","7297.40","7209.00"
"08/12/2023 00:00 - 08/12/2023 01:00","Portugal (PT)","6574.70","6429.00"
"08/12/2023 01:00 - 08/12/2023 02:00","Portugal (PT)","5915.40","5594.00"
"08/12/2023 02:00 - 08/12/2023 03:00","Portugal (PT)","5378.50","5192.00"
"08/12/2023 03:00 - 08/12/2023 04:00","Portugal (PT)","5101.20","4897.00"
"08/12/2023 04:00 - 08/12/2023 05:00","Portugal (PT)","4969.30","4744.00"
"08/12/2023 05:00 - 08/12/2023 06:00","Portugal (PT)","4862.90","4667.00"
"08/12/2023 06:00 - 08/12/2023 07:00","Portugal (PT)","4865.00","4632.00"
"08/12/2023 07:00 - 08/12/2023 08:00","Portugal (PT)","4940.30","4800.00"
"08/12/2023 08:00 - 08/12/2023 09:00","Portugal (PT)","5033.40","5067.00"
"08/12/2023 09:00 - 08/12/2023 10:00","Portugal (PT)","5302.50","5442.00"
"08/12/2023 10:00 - 08/12/2023 11:00","Portugal (PT)","5689.00","5831.00"
"08/12/2023 11:00 - 08/12/2023 12:00","Portugal (PT)","5830.00","5954.00"
"08/12/2023 12:00 - 08/12/2023 13:00","Portugal (PT)","5988.50","6142.00"
"08/12/2023 13:00 - 08/12/2023 14:00","Portugal (PT)","6178.20","6277.00"
"08/12/2023 14:00 - 08/12/2023 15:00","Portugal (PT)","6074.30","6225.00"
"08/12/2023 15:00 - 08/12/2023 16:00","Portugal (PT)","6025.40","6191.00"
"08/12/2023 16:00 - 08/12/2023 17:00","Portugal (PT)","6029.80","6153.00"
"08/12/2023 17:00 - 08/12/2023 18:00","Portugal (PT)","6241.70","6231.00"
"08/12/2023 18:00 - 08/12/2023 19:00","Portugal (PT)","6832.00","6687.00"
"08/12/2023 19:00 - 08/12/2023 20:00","Portugal (PT)","7156.60","7057.00"
"08/12/2023 20:00 - 08/12/2023 21:00","Portugal (PT)","7342.90","7246.00"
"08/12/2023 21:00 - 08/12/2023 22:00","Portugal (PT)","7233.00","7132.00"
"08/12/2023 22:00 - 08/12/2023 23:00","Portugal (PT)","6862.10","6772.00"
"08/12/2023 23:00 - 09/12/2023 00:00","Portugal (PT)","6443.10","6300.00"
"09/12/2023 00:00 - 09/12/2023 01:00","Portugal (PT)","5881.40","5900.00"
"09/12/2023 01:00 - 09/12/2023 02:00","Portugal (PT)","5384.30","5683.00"
"09/12/2023 02:00 - 09/12/2023 03:00","Portugal (PT)","5001.00","5270.00"
"09/12/2023 03:00 - 09/12/2023 04:00","Portugal (PT)","4728.80","5040.00"
"09/12/2023 04:00 - 09/12/2023 05:00","Portugal (PT)","4573.10","4918.00"
"09/12/2023 05:00 - 09/12/2023 06:00","Portugal (PT)","4516.20","4833.00"
"09/12/2023 06:00 - 09/12/2023 07:00","Portugal (PT)","4566.80","4868.00"
"09/12/2023 07:00 - 09/12/2023 08:00","Portugal (PT)","4701.30","5037.00"
"09/12/2023 08:00 - 09/12/2023 09:00","Portugal (PT)","4859.50","5317.00"
"09/12/2023 09:00 - 09/12/2023 10:00","Portugal (PT)","5334.80","5759.00"
"09/12/2023 10:00 - 09/12/2023 11:00","Portugal (PT)","5730.20","6225.00"
"09/12/2023 11:00 - 09/12/2023 12:00","Portugal (PT)","6028.20","6460.00"
"09/12/2023 12:00 - 09/12/2023 13:00","Portugal (PT)","6210.80","6631.00"
"09/12/2023 13:00 - 09/12/2023 14:00","Portugal (PT)","6358.60","6669.00"
"09/12/2023 14:00 - 09/12/2023 15:00","Portugal (PT)","6237.20","6574.00"
"09/12/2023 15:00 - 09/12/2023 16:00","Portugal (PT)","6150.80","6481.00"
"09/12/2023 16:00 - 09/12/2023 17:00","Portugal (PT)","6113.40","6377.00"
"09/12/2023 17:00 - 09/12/2023 18:00","Portugal (PT)","6262.40","6443.00"
"09/12/2023 18:00 - 09/12/2023 19:00","Portugal (PT)","6767.50","6944.00"
"09/12/2023 19:00 - 09/12/2023 20:00","Portugal (PT)","7104.40","7280.00"
"09/12/2023 20:00 - 09/12/2023 21:00","Portugal (PT)","7256.20","7317.00"
"09/12/2023 21:00 - 09/12/2023 22:00","Portugal (PT)","7092.20","7132.00"
"09/12/2023 22:00 - 09/12/2023 23:00","Portugal (PT)","6631.80","6699.00"
"09/12/2023 23:00 - 10/12/2023 00:00","Portugal (PT)","6203.80","6273.00"
"10/12/2023 00:00 - 10/12/2023 01:00","Portugal (PT)","5673.80","5769.00"
"10/12/2023 01:00 - 10/12/2023 02:00","Portugal (PT)","5195.90","5327.00"
"10/12/2023 02:00 - 10/12/2023 03:00","Portugal (PT)","4805.10","4986.00"
"10/12/2023 03:00 - 10/12/2023 04:00","Portugal (PT)","4534.40","4743.00"
"10/12/2023 04:00 - 10/12/2023 05:00","Portugal (PT)","4334.80","4640.00"
"10/12/2023 05:00 - 10/12/2023 06:00","Portugal (PT)","4310.30","4593.00"
"10/12/2023 06:00 - 10/12/2023 07:00","Portugal (PT)","4341.80","4577.00"
"10/12/2023 07:00 - 10/12/2023 08:00","Portugal (PT)","4436.80","4627.00"
"10/12/2023 08:00 - 10/12/2023 09:00","Portugal (PT)","4463.00","4610.00"
"10/12/2023 09:00 - 10/12/2023 10:00","Portugal (PT)","4731.20","4926.00"
"10/12/2023 10:00 - 10/12/2023 11:00","Portugal (PT)","5135.00","5363.00"
"10/12/2023 11:00 - 10/12/2023 12:00","Portugal (PT)","5575.50","5790.00"
"10/12/2023 12:00 - 10/12/2023 13:00","Portugal (PT)","5915.30","6153.00"
"10/12/2023 13:00 - 10/12/2023 14:00","Portugal (PT)","6132.00","6352.00"
"10/12/2023 14:00 - 10/12/2023 15:00","Portugal (PT)","5959.60","6139.00"
"10/12/2023 15:00 - 10/12/2023 16:00","Portugal (PT)","5764.40","5922.00"
"10/12/2023 16:00 - 10/12/2023 17:00","Portugal (PT)","5679.70","5838.00"
"10/12/2023 17:00 - 10/12/2023 18:00","Portugal (PT)","5867.00","5937.00"
"10/12/2023 18:00 - 10/12/2023 19:00","Portugal (PT)","6418.10","6550.00"
"10/12/2023 19:00 - 10/12/2023 20:00","Portugal (PT)","6755.10","6894.00"
"10/12/2023 20:00 - 10/12/2023 21:00","Portugal (PT)","6929.50","7039.00"
"10/12/2023 21:00 - 10/12/2023 22:00","Portugal (PT)","6857.00","7016.00"
"10/12/2023 22:00 - 10/12/2023 23:00","Portugal (PT)","6491.90","6672.00"
"10/12/2023 23:00 - 11/12/2023 00:00","Portugal (PT)","5990.90","6158.00"
"11/12/2023 00:00 - 11/12/2023 01:00","Portugal (PT)","5425.90","5654.00"
"11/12/2023 01:00 - 11/12/2023 02:00","Portugal (PT)","5002.30","5280.00"
"11/12/2023 02:00 - 11/12/2023 03:00","Portugal (PT)","4650.80","4889.00"
"11/12/2023 03:00 - 11/12/2023 04:00","Portugal (PT)","4492.90","4697.00"
"11/12/2023 04:00 - 11/12/2023 05:00","Portugal (PT)","4431.50","4608.00"
"11/12/2023 05:00 - 11/12/2023 06:00","Portugal (PT)","4427.90","4627.00"
"11/12/2023 06:00 - 11/12/2023 07:00","Portugal (PT)","4572.00","4771.00"
"11/12/2023 07:00 - 11/12/2023 08:00","Portugal (PT)","5111.80","5270.00"
"11/12/2023 08:00 - 11/12/2023 09:00","Portugal (PT)","5900.70","6023.00"
"11/12/2023 09:00 - 11/12/2023 10:00","Portugal (PT)","6690.50","6867.00"
"11/12/2023 10:00 - 11/12/2023 11:00","Portugal (PT)","6955.30","7282.00"
"11/12/2023 11:00 - 11/12/2023 12:00","Portugal (PT)","6886.90","7319.00"
"11/12/2023 12:00 - 11/12/2023 13:00","Portugal (PT)","6967.00","7394.00"
"11/12/2023 13:00 - 11/12/2023 14:00","Portugal (PT)","6854.30","7246.00"
"11/12/2023 14:00 - 11/12/2023 15:00","Portugal (PT)","6836.90","7154.00"
"11/12/2023 15:00 - 11/12/2023 16:00","Portugal (PT)","7115.00","7289.00"
"11/12/2023 16:00 - 11/12/2023 17:00","Portugal (PT)","7197.00","7312.00"
"11/12/2023 17:00 - 11/12/2023 18:00","Portugal (PT)","7415.30","7376.00"
"11/12/2023 18:00 - 11/12/2023 19:00","Portugal (PT)","7664.50","7844.00"
"11/12/2023 19:00 - 11/12/2023 20:00","Portugal (PT)","7893.10","8180.00"
"11/12/2023 20:00 - 11/12/2023 21:00","Portugal (PT)","8101.10","8348.00"
"11/12/2023 21:00 - 11/12/2023 22:00","Portugal (PT)","7948.90","8181.00"
"11/12/2023 22:00 - 11/12/2023 23:00","Portugal (PT)","7484.50","7714.00"
"11/12/2023 23:00 - 12/12/2023 00:00","Portugal (PT)","6878.50","6998.00"
"12/12/2023 00:00 - 12/12/2023 01:00","Portugal (PT)","6184.10","6166.00"
"12/12/2023 01:00 - 12/12/2023 02:00","Portugal (PT)","5584.00","5585.00"
"12/12/2023 02:00 - 12/12/2023 03:00","Portugal (PT)","5221.00","5191.00"
"12/12/2023 03:00 - 12/12/2023 04:00","Portugal (PT)","4986.80","4983.00"
"12/12/2023 04:00 - 12/12/2023 05:00","Portugal (PT)","4857.20","4897.00"
"12/12/2023 05:00 - 12/12/2023 06:00","Portugal (PT)","4842.30","4831.00"
"12/12/2023 06:00 - 12/12/2023 07:00","Portugal (PT)","4983.20","4948.00"
"12/12/2023 07:00 - 12/12/2023 08:00","Portugal (PT)","5373.00","5414.00"
"12/12/2023 08:00 - 12/12/2023 09:00","Portugal (PT)","6172.60","6132.00"
"12/12/2023 09:00 - 12/12/2023 10:00","Portugal (PT)","6948.30","7042.00"
"12/12/2023 10:00 - 12/12/2023 11:00","Portugal (PT)","7336.10","7370.00"
"12/12/2023 11:00 - 12/12/2023 12:00","Portugal (PT)","7333.60","7397.00"
"12/12/2023 12:00 - 12/12/2023 13:00","Portugal (PT)","7421.30","7502.00"
"12/12/2023 13:00 - 12/12/2023 14:00","Portugal (PT)","7315.10","7341.00"
"12/12/2023 14:00 - 12/12/2023 15:00","Portugal (PT)","7238.60","7288.00"
"12/12/2023 15:00 - 12/12/2023 16:00","Portugal (PT)","7425.10","7533.00"
"12/12/2023 16:00 - 12/12/2023 17:00","Portugal (PT)","7459.40","7491.00"
"12/12/2023 17:00 - 12/12/2023 18:00","Portugal (PT)","7556.00","7557.00"
"12/12/2023 18:00 - 12/12/2023 19:00","Portugal (PT)","7738.20","7820.00"
"12/12/2023 19:00 - 12/12/2023 20:00","Portugal (PT)","7979.70","8067.00"
"12/12/2023 20:00 - 12/12/2023 21:00","Portugal (PT)","8236.10","8210.00"
"12/12/2023 21:00 - 12/12/2023 22:00","Portugal (PT)","8029.80","7996.00"
"12/12/2023 22:00 - 12/12/2023 23:00","Portugal (PT)","7527.10","7501.00"
"12/12/2023 23:00 - 13/12/2023 00:00","Portugal (PT)","6960.50","6868.00"
"13/12/2023 00:00 - 13/12/2023 01:00","Portugal (PT)","6193.10","6228.00"
"13/12/2023 01:00 - 13/12/2023 02:00","Portugal (PT)","5592.20","5746.00"
"13/12/2023 02:00 - 13/12/2023 03:00","Portugal (PT)","5235.70","5414.00"
"13/12/2023 03:00 - 13/12/2023 04:00","Portugal (PT)","4998.60","5163.00"
"13/12/2023 04:00 - 13/12/2023 05:00","Portugal (PT)","4878.80","5030.00"
"13/12/2023 05:00 - 13/12/2023 06:00","Portugal (PT)","4862.80","4984.00"
"13/12/2023 06:00 - 13/12/2023 07:00","Portugal (PT)","4970.60","5071.00"
"13/12/2023 07:00 - 13/12/2023 08:00","Portugal (PT)","5430.50","5538.00"
"13/12/2023 08:00 - 13/12/2023 09:00","Portugal (PT)","6231.40","6238.00"
"13/12/2023 09:00 - 13/12/2023 10:00","Portugal (PT)","7090.50","7033.00"
"13/12/2023 10:00 - 13/12/2023 11:00","Portugal (PT)","7285.20","7358.00"
"13/12/2023 11:00 - 13/12/2023 12:00","Portugal (PT)","7168.30","7322.00"
"13/12/2023 12:00 - 13/12/2023 13:00","Portugal (PT)","7137.30","7347.00"
"13/12/2023 13:00 - 13/12/2023 14:00","Portugal (PT)","6882.40","7212.00"
"13/12/2023 14:00 - 13/12/2023 15:00","Portugal (PT)","6828.40","7157.00"
"13/12/2023 15:00 - 13/12/2023 16:00","Portugal (PT)","7073.20","7345.00"
"13/12/2023 16:00 - 13/12/2023 17:00","Portugal (PT)","7156.40","7415.00"
"13/12/2023 17:00 - 13/12/2023 18:00","Portugal (PT)","7374.90","7530.00"
"13/12/2023 18:00 - 13/12/2023 19:00","Portugal (PT)","7767.30","7907.00"
"13/12/2023 19:00 - 13/12/2023 20:00","Portugal (PT)","8025.50","8166.00"
"13/12/2023 20:00 - 13/12/2023 21:00","Portugal (PT)","8249.90","8320.00"
"13/12/2023 21:00 - 13/12/2023 22:00","Portugal (PT)","8166.80","8164.00"
"13/12/2023 22:00 - 13/12/2023 23:00","Portugal (PT)","7739.50","7679.00"
"13/12/2023 23:00 - 14/12/2023 00:00","Portugal (PT)","7056.90","7104.00"
"14/12/2023 00:00 - 14/12/2023 01:00","Portugal (PT)","6324.30","6072.00"
"14/12/2023 01:00 - 14/12/2023 02:00","Portugal (PT)","5682.80","5743.00"
"14/12/2023 02:00 - 14/12/2023 03:00","Portugal (PT)","5277.50","5390.00"
"14/12/2023 03:00 - 14/12/2023 04:00","Portugal (PT)","5032.40","5149.00"
"14/12/2023 04:00 - 14/12/2023 05:00","Portugal (PT)","4902.50","5044.00"
"14/12/2023 05:00 - 14/12/2023 06:00","Portugal (PT)","4861.10","5013.00"
"14/12/2023 06:00 - 14/12/2023 07:00","Portugal (PT)","4989.90","5138.00"
"14/12/2023 07:00 - 14/12/2023 08:00","Portugal (PT)","5483.20","5589.00"
"14/12/2023 08:00 - 14/12/2023 09:00","Portugal (PT)","6342.90","6288.00"
"14/12/2023 09:00 - 14/12/2023 10:00","Portugal (PT)","7204.80","7078.00"
"14/12/2023 10:00 - 14/12/2023 11:00","Portugal (PT)","7404.50","7383.00"
"14/12/2023 11:00 - 14/12/2023 12:00","Portugal (PT)","7233.00","7298.00"
"14/12/2023 12:00 - 14/12/2023 13:00","Portugal (PT)","7188.80","7198.00"
"14/12/2023 13:00 - 14/12/2023 14:00","Portugal (PT)","6868.00","7013.00"
"14/12/2023 14:00 - 14/12/2023 15:00","Portugal (PT)","6786.50","6916.00"
"14/12/2023 15:00 - 14/12/2023 16:00","Portugal (PT)","6952.20","7078.00"
"14/12/2023 16:00 - 14/12/2023 17:00","Portugal (PT)","7024.70","7176.00"
"14/12/2023 17:00 - 14/12/2023 18:00","Portugal (PT)","7270.70","7353.00"
"14/12/2023 18:00 - 14/12/2023 19:00","Portugal (PT)","7796.70","7859.00"
"14/12/2023 19:00 - 14/12/2023 20:00","Portugal (PT)","8170.00","8199.00"
"14/12/2023 20:00 - 14/12/2023 21:00","Portugal (PT)","8387.70","8387.00"
"14/12/2023 21:00 - 14/12/2023 22:00","Portugal (PT)","8286.30","8208.00"
"14/12/2023 22:00 - 14/12/2023 23:00","Portugal (PT)","7823.80","7732.00"
"14/12/2023 23:00 - 15/12/2023 00:00","Portugal (PT)","7262.70","7144.00"
"15/12/2023 00:00 - 15/12/2023 01:00","Portugal (PT)","6444.70","6339.00"
"15/12/2023 01:00 - 15/12/2023 02:00","Portugal (PT)","5771.90","5769.00"
"15/12/2023 02:00 - 15/12/2023 03:00","Portugal (PT)","5317.80","5425.00"
"15/12/2023 03:00 - 15/12/2023 04:00","Portugal (PT)","5085.50","5188.00"
"15/12/2023 04:00 - 15/12/2023 05:00","Portugal (PT)","4963.90","5082.00"
"15/12/2023 05:00 - 15/12/2023 06:00","Portugal (PT)","4938.20","5055.00"
"15/12/2023 06:00 - 15/12/2023 07:00","Portugal (PT)","5075.50","5159.00"
"15/12/2023 07:00 - 15/12/2023 08:00","Portugal (PT)","5609.00","5620.00"
"15/12/2023 08:00 - 15/12/2023 09:00","Portugal (PT)","6441.30","6341.00"
"15/12/2023 09:00 - 15/12/2023 10:00","Portugal (PT)","7212.80","7209.00"
"15/12/2023 10:00 - 15/12/2023 11:00","Portugal (PT)","7374.80","7457.00"
"15/12/2023 11:00 - 15/12/2023 12:00","Portugal (PT)","7197.60","7367.00"
"15/12/2023 12:00 - 15/12/2023 13:00","Portugal (PT)","7112.90","7237.00"
"15/12/2023 13:00 - 15/12/2023 14:00","Portugal (PT)","6900.10","6999.00"
"15/12/2023 14:00 - 15/12/2023 15:00","Portugal (PT)","6749.80","6889.00"
"15/12/2023 15:00 - 15/12/2023 16:00","Portugal (PT)","6998.90","7036.00"
"15/12/2023 16:00 - 15/12/2023 17:00","Portugal (PT)","7085.30","7107.00"
"15/12/2023 17:00 - 15/12/2023 18:00","Portugal (PT)","7340.10","7285.00"
"15/12/2023 18:00 - 15/12/2023 19:00","Portugal (PT)","7753.30","7707.00"
"15/12/2023 19:00 - 15/12/2023 20:00","Portugal (PT)","8078.00","7992.00"
"15/12/2023 20:00 - 15/12/2023 21:00","Portugal (PT)","8217.10","8187.00"
"15/12/2023 21:00 - 15/12/2023 22:00","Portugal (PT)","7992.20","8015.00"
"15/12/2023 22:00 - 15/12/2023 23:00","Portugal (PT)","7613.70","7610.00"
"15/12/2023 23:00 - 16/12/2023 00:00","Portugal (PT)","7013.40","7031.00"
"16/12/2023 00:00 - 16/12/2023 01:00","Portugal (PT)","6314.90","6297.00"
"16/12/2023 01:00 - 16/12/2023 02:00","Portugal (PT)","5739.60","5749.00"
"16/12/2023 02:00 - 16/12/2023 03:00","Portugal (PT)","5319.90","5281.00"
"16/12/2023 03:00 - 16/12/2023 04:00","Portugal (PT)","5019.40","4969.00"
"16/12/2023 04:00 - 16/12/2023 05:00","Portugal (PT)","4845.20","4808.00"
"16/12/2023 05:00 - 16/12/2023 06:00","Portugal (PT)","4743.40","4744.00"
"16/12/2023 06:00 - 16/12/2023 07:00","Portugal (PT)","4757.90","4790.00"
"16/12/2023 07:00 - 16/12/2023 08:00","Portugal (PT)","4901.10","4972.00"
"16/12/2023 08:00 - 16/12/2023 09:00","Portugal (PT)","5170.30","5268.00"
"16/12/2023 09:00 - 16/12/2023 10:00","Portugal (PT)","5647.00","5688.00"
"16/12/2023 10:00 - 16/12/2023 11:00","Portugal (PT)","5936.30","5997.00"
"16/12/2023 11:00 - 16/12/2023 12:00","Portugal (PT)","5917.30","6061.00"
"16/12/2023 12:00 - 16/12/2023 13:00","Portugal (PT)","5938.50","6073.00"
"16/12/2023 13:00 - 16/12/2023 14:00","Portugal (PT)","5979.10","6039.00"
"16/12/2023 14:00 - 16/12/2023 15:00","Portugal (PT)","5839.70","5917.00"
"16/12/2023 15:00 - 16/12/2023 16:00","Portugal (PT)","5758.80","5818.00"
"16/12/2023 16:00 - 16/12/2023 17:00","Portugal (PT)","5804.40","5864.00"
"16/12/2023 17:00 - 16/12/2023 18:00","Portugal (PT)","6003.70","6045.00"
"16/12/2023 18:00 - 16/12/2023 19:00","Portugal (PT)","6659.70","6776.00"
"16/12/2023 19:00 - 16/12/2023 20:00","Portugal (PT)","7272.70","7305.00"
"16/12/2023 20:00 - 16/12/2023 21:00","Portugal (PT)","7426.50","7458.00"
"16/12/2023 21:00 - 16/12/2023 22:00","Portugal (PT)","7318.40","7333.00"
"16/12/2023 22:00 - 16/12/2023 23:00","Portugal (PT)","6922.40","6893.00"
"16/12/2023 23:00 - 17/12/2023 00:00","Portugal (PT)","6491.80","6479.00"
"17/12/2023 00:00 - 17/12/2023 01:00","Portugal (PT)","5893.40","5925.00"
"17/12/2023 01:00 - 17/12/2023 02:00","Portugal (PT)","5376.90","5403.00"
"17/12/2023 02:00 - 17/12/2023 03:00","Portugal (PT)","4933.90","5023.00"
"17/12/2023 03:00 - 17/12/2023 04:00","Portugal (PT)","4619.50","4736.00"
"17/12/2023 04:00 - 17/12/2023 05:00","Portugal (PT)","4517.30","4595.00"
"17/12/2023 05:00 - 17/12/2023 06:00","Portugal (PT)","4438.00","4551.00"
"17/12/2023 06:00 - 17/12/2023 07:00","Portugal (PT)","4463.20","4578.00"
"17/12/2023 07:00 - 17/12/2023 08:00","Portugal (PT)","4601.10","4705.00"
"17/12/2023 08:00 - 17/12/2023 09:00","Portugal (PT)","4736.90","4833.00"
"17/12/2023 09:00 - 17/12/2023 10:00","Portugal (PT)","5088.20","5071.00"
"17/12/2023 10:00 - 17/12/2023 11:00","Portugal (PT)","5491.60","5488.00"
"17/12/2023 11:00 - 17/12/2023 12:00","Portugal (PT)","5731.60","5713.00"
"17/12/2023 12:00 - 17/12/2023 13:00","Portugal (PT)","5875.10","5912.00"
"17/12/2023 13:00 - 17/12/2023 14:00","Portugal (PT)","5956.60","6010.00"
"17/12/2023 14:00 - 17/12/2023 15:00","Portugal (PT)","5734.70","5754.00"
"17/12/2023 15:00 - 17/12/2023 16:00","Portugal (PT)","5604.70","5611.00"
"17/12/2023 16:00 - 17/12/2023 17:00","Portugal (PT)","5622.50","5651.00"
"17/12/2023 17:00 - 17/12/2023 18:00","Portugal (PT)","5876.30","5871.00"
"17/12/2023 18:00 - 17/12/2023 19:00","Portugal (PT)","6583.00","6654.00"
"17/12/2023 19:00 - 17/12/2023 20:00","Portugal (PT)","7238.00","7244.00"
"17/12/2023 20:00 - 17/12/2023 21:00","Portugal (PT)","7597.00","7428.00"
"17/12/2023 21:00 - 17/12/2023 22:00","Portugal (PT)","7597.70","7378.00"
"17/12/2023 22:00 - 17/12/2023 23:00","Portugal (PT)","7257.60","7048.00"
"17/12/2023 23:00 - 18/12/2023 00:00","Portugal (PT)","6746.50","6589.00"
"18/12/2023 00:00 - 18/12/2023 01:00","Portugal (PT)","6061.00","6046.00"
"18/12/2023 01:00 - 18/12/2023 02:00","Portugal (PT)","5506.70","5459.00"
"18/12/2023 02:00 - 18/12/2023 03:00","Portugal (PT)","4968.40","5066.00"
"18/12/2023 03:00 - 18/12/2023 04:00","Portugal (PT)","4780.30","4866.00"
"18/12/2023 04:00 - 18/12/2023 05:00","Portugal (PT)","4677.50","4786.00"
"18/12/2023 05:00 - 18/12/2023 06:00","Portugal (PT)","4666.20","4753.00"
"18/12/2023 06:00 - 18/12/2023 07:00","Portugal (PT)","4811.80","4916.00"
"18/12/2023 07:00 - 18/12/2023 08:00","Portugal (PT)","5372.90","5450.00"
"18/12/2023 08:00 - 18/12/2023 09:00","Portugal (PT)","6234.50","6229.00"
"18/12/2023 09:00 - 18/12/2023 10:00","Portugal (PT)","7203.60","7253.00"
"18/12/2023 10:00 - 18/12/2023 11:00","Portugal (PT)","7613.40","7559.00"
"18/12/2023 11:00 - 18/12/2023 12:00","Portugal (PT)","7565.40","7473.00"
"18/12/2023 12:00 - 18/12/2023 13:00","Portugal (PT)","7535.60","7400.00"
"18/12/2023 13:00 - 18/12/2023 14:00","Portugal (PT)","7398.40","7207.00"
"18/12/2023 14:00 - 18/12/2023 15:00","Portugal (PT)","7297.80","7091.00"
"18/12/2023 15:00 - 18/12/2023 16:00","Portugal (PT)","7508.60","7256.00"
"18/12/2023 16:00 - 18/12/2023 17:00","Portugal (PT)","7610.30","7379.00"
"18/12/2023 17:00 - 18/12/2023 18:00","Portugal (PT)","7867.40","7586.00"
"18/12/2023 18:00 - 18/12/2023 19:00","Portugal (PT)","8381.10","8091.00"
"18/12/2023 19:00 - 18/12/2023 20:00","Portugal (PT)","8774.70","8511.00"
"18/12/2023 20:00 - 18/12/2023 21:00","Portugal (PT)","9034.40","8734.00"
"18/12/2023 21:00 - 18/12/2023 22:00","Portugal (PT)","8915.70","8619.00"
"18/12/2023 22:00 - 18/12/2023 23:00","Portugal (PT)","8510.80","8152.00"
"18/12/2023 23:00 - 19/12/2023 00:00","Portugal (PT)","7803.00","7550.00"
"19/12/2023 00:00 - 19/12/2023 01:00","Portugal (PT)","6980.50","6805.00"
"19/12/2023 01:00 - 19/12/2023 02:00","Portugal (PT)","6218.80","6104.00"
"19/12/2023 02:00 - 19/12/2023 03:00","Portugal (PT)","5714.80","5627.00"
"19/12/2023 03:00 - 19/12/2023 04:00","Portugal (PT)","5413.80","5294.00"
