"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"21/04/2024 10:00 - 21/04/2024 11:00","Portugal (PT)","4395.10","4358.00"
"21/04/2024 11:00 - 21/04/2024 12:00","Portugal (PT)","4548.20","4543.00"
"21/04/2024 12:00 - 21/04/2024 13:00","Portugal (PT)","4707.10","4695.00"
"21/04/2024 13:00 - 21/04/2024 14:00","Portugal (PT)","4793.50","4761.00"
"21/04/2024 14:00 - 21/04/2024 15:00","Portugal (PT)","4566.80","4501.00"
"21/04/2024 15:00 - 21/04/2024 16:00","Portugal (PT)","4339.70","4273.00"
"21/04/2024 16:00 - 21/04/2024 17:00","Portugal (PT)","4260.20","4187.00"
"21/04/2024 17:00 - 21/04/2024 18:00","Portugal (PT)","4227.80","4211.00"
"21/04/2024 18:00 - 21/04/2024 19:00","Portugal (PT)","4402.30","4371.00"
"21/04/2024 19:00 - 21/04/2024 20:00","Portugal (PT)","4786.80","4730.00"
"21/04/2024 20:00 - 21/04/2024 21:00","Portugal (PT)","5288.50","5222.00"
"21/04/2024 21:00 - 21/04/2024 22:00","Portugal (PT)","5688.00","5613.00"
"21/04/2024 22:00 - 21/04/2024 23:00","Portugal (PT)","5677.90","5635.00"
"21/04/2024 23:00 - 22/04/2024 00:00","Portugal (PT)","5363.70","5267.00"
"22/04/2024 00:00 - 22/04/2024 01:00","Portugal (PT)","4902.70","4847.00"
"22/04/2024 01:00 - 22/04/2024 02:00","Portugal (PT)","4594.60","4569.00"
"22/04/2024 02:00 - 22/04/2024 03:00","Portugal (PT)","4355.30","4336.00"
"22/04/2024 03:00 - 22/04/2024 04:00","Portugal (PT)","4221.20","4205.00"
"22/04/2024 04:00 - 22/04/2024 05:00","Portugal (PT)","4132.10","4135.00"
"22/04/2024 05:00 - 22/04/2024 06:00","Portugal (PT)","4100.10","4083.00"
"22/04/2024 06:00 - 22/04/2024 07:00","Portugal (PT)","4262.70","4252.00"
"22/04/2024 07:00 - 22/04/2024 08:00","Portugal (PT)","4660.20","4574.00"
"22/04/2024 08:00 - 22/04/2024 09:00","Portugal (PT)","5201.20","5170.00"
"22/04/2024 09:00 - 22/04/2024 10:00","Portugal (PT)","5798.20","5879.00"
"22/04/2024 10:00 - 22/04/2024 11:00","Portugal (PT)","5858.30","5909.00"
"22/04/2024 11:00 - 22/04/2024 12:00","Portugal (PT)","5726.60","5811.00"
"22/04/2024 12:00 - 22/04/2024 13:00","Portugal (PT)","5777.80","5793.00"
"22/04/2024 13:00 - 22/04/2024 14:00","Portugal (PT)","5584.70","5634.00"
"22/04/2024 14:00 - 22/04/2024 15:00","Portugal (PT)","5458.50","5503.00"
"22/04/2024 15:00 - 22/04/2024 16:00","Portugal (PT)","5496.40","5573.00"
"22/04/2024 16:00 - 22/04/2024 17:00","Portugal (PT)","5503.10","5571.00"
"22/04/2024 17:00 - 22/04/2024 18:00","Portugal (PT)","5654.70","5618.00"
"22/04/2024 18:00 - 22/04/2024 19:00","Portugal (PT)","5813.10","5597.00"
"22/04/2024 19:00 - 22/04/2024 20:00","Portugal (PT)","6041.00","5855.00"
"22/04/2024 20:00 - 22/04/2024 21:00","Portugal (PT)","6545.40","6345.00"
"22/04/2024 21:00 - 22/04/2024 22:00","Portugal (PT)","6886.20","6637.00"
"22/04/2024 22:00 - 22/04/2024 23:00","Portugal (PT)","6678.00","6501.00"
"22/04/2024 23:00 - 23/04/2024 00:00","Portugal (PT)","6129.20","6050.00"
"23/04/2024 00:00 - 23/04/2024 01:00","Portugal (PT)","5554.40","5465.00"
"23/04/2024 01:00 - 23/04/2024 02:00","Portugal (PT)","5090.60","4985.00"
"23/04/2024 02:00 - 23/04/2024 03:00","Portugal (PT)","4822.70","4728.00"
"23/04/2024 03:00 - 23/04/2024 04:00","Portugal (PT)","4629.90","4513.00"
"23/04/2024 04:00 - 23/04/2024 05:00","Portugal (PT)","4528.00","4422.00"
"23/04/2024 05:00 - 23/04/2024 06:00","Portugal (PT)","4527.00","4418.00"
"23/04/2024 06:00 - 23/04/2024 07:00","Portugal (PT)","4629.70","4517.00"
"23/04/2024 07:00 - 23/04/2024 08:00","Portugal (PT)","4906.70","4818.00"
"23/04/2024 08:00 - 23/04/2024 09:00","Portugal (PT)","5448.90","5397.00"
"23/04/2024 09:00 - 23/04/2024 10:00","Portugal (PT)","6043.40","5972.00"
"23/04/2024 10:00 - 23/04/2024 11:00","Portugal (PT)","6068.40","5946.00"
"23/04/2024 11:00 - 23/04/2024 12:00","Portugal (PT)","5880.00","5833.00"
"23/04/2024 12:00 - 23/04/2024 13:00","Portugal (PT)","5836.90","5750.00"
"23/04/2024 13:00 - 23/04/2024 14:00","Portugal (PT)","5642.90","5564.00"
"23/04/2024 14:00 - 23/04/2024 15:00","Portugal (PT)","5532.70","5437.00"
"23/04/2024 15:00 - 23/04/2024 16:00","Portugal (PT)","5570.10","5520.00"
"23/04/2024 16:00 - 23/04/2024 17:00","Portugal (PT)","5512.00","5509.00"
"23/04/2024 17:00 - 23/04/2024 18:00","Portugal (PT)","5592.40","5549.00"
"23/04/2024 18:00 - 23/04/2024 19:00","Portugal (PT)","5701.50","5635.00"
"23/04/2024 19:00 - 23/04/2024 20:00","Portugal (PT)","5945.50","5909.00"
"23/04/2024 20:00 - 23/04/2024 21:00","Portugal (PT)","6543.60","6423.00"
"23/04/2024 21:00 - 23/04/2024 22:00","Portugal (PT)","6880.20","6734.00"
"23/04/2024 22:00 - 23/04/2024 23:00","Portugal (PT)","6680.10","6556.00"
"23/04/2024 23:00 - 24/04/2024 00:00","Portugal (PT)","6163.80","6083.00"
"24/04/2024 00:00 - 24/04/2024 01:00","Portugal (PT)","5495.90","5495.00"
"24/04/2024 01:00 - 24/04/2024 02:00","Portugal (PT)","5050.60","5030.00"
"24/04/2024 02:00 - 24/04/2024 03:00","Portugal (PT)","4789.00","4767.00"
"24/04/2024 03:00 - 24/04/2024 04:00","Portugal (PT)","4638.10","4563.00"
"24/04/2024 04:00 - 24/04/2024 05:00","Portugal (PT)","4577.90","4495.00"
"24/04/2024 05:00 - 24/04/2024 06:00","Portugal (PT)","4548.00","4473.00"
"24/04/2024 06:00 - 24/04/2024 07:00","Portugal (PT)","4568.20","4541.00"
"24/04/2024 07:00 - 24/04/2024 08:00","Portugal (PT)","4839.30","4893.00"
"24/04/2024 08:00 - 24/04/2024 09:00","Portugal (PT)","5379.80","5460.00"
"24/04/2024 09:00 - 24/04/2024 10:00","Portugal (PT)","5975.90","5985.00"
"24/04/2024 10:00 - 24/04/2024 11:00","Portugal (PT)","6077.30","5996.00"
"24/04/2024 11:00 - 24/04/2024 12:00","Portugal (PT)","5928.20","5931.00"
"24/04/2024 12:00 - 24/04/2024 13:00","Portugal (PT)","5949.80","5900.00"
"24/04/2024 13:00 - 24/04/2024 14:00","Portugal (PT)","5757.80","5726.00"
"24/04/2024 14:00 - 24/04/2024 15:00","Portugal (PT)","5673.80","5568.00"
"24/04/2024 15:00 - 24/04/2024 16:00","Portugal (PT)","5690.80","5576.00"
"24/04/2024 16:00 - 24/04/2024 17:00","Portugal (PT)","5580.90","5539.00"
"24/04/2024 17:00 - 24/04/2024 18:00","Portugal (PT)","5615.40","5556.00"
"24/04/2024 18:00 - 24/04/2024 19:00","Portugal (PT)","5598.10","5625.00"
"24/04/2024 19:00 - 24/04/2024 20:00","Portugal (PT)","5763.40","5859.00"
"24/04/2024 20:00 - 24/04/2024 21:00","Portugal (PT)","6265.60","6350.00"
"24/04/2024 21:00 - 24/04/2024 22:00","Portugal (PT)","6617.00","6637.00"
"24/04/2024 22:00 - 24/04/2024 23:00","Portugal (PT)","6452.30","6520.00"
"24/04/2024 23:00 - 25/04/2024 00:00","Portugal (PT)","5964.90","6068.00"
"25/04/2024 00:00 - 25/04/2024 01:00","Portugal (PT)","5413.40","5312.00"
"25/04/2024 01:00 - 25/04/2024 02:00","Portugal (PT)","5007.80","4841.00"
"25/04/2024 02:00 - 25/04/2024 03:00","Portugal (PT)","4735.00","4605.00"
"25/04/2024 03:00 - 25/04/2024 04:00","Portugal (PT)","4542.20","4418.00"
"25/04/2024 04:00 - 25/04/2024 05:00","Portugal (PT)","4416.40","4297.00"
"25/04/2024 05:00 - 25/04/2024 06:00","Portugal (PT)","4349.00","4253.00"
"25/04/2024 06:00 - 25/04/2024 07:00","Portugal (PT)","4368.10","4238.00"
"25/04/2024 07:00 - 25/04/2024 08:00","Portugal (PT)","4335.50","4221.00"
"25/04/2024 08:00 - 25/04/2024 09:00","Portugal (PT)","4431.80","4327.00"
"25/04/2024 09:00 - 25/04/2024 10:00","Portugal (PT)","4575.80","4616.00"
"25/04/2024 10:00 - 25/04/2024 11:00","Portugal (PT)","4730.00","4713.00"
"25/04/2024 11:00 - 25/04/2024 12:00","Portugal (PT)","4801.20","4683.00"
"25/04/2024 12:00 - 25/04/2024 13:00","Portugal (PT)","4938.00","4745.00"
"25/04/2024 13:00 - 25/04/2024 14:00","Portugal (PT)","5092.60","4764.00"
"25/04/2024 14:00 - 25/04/2024 15:00","Portugal (PT)","4912.10","4567.00"
"25/04/2024 15:00 - 25/04/2024 16:00","Portugal (PT)","4767.10","4439.00"
"25/04/2024 16:00 - 25/04/2024 17:00","Portugal (PT)","4631.80","4361.00"
"25/04/2024 17:00 - 25/04/2024 18:00","Portugal (PT)","4622.50","4428.00"
"25/04/2024 18:00 - 25/04/2024 19:00","Portugal (PT)","4741.30","4640.00"
"25/04/2024 19:00 - 25/04/2024 20:00","Portugal (PT)","5081.40","4975.00"
"25/04/2024 20:00 - 25/04/2024 21:00","Portugal (PT)","5578.20","5500.00"
"25/04/2024 21:00 - 25/04/2024 22:00","Portugal (PT)","5967.80","5975.00"
"25/04/2024 22:00 - 25/04/2024 23:00","Portugal (PT)","5824.30","5977.00"
"25/04/2024 23:00 - 26/04/2024 00:00","Portugal (PT)","5369.00","5580.00"
"26/04/2024 00:00 - 26/04/2024 01:00","Portugal (PT)","4820.00","5142.00"
"26/04/2024 01:00 - 26/04/2024 02:00","Portugal (PT)","4496.60","4700.00"
"26/04/2024 02:00 - 26/04/2024 03:00","Portugal (PT)","4303.20","4444.00"
"26/04/2024 03:00 - 26/04/2024 04:00","Portugal (PT)","4146.50","4279.00"
"26/04/2024 04:00 - 26/04/2024 05:00","Portugal (PT)","4017.60","4226.00"
"26/04/2024 05:00 - 26/04/2024 06:00","Portugal (PT)","4059.00","4202.00"
"26/04/2024 06:00 - 26/04/2024 07:00","Portugal (PT)","4107.00","4261.00"
"26/04/2024 07:00 - 26/04/2024 08:00","Portugal (PT)","4369.70","4504.00"
"26/04/2024 08:00 - 26/04/2024 09:00","Portugal (PT)","4872.50","5024.00"
"26/04/2024 09:00 - 26/04/2024 10:00","Portugal (PT)","5453.00","5629.00"
"26/04/2024 10:00 - 26/04/2024 11:00","Portugal (PT)","5730.30","5852.00"
"26/04/2024 11:00 - 26/04/2024 12:00","Portugal (PT)","5807.90","5835.00"
"26/04/2024 12:00 - 26/04/2024 13:00","Portugal (PT)","5891.90","5895.00"
"26/04/2024 13:00 - 26/04/2024 14:00","Portugal (PT)","5768.90","5775.00"
"26/04/2024 14:00 - 26/04/2024 15:00","Portugal (PT)","5576.40","5682.00"
"26/04/2024 15:00 - 26/04/2024 16:00","Portugal (PT)","5705.40","5739.00"
"26/04/2024 16:00 - 26/04/2024 17:00","Portugal (PT)","5765.10","5730.00"
"26/04/2024 17:00 - 26/04/2024 18:00","Portugal (PT)","5786.10","5789.00"
"26/04/2024 18:00 - 26/04/2024 19:00","Portugal (PT)","5773.90","5824.00"
"26/04/2024 19:00 - 26/04/2024 20:00","Portugal (PT)","5942.90","5996.00"
"26/04/2024 20:00 - 26/04/2024 21:00","Portugal (PT)","6282.00","6341.00"
"26/04/2024 21:00 - 26/04/2024 22:00","Portugal (PT)","6503.00","6545.00"
"26/04/2024 22:00 - 26/04/2024 23:00","Portugal (PT)","6281.60","6373.00"
"26/04/2024 23:00 - 27/04/2024 00:00","Portugal (PT)","5912.10","5910.00"
"27/04/2024 00:00 - 27/04/2024 01:00","Portugal (PT)","5404.90","5427.00"
"27/04/2024 01:00 - 27/04/2024 02:00","Portugal (PT)","4958.20","4961.00"
"27/04/2024 02:00 - 27/04/2024 03:00","Portugal (PT)","4656.30","4672.00"
"27/04/2024 03:00 - 27/04/2024 04:00","Portugal (PT)","4435.40","4490.00"
"27/04/2024 04:00 - 27/04/2024 05:00","Portugal (PT)","4343.00","4362.00"
"27/04/2024 05:00 - 27/04/2024 06:00","Portugal (PT)","4278.50","4300.00"
"27/04/2024 06:00 - 27/04/2024 07:00","Portugal (PT)","4275.20","4294.00"
"27/04/2024 07:00 - 27/04/2024 08:00","Portugal (PT)","4303.70","4306.00"
"27/04/2024 08:00 - 27/04/2024 09:00","Portugal (PT)","4420.90","4493.00"
"27/04/2024 09:00 - 27/04/2024 10:00","Portugal (PT)","4742.40","4781.00"
"27/04/2024 10:00 - 27/04/2024 11:00","Portugal (PT)","5092.80","5049.00"
"27/04/2024 11:00 - 27/04/2024 12:00","Portugal (PT)","5150.00","5152.00"
"27/04/2024 12:00 - 27/04/2024 13:00","Portugal (PT)","5141.90","5258.00"
"27/04/2024 13:00 - 27/04/2024 14:00","Portugal (PT)","5268.90","5271.00"
"27/04/2024 14:00 - 27/04/2024 15:00","Portugal (PT)","5074.30","5039.00"
"27/04/2024 15:00 - 27/04/2024 16:00","Portugal (PT)","4891.80","4878.00"
"27/04/2024 16:00 - 27/04/2024 17:00","Portugal (PT)","4755.40","4752.00"
"27/04/2024 17:00 - 27/04/2024 18:00","Portugal (PT)","4674.30","4724.00"
"27/04/2024 18:00 - 27/04/2024 19:00","Portugal (PT)","4847.90","4863.00"
"27/04/2024 19:00 - 27/04/2024 20:00","Portugal (PT)","5097.40","5249.00"
"27/04/2024 20:00 - 27/04/2024 21:00","Portugal (PT)","5576.80","5685.00"
"27/04/2024 21:00 - 27/04/2024 22:00","Portugal (PT)","5869.20","6043.00"
"27/04/2024 22:00 - 27/04/2024 23:00","Portugal (PT)","5782.20","5897.00"
"27/04/2024 23:00 - 28/04/2024 00:00","Portugal (PT)","5490.80","5505.00"
"28/04/2024 00:00 - 28/04/2024 01:00","Portugal (PT)","5068.50","5097.00"
"28/04/2024 01:00 - 28/04/2024 02:00","Portugal (PT)","4613.40","4704.00"
"28/04/2024 02:00 - 28/04/2024 03:00","Portugal (PT)","4299.90","4417.00"
"28/04/2024 03:00 - 28/04/2024 04:00","Portugal (PT)","4150.00","4193.00"
"28/04/2024 04:00 - 28/04/2024 05:00","Portugal (PT)","4064.80","4079.00"
"28/04/2024 05:00 - 28/04/2024 06:00","Portugal (PT)","3997.60","4038.00"
"28/04/2024 06:00 - 28/04/2024 07:00","Portugal (PT)","4017.40","4037.00"
"28/04/2024 07:00 - 28/04/2024 08:00","Portugal (PT)","3997.90","4009.00"
"28/04/2024 08:00 - 28/04/2024 09:00","Portugal (PT)","4024.10","4099.00"
"28/04/2024 09:00 - 28/04/2024 10:00","Portugal (PT)","4171.20","4315.00"
"28/04/2024 10:00 - 28/04/2024 11:00","Portugal (PT)","4454.50","4479.00"
"28/04/2024 11:00 - 28/04/2024 12:00","Portugal (PT)","4755.80","4690.00"
"28/04/2024 12:00 - 28/04/2024 13:00","Portugal (PT)","5013.80","4841.00"
"28/04/2024 13:00 - 28/04/2024 14:00","Portugal (PT)","5068.90","4913.00"
"28/04/2024 14:00 - 28/04/2024 15:00","Portugal (PT)","4785.10","4638.00"
"28/04/2024 15:00 - 28/04/2024 16:00","Portugal (PT)","4548.60","4459.00"
"28/04/2024 16:00 - 28/04/2024 17:00","Portugal (PT)","4319.80","4354.00"
"28/04/2024 17:00 - 28/04/2024 18:00","Portugal (PT)","4360.80","4365.00"
"28/04/2024 18:00 - 28/04/2024 19:00","Portugal (PT)","4517.80","4487.00"
"28/04/2024 19:00 - 28/04/2024 20:00","Portugal (PT)","4849.60","4869.00"
"28/04/2024 20:00 - 28/04/2024 21:00","Portugal (PT)","5422.00","5388.00"
"28/04/2024 21:00 - 28/04/2024 22:00","Portugal (PT)","5824.60","5825.00"
"28/04/2024 22:00 - 28/04/2024 23:00","Portugal (PT)","5819.10","5941.00"
"28/04/2024 23:00 - 29/04/2024 00:00","Portugal (PT)","5515.80","5592.00"
"29/04/2024 00:00 - 29/04/2024 01:00","Portugal (PT)","5076.40","5095.00"
"29/04/2024 01:00 - 29/04/2024 02:00","Portugal (PT)","4713.70","4814.00"
"29/04/2024 02:00 - 29/04/2024 03:00","Portugal (PT)","4442.90","4544.00"
"29/04/2024 03:00 - 29/04/2024 04:00","Portugal (PT)","4283.10","4408.00"
"29/04/2024 04:00 - 29/04/2024 05:00","Portugal (PT)","4196.90","4319.00"
"29/04/2024 05:00 - 29/04/2024 06:00","Portugal (PT)","4188.80","4291.00"
"29/04/2024 06:00 - 29/04/2024 07:00","Portugal (PT)","4337.40","4382.00"
"29/04/2024 07:00 - 29/04/2024 08:00","Portugal (PT)","4661.30","4779.00"
"29/04/2024 08:00 - 29/04/2024 09:00","Portugal (PT)","5249.20","5351.00"
"29/04/2024 09:00 - 29/04/2024 10:00","Portugal (PT)","5899.20","5997.00"
"29/04/2024 10:00 - 29/04/2024 11:00","Portugal (PT)","5946.00","6056.00"
"29/04/2024 11:00 - 29/04/2024 12:00","Portugal (PT)","5829.90","5989.00"
"29/04/2024 12:00 - 29/04/2024 13:00","Portugal (PT)","5799.40","5964.00"
"29/04/2024 13:00 - 29/04/2024 14:00","Portugal (PT)","5627.30","5844.00"
"29/04/2024 14:00 - 29/04/2024 15:00","Portugal (PT)","5488.20","5731.00"
"29/04/2024 15:00 - 29/04/2024 16:00","Portugal (PT)","5620.20","5798.00"
"29/04/2024 16:00 - 29/04/2024 17:00","Portugal (PT)","5564.40","5744.00"
"29/04/2024 17:00 - 29/04/2024 18:00","Portugal (PT)","5554.00","5766.00"
"29/04/2024 18:00 - 29/04/2024 19:00","Portugal (PT)","5606.80","5862.00"
"29/04/2024 19:00 - 29/04/2024 20:00","Portugal (PT)","5900.20","6138.00"
"29/04/2024 20:00 - 29/04/2024 21:00","Portugal (PT)","6465.30","6603.00"
"29/04/2024 21:00 - 29/04/2024 22:00","Portugal (PT)","6801.60","6899.00"
"29/04/2024 22:00 - 29/04/2024 23:00","Portugal (PT)","6721.90","6796.00"
"29/04/2024 23:00 - 30/04/2024 00:00","Portugal (PT)","6186.40","6298.00"
"30/04/2024 00:00 - 30/04/2024 01:00","Portugal (PT)","5576.70","5646.00"
"30/04/2024 01:00 - 30/04/2024 02:00","Portugal (PT)","5095.10","5108.00"
"30/04/2024 02:00 - 30/04/2024 03:00","Portugal (PT)","4793.60","4814.00"
"30/04/2024 03:00 - 30/04/2024 04:00","Portugal (PT)","4605.70","4630.00"
"30/04/2024 04:00 - 30/04/2024 05:00","Portugal (PT)","4424.90","4547.00"
"30/04/2024 05:00 - 30/04/2024 06:00","Portugal (PT)","4455.30","4516.00"
"30/04/2024 06:00 - 30/04/2024 07:00","Portugal (PT)","4593.00","4615.00"
"30/04/2024 07:00 - 30/04/2024 08:00","Portugal (PT)","4906.10","4940.00"
"30/04/2024 08:00 - 30/04/2024 09:00","Portugal (PT)","5528.70","5494.00"
"30/04/2024 09:00 - 30/04/2024 10:00","Portugal (PT)","6395.90","6245.00"
"30/04/2024 10:00 - 30/04/2024 11:00","Portugal (PT)","6675.00","6556.00"
"30/04/2024 11:00 - 30/04/2024 12:00","Portugal (PT)","6797.40","6609.00"
"30/04/2024 12:00 - 30/04/2024 13:00","Portugal (PT)","6860.50","6690.00"
"30/04/2024 13:00 - 30/04/2024 14:00","Portugal (PT)","6508.30","6466.00"
"30/04/2024 14:00 - 30/04/2024 15:00","Portugal (PT)","6381.50","6245.00"
"30/04/2024 15:00 - 30/04/2024 16:00","Portugal (PT)","6429.20","6235.00"
"30/04/2024 16:00 - 30/04/2024 17:00","Portugal (PT)","6251.40","6153.00"
"30/04/2024 17:00 - 30/04/2024 18:00","Portugal (PT)","6125.00","6141.00"
"30/04/2024 18:00 - 30/04/2024 19:00","Portugal (PT)","6105.50","6216.00"
"30/04/2024 19:00 - 30/04/2024 20:00","Portugal (PT)","6266.10","6408.00"
"30/04/2024 20:00 - 30/04/2024 21:00","Portugal (PT)","6656.20","6831.00"
"30/04/2024 21:00 - 30/04/2024 22:00","Portugal (PT)","6920.60","7095.00"
"30/04/2024 22:00 - 30/04/2024 23:00","Portugal (PT)","6716.70","6951.00"
"30/04/2024 23:00 - 01/05/2024 00:00","Portugal (PT)","6253.90","6445.00"
"01/05/2024 00:00 - 01/05/2024 01:00","Portugal (PT)","5648.70","5778.00"
"01/05/2024 01:00 - 01/05/2024 02:00","Portugal (PT)","5149.50","5023.00"
"01/05/2024 02:00 - 01/05/2024 03:00","Portugal (PT)","4768.20","4743.00"
"01/05/2024 03:00 - 01/05/2024 04:00","Portugal (PT)","4513.80","4529.00"
"01/05/2024 04:00 - 01/05/2024 05:00","Portugal (PT)","4426.40","4386.00"
"01/05/2024 05:00 - 01/05/2024 06:00","Portugal (PT)","4355.40","4317.00"
"01/05/2024 06:00 - 01/05/2024 07:00","Portugal (PT)","4326.30","4294.00"
"01/05/2024 07:00 - 01/05/2024 08:00","Portugal (PT)","4178.40","4197.00"
"01/05/2024 08:00 - 01/05/2024 09:00","Portugal (PT)","4251.00","4355.00"
"01/05/2024 09:00 - 01/05/2024 10:00","Portugal (PT)","4616.80","4728.00"
"01/05/2024 10:00 - 01/05/2024 11:00","Portugal (PT)","4969.30","4940.00"
"01/05/2024 11:00 - 01/05/2024 12:00","Portugal (PT)","5194.20","5032.00"
"01/05/2024 12:00 - 01/05/2024 13:00","Portugal (PT)","5326.80","5194.00"
"01/05/2024 13:00 - 01/05/2024 14:00","Portugal (PT)","5507.00","5213.00"
"01/05/2024 14:00 - 01/05/2024 15:00","Portugal (PT)","5310.90","5002.00"
"01/05/2024 15:00 - 01/05/2024 16:00","Portugal (PT)","5049.70","4804.00"
"01/05/2024 16:00 - 01/05/2024 17:00","Portugal (PT)","4839.80","4669.00"
"01/05/2024 17:00 - 01/05/2024 18:00","Portugal (PT)","4800.00","4692.00"
"01/05/2024 18:00 - 01/05/2024 19:00","Portugal (PT)","4937.30","4833.00"
"01/05/2024 19:00 - 01/05/2024 20:00","Portugal (PT)","5298.10","5217.00"
"01/05/2024 20:00 - 01/05/2024 21:00","Portugal (PT)","5815.80","5770.00"
"01/05/2024 21:00 - 01/05/2024 22:00","Portugal (PT)","6110.80","6219.00"
"01/05/2024 22:00 - 01/05/2024 23:00","Portugal (PT)","6102.80","6256.00"
"01/05/2024 23:00 - 02/05/2024 00:00","Portugal (PT)","5759.80","5853.00"
"02/05/2024 00:00 - 02/05/2024 01:00","Portugal (PT)","5245.70","5340.00"
"02/05/2024 01:00 - 02/05/2024 02:00","Portugal (PT)","4895.30","4907.00"
"02/05/2024 02:00 - 02/05/2024 03:00","Portugal (PT)","4596.90","4582.00"
"02/05/2024 03:00 - 02/05/2024 04:00","Portugal (PT)","4414.40","4367.00"
"02/05/2024 04:00 - 02/05/2024 05:00","Portugal (PT)","4357.40","4266.00"
"02/05/2024 05:00 - 02/05/2024 06:00","Portugal (PT)","4360.90","4273.00"
"02/05/2024 06:00 - 02/05/2024 07:00","Portugal (PT)","4482.30","4372.00"
"02/05/2024 07:00 - 02/05/2024 08:00","Portugal (PT)","4858.00","4742.00"
"02/05/2024 08:00 - 02/05/2024 09:00","Portugal (PT)","5531.40","5423.00"
"02/05/2024 09:00 - 02/05/2024 10:00","Portugal (PT)","6283.30","6091.00"
"02/05/2024 10:00 - 02/05/2024 11:00","Portugal (PT)","6522.10","6294.00"
"02/05/2024 11:00 - 02/05/2024 12:00","Portugal (PT)","6445.20","6319.00"
"02/05/2024 12:00 - 02/05/2024 13:00","Portugal (PT)","6454.60","6337.00"
"02/05/2024 13:00 - 02/05/2024 14:00","Portugal (PT)","6230.10","6106.00"
"02/05/2024 14:00 - 02/05/2024 15:00","Portugal (PT)","6137.30","5979.00"
"02/05/2024 15:00 - 02/05/2024 16:00","Portugal (PT)","6177.30","6063.00"
"02/05/2024 16:00 - 02/05/2024 17:00","Portugal (PT)","6067.50","5986.00"
"02/05/2024 17:00 - 02/05/2024 18:00","Portugal (PT)","6055.10","5947.00"
"02/05/2024 18:00 - 02/05/2024 19:00","Portugal (PT)","6033.80","5995.00"
"02/05/2024 19:00 - 02/05/2024 20:00","Portugal (PT)","6129.70","6205.00"
"02/05/2024 20:00 - 02/05/2024 21:00","Portugal (PT)","6654.00","6609.00"
"02/05/2024 21:00 - 02/05/2024 22:00","Portugal (PT)","7069.40","6888.00"
"02/05/2024 22:00 - 02/05/2024 23:00","Portugal (PT)","6969.60","6817.00"
"02/05/2024 23:00 - 03/05/2024 00:00","Portugal (PT)","6446.80","6323.00"
"03/05/2024 00:00 - 03/05/2024 01:00","Portugal (PT)","5860.90","5724.00"
"03/05/2024 01:00 - 03/05/2024 02:00","Portugal (PT)","5364.80","5250.00"
"03/05/2024 02:00 - 03/05/2024 03:00","Portugal (PT)","5021.80","4921.00"
"03/05/2024 03:00 - 03/05/2024 04:00","Portugal (PT)","4807.00","4717.00"
"03/05/2024 04:00 - 03/05/2024 05:00","Portugal (PT)","4716.40","4648.00"
"03/05/2024 05:00 - 03/05/2024 06:00","Portugal (PT)","4680.90","4610.00"
"03/05/2024 06:00 - 03/05/2024 07:00","Portugal (PT)","4754.10","4659.00"
"03/05/2024 07:00 - 03/05/2024 08:00","Portugal (PT)","5006.60","4973.00"
"03/05/2024 08:00 - 03/05/2024 09:00","Portugal (PT)","5594.70","5589.00"
"03/05/2024 09:00 - 03/05/2024 10:00","Portugal (PT)","6353.90","6289.00"
"03/05/2024 10:00 - 03/05/2024 11:00","Portugal (PT)","6659.00","6513.00"
"03/05/2024 11:00 - 03/05/2024 12:00","Portugal (PT)","6550.50","6545.00"
"03/05/2024 12:00 - 03/05/2024 13:00","Portugal (PT)","6616.90","6509.00"
"03/05/2024 13:00 - 03/05/2024 14:00","Portugal (PT)","6489.80","6344.00"
"03/05/2024 14:00 - 03/05/2024 15:00","Portugal (PT)","6361.20","6149.00"
"03/05/2024 15:00 - 03/05/2024 16:00","Portugal (PT)","6412.30","6147.00"
"03/05/2024 16:00 - 03/05/2024 17:00","Portugal (PT)","6364.60","6056.00"
"03/05/2024 17:00 - 03/05/2024 18:00","Portugal (PT)","6253.80","6066.00"
"03/05/2024 18:00 - 03/05/2024 19:00","Portugal (PT)","6195.50","6024.00"
"03/05/2024 19:00 - 03/05/2024 20:00","Portugal (PT)","6296.70","6187.00"
"03/05/2024 20:00 - 03/05/2024 21:00","Portugal (PT)","6683.90","6520.00"
"03/05/2024 21:00 - 03/05/2024 22:00","Portugal (PT)","7011.90","6685.00"
"03/05/2024 22:00 - 03/05/2024 23:00","Portugal (PT)","6909.60","6600.00"
"03/05/2024 23:00 - 04/05/2024 00:00","Portugal (PT)","6433.00","6169.00"
"04/05/2024 00:00 - 04/05/2024 01:00","Portugal (PT)","5814.00","5614.00"
"04/05/2024 01:00 - 04/05/2024 02:00","Portugal (PT)","5300.50","5155.00"
"04/05/2024 02:00 - 04/05/2024 03:00","Portugal (PT)","4969.00","4765.00"
"04/05/2024 03:00 - 04/05/2024 04:00","Portugal (PT)","4728.50","4534.00"
"04/05/2024 04:00 - 04/05/2024 05:00","Portugal (PT)","4585.50","4432.00"
"04/05/2024 05:00 - 04/05/2024 06:00","Portugal (PT)","4508.60","4376.00"
"04/05/2024 06:00 - 04/05/2024 07:00","Portugal (PT)","4510.20","4374.00"
"04/05/2024 07:00 - 04/05/2024 08:00","Portugal (PT)","4536.70","4358.00"
