Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Sep 6, 2023 12:00 AM;Sep 6, 2023 1:00 AM;88.89;88.10;88.89;88.89;88.89;88.89;88.89;76.62;88.89;88.89;86.76;94.64;88.89;-;100.00;88.89;88.89
Sep 6, 2023 1:00 AM;Sep 6, 2023 2:00 AM;85.52;84.60;85.52;85.52;85.52;85.52;85.52;71.97;85.52;85.52;83.47;90.99;85.52;-;95.57;85.52;85.52
Sep 6, 2023 2:00 AM;Sep 6, 2023 3:00 AM;90.53;85.91;80.27;90.53;90.53;79.09;84.11;70.33;88.91;91.28;88.36;90.95;90.68;-;90.44;86.93;91.70
Sep 6, 2023 3:00 AM;Sep 6, 2023 4:00 AM;92.12;85.65;76.50;92.12;92.12;72.80;84.19;70.54;90.78;91.63;89.90;90.12;91.41;-;90.78;88.60;90.78
Sep 6, 2023 4:00 AM;Sep 6, 2023 5:00 AM;92.48;85.40;74.24;92.48;92.48;74.11;79.47;70.30;90.74;92.23;90.26;90.90;92.15;-;90.12;90.12;91.47
Sep 6, 2023 5:00 AM;Sep 6, 2023 6:00 AM;102.98;94.32;83.96;102.98;102.98;80.74;92.24;71.04;101.31;102.38;100.51;97.15;102.25;-;99.55;99.55;101.31
Sep 6, 2023 6:00 AM;Sep 6, 2023 7:00 AM;122.71;111.91;113.92;122.71;122.71;89.88;115.39;72.87;119.48;121.26;119.76;111.96;121.05;-;115.66;115.66;119.48
Sep 6, 2023 7:00 AM;Sep 6, 2023 8:00 AM;141.99;132.64;137.72;141.99;141.99;125.55;141.13;87.21;140.32;141.83;141.83;119.13;140.32;-;125.55;137.31;140.32
Sep 6, 2023 8:00 AM;Sep 6, 2023 9:00 AM;119.19;116.29;119.19;119.19;119.19;119.19;119.19;87.54;119.19;119.19;119.19;118.92;119.19;-;119.19;119.19;119.19
Sep 6, 2023 9:00 AM;Sep 6, 2023 10:00 AM;97.73;97.04;97.73;97.73;97.73;97.73;97.73;94.70;97.73;97.73;89.20;101.75;97.73;-;105.17;97.73;97.73
Sep 6, 2023 10:00 AM;Sep 6, 2023 11:00 AM;88.65;82.11;88.65;88.65;88.65;88.65;88.65;85.90;88.65;88.65;19.20;88.88;88.65;-;103.88;88.65;88.65
Sep 6, 2023 11:00 AM;Sep 6, 2023 12:00 PM;82.10;76.39;82.10;82.10;82.10;82.10;82.10;79.55;82.10;82.10;18.92;85.02;82.10;-;93.26;82.10;82.10
Sep 6, 2023 12:00 PM;Sep 6, 2023 1:00 PM;75.17;70.27;75.31;75.02;75.02;75.34;75.02;72.84;75.30;75.18;18.20;80.61;75.18;-;85.00;75.24;75.20
Sep 6, 2023 1:00 PM;Sep 6, 2023 2:00 PM;73.43;70.28;76.43;73.13;73.13;77.15;70.10;71.16;76.00;82.14;18.33;81.94;73.58;-;81.46;74.72;74.05
Sep 6, 2023 2:00 PM;Sep 6, 2023 3:00 PM;75.48;71.60;75.48;75.48;75.48;75.48;75.48;73.14;75.48;83.71;20.40;81.94;75.48;-;86.58;75.48;75.48
Sep 6, 2023 3:00 PM;Sep 6, 2023 4:00 PM;82.50;80.16;82.50;82.50;82.50;82.50;82.50;79.94;82.50;104.56;34.75;85.02;82.50;-;92.50;82.50;82.50
Sep 6, 2023 4:00 PM;Sep 6, 2023 5:00 PM;91.44;91.52;91.44;91.44;91.44;91.44;91.44;88.61;91.44;95.97;91.44;90.63;91.44;-;99.95;91.44;91.44
Sep 6, 2023 5:00 PM;Sep 6, 2023 6:00 PM;105.87;105.71;105.87;105.87;105.87;105.87;105.87;102.59;105.87;108.75;105.87;104.47;105.87;-;105.87;105.87;105.87
Sep 6, 2023 6:00 PM;Sep 6, 2023 7:00 PM;145.83;139.32;145.83;145.83;145.83;145.83;145.83;88.38;145.83;149.48;145.83;127.97;145.83;-;145.83;145.83;145.83
Sep 6, 2023 7:00 PM;Sep 6, 2023 8:00 PM;189.83;175.27;184.97;189.83;189.83;182.52;188.61;79.90;188.56;189.53;189.53;155.25;189.48;-;182.52;188.55;189.11
Sep 6, 2023 8:00 PM;Sep 6, 2023 9:00 PM;166.04;156.32;166.04;166.04;166.04;166.04;166.04;79.59;166.04;166.04;166.04;145.54;166.04;-;166.04;166.04;166.04
Sep 6, 2023 9:00 PM;Sep 6, 2023 10:00 PM;123.13;116.04;123.13;123.13;123.13;123.13;123.13;76.61;123.13;123.13;97.52;117.31;123.13;-;123.13;123.13;123.13
Sep 6, 2023 10:00 PM;Sep 6, 2023 11:00 PM;105.50;94.64;105.50;105.50;105.50;105.50;105.50;72.17;105.50;105.50;20.59;104.28;105.50;-;105.50;105.50;105.50
Sep 6, 2023 11:00 PM;Sep 7, 2023 12:00 AM;95.72;86.41;95.72;95.72;95.72;95.72;95.72;71.50;95.72;95.72;17.20;96.08;95.72;-;102.16;95.72;95.72
Sep 7, 2023 12:00 AM;Sep 7, 2023 1:00 AM;95.42;85.40;95.42;95.42;95.42;95.42;95.42;70.35;95.42;95.42;14.19;91.47;95.42;-;100.29;95.42;95.42
Sep 7, 2023 1:00 AM;Sep 7, 2023 2:00 AM;91.37;82.08;91.37;91.37;91.37;91.37;91.37;69.96;91.37;91.37;12.85;89.07;91.37;-;97.46;91.37;91.37
Sep 7, 2023 2:00 AM;Sep 7, 2023 3:00 AM;89.08;80.35;89.07;89.08;89.08;89.06;89.08;69.92;89.03;89.19;12.64;88.62;89.13;-;96.41;88.83;89.31
Sep 7, 2023 3:00 AM;Sep 7, 2023 4:00 AM;84.01;76.87;83.88;84.01;84.01;83.81;83.98;69.90;83.93;87.97;12.58;87.40;84.05;-;94.95;83.74;84.21
Sep 7, 2023 4:00 AM;Sep 7, 2023 5:00 AM;87.84;78.32;85.65;87.84;87.84;80.15;88.67;69.86;86.55;87.44;12.72;87.42;87.33;-;95.00;86.34;87.02
Sep 7, 2023 5:00 AM;Sep 7, 2023 6:00 AM;92.09;82.93;91.17;92.09;92.09;88.85;92.44;69.93;91.55;91.91;14.29;96.02;91.87;-;96.41;91.48;91.72
Sep 7, 2023 6:00 AM;Sep 7, 2023 7:00 AM;116.02;101.49;113.19;116.02;116.02;103.35;115.64;70.18;114.89;115.28;22.90;114.00;114.89;-;112.88;112.88;114.76
Sep 7, 2023 7:00 AM;Sep 7, 2023 8:00 AM;130.00;123.99;130.00;130.00;130.00;130.00;130.00;76.40;130.00;130.00;130.00;117.54;130.00;-;130.00;130.00;130.00
Sep 7, 2023 8:00 AM;Sep 7, 2023 9:00 AM;126.00;119.62;126.00;126.00;126.00;126.00;126.00;80.02;126.00;113.68;126.00;114.10;126.00;-;132.59;126.00;126.00
Sep 7, 2023 9:00 AM;Sep 7, 2023 10:00 AM;102.68;100.62;102.68;102.68;102.68;102.68;102.68;80.03;102.68;103.52;102.68;101.79;102.68;-;110.42;102.68;102.68
Sep 7, 2023 10:00 AM;Sep 7, 2023 11:00 AM;88.22;86.63;88.50;88.22;88.22;88.87;88.22;80.05;88.09;84.53;84.53;89.43;84.23;-;107.51;80.59;82.08
Sep 7, 2023 11:00 AM;Sep 7, 2023 12:00 PM;82.70;79.40;85.57;82.70;82.70;86.72;83.03;74.03;82.70;70.61;70.61;86.22;68.54;-;105.77;63.92;62.27
Sep 7, 2023 12:00 PM;Sep 7, 2023 1:00 PM;73.53;72.27;78.04;69.35;69.35;79.55;67.62;70.50;74.76;69.35;69.35;78.03;69.09;-;98.00;67.22;66.93
Sep 7, 2023 1:00 PM;Sep 7, 2023 2:00 PM;65.20;65.90;72.76;65.20;65.20;74.42;56.12;66.41;67.26;66.04;47.88;77.24;66.40;-;98.00;67.51;66.79
Sep 7, 2023 2:00 PM;Sep 7, 2023 3:00 PM;70.18;68.92;79.00;61.00;61.00;80.94;59.48;68.56;72.59;85.56;38.30;80.07;71.57;-;104.59;72.84;72.02
Sep 7, 2023 3:00 PM;Sep 7, 2023 4:00 PM;82.00;79.27;82.00;82.00;82.00;82.00;82.00;72.64;82.00;104.93;32.97;87.41;82.00;-;104.59;82.00;82.00
Sep 7, 2023 4:00 PM;Sep 7, 2023 5:00 PM;88.30;84.93;88.30;88.30;88.30;88.30;88.30;74.42;88.30;104.84;48.04;88.78;88.30;-;105.77;88.30;88.30
Sep 7, 2023 5:00 PM;Sep 7, 2023 6:00 PM;103.14;100.52;103.14;103.14;103.14;103.14;103.14;74.42;103.14;103.14;103.14;103.04;103.14;-;110.94;103.14;103.14
Sep 7, 2023 6:00 PM;Sep 7, 2023 7:00 PM;133.53;129.60;133.53;133.53;133.53;133.53;133.53;73.95;133.53;155.47;133.53;127.99;133.53;-;133.53;133.53;133.53
Sep 7, 2023 7:00 PM;Sep 7, 2023 8:00 PM;167.27;157.37;167.27;167.27;167.27;167.27;167.27;73.47;167.27;167.27;167.27;152.13;167.27;-;167.27;167.27;167.27
Sep 7, 2023 8:00 PM;Sep 7, 2023 9:00 PM;146.73;134.71;146.74;146.73;146.73;146.75;146.73;73.43;146.89;147.59;96.94;136.41;146.92;-;149.36;146.99;147.11
Sep 7, 2023 9:00 PM;Sep 7, 2023 10:00 PM;118.00;105.13;118.00;118.00;118.00;118.00;118.00;74.00;118.00;118.00;20.60;117.85;118.00;-;124.94;118.00;118.00
Sep 7, 2023 10:00 PM;Sep 7, 2023 11:00 PM;101.40;91.12;101.40;101.40;101.40;101.40;101.40;72.99;101.40;101.40;15.63;102.48;101.40;-;107.97;101.40;101.40
Sep 7, 2023 11:00 PM;Sep 8, 2023 12:00 AM;88.95;81.28;88.95;88.91;88.91;88.90;88.91;72.03;88.92;91.60;12.93;94.86;89.13;-;105.89;87.95;89.84
Sep 8, 2023 12:00 AM;Sep 8, 2023 1:00 AM;84.62;78.54;84.62;84.62;84.62;84.62;84.62;70.36;84.62;84.62;22.09;94.58;84.62;-;108.20;84.62;84.62
Sep 8, 2023 1:00 AM;Sep 8, 2023 2:00 AM;81.52;75.58;81.52;81.52;81.52;81.52;81.52;70.10;81.52;81.52;18.94;90.15;81.52;-;106.20;81.52;81.52
Sep 8, 2023 2:00 AM;Sep 8, 2023 3:00 AM;82.06;75.78;82.06;82.06;82.06;82.06;82.06;70.65;82.06;82.06;17.88;88.60;82.06;-;100.16;82.06;82.06
Sep 8, 2023 3:00 AM;Sep 8, 2023 4:00 AM;82.10;75.80;82.10;82.10;82.10;82.10;82.10;70.49;82.10;82.10;17.50;89.05;82.10;-;95.95;82.10;82.10
Sep 8, 2023 4:00 AM;Sep 8, 2023 5:00 AM;87.42;78.61;81.44;87.42;87.42;79.23;86.71;71.64;86.31;87.16;22.76;87.54;87.06;-;95.00;86.10;86.70
Sep 8, 2023 5:00 AM;Sep 8, 2023 6:00 AM;93.55;89.92;86.60;93.55;93.55;83.01;91.82;74.17;92.19;93.26;93.26;94.60;93.15;-;95.96;91.91;92.67
Sep 8, 2023 6:00 AM;Sep 8, 2023 7:00 AM;112.89;107.45;106.38;112.89;112.89;103.00;111.26;73.96;112.63;113.16;112.89;110.12;112.75;-;110.10;110.56;112.34
Sep 8, 2023 7:00 AM;Sep 8, 2023 8:00 AM;133.76;126.17;125.67;133.76;133.76;121.50;131.69;74.42;132.46;133.49;133.76;134.19;133.15;-;131.43;131.43;132.46
Sep 8, 2023 8:00 AM;Sep 8, 2023 9:00 AM;122.52;118.71;122.49;122.52;122.76;122.47;122.51;74.93;122.47;121.88;122.76;128.41;122.64;-;127.00;121.91;123.11
Sep 8, 2023 9:00 AM;Sep 8, 2023 10:00 AM;100.18;98.17;100.15;100.17;100.31;100.13;100.17;74.46;100.20;100.31;100.31;103.33;100.32;-;112.30;99.63;100.98
Sep 8, 2023 10:00 AM;Sep 8, 2023 11:00 AM;89.87;87.58;90.14;89.86;89.86;90.40;89.86;72.90;87.17;86.51;89.86;91.62;85.18;-;109.59;86.61;85.92
Sep 8, 2023 11:00 AM;Sep 8, 2023 12:00 PM;82.48;82.10;82.48;82.48;82.48;82.48;82.48;73.75;82.48;82.48;82.48;86.99;82.48;-;108.20;82.48;82.48
Sep 8, 2023 12:00 PM;Sep 8, 2023 1:00 PM;75.10;75.68;77.31;72.71;75.10;77.68;72.71;70.60;75.73;75.45;75.10;84.55;75.54;-;93.14;75.38;76.11
Sep 8, 2023 1:00 PM;Sep 8, 2023 2:00 PM;70.91;71.82;71.33;70.45;70.91;71.40;70.45;68.41;71.03;70.99;70.91;83.17;71.00;-;91.63;70.92;71.17
Sep 8, 2023 2:00 PM;Sep 8, 2023 3:00 PM;72.57;73.27;72.83;72.22;72.57;72.87;72.22;70.12;72.65;72.60;72.57;82.67;72.61;-;95.52;72.65;72.62
Sep 8, 2023 3:00 PM;Sep 8, 2023 4:00 PM;80.23;80.83;80.23;80.23;80.23;80.23;80.23;74.46;80.23;89.31;80.23;83.55;80.23;-;105.98;80.23;80.23
Sep 8, 2023 4:00 PM;Sep 8, 2023 5:00 PM;88.41;88.11;88.41;88.41;88.41;88.41;88.41;76.60;88.41;95.28;88.41;90.06;88.41;-;106.16;88.41;88.41
Sep 8, 2023 5:00 PM;Sep 8, 2023 6:00 PM;107.90;108.90;107.90;107.90;107.90;107.90;107.90;78.83;107.90;147.99;107.90;107.84;107.90;-;107.90;107.90;107.90
Sep 8, 2023 6:00 PM;Sep 8, 2023 7:00 PM;171.82;153.37;162.30;171.82;171.82;130.10;170.28;78.83;165.10;169.82;169.82;127.96;169.21;-;130.10;163.91;167.19
Sep 8, 2023 7:00 PM;Sep 8, 2023 8:00 PM;230.00;198.11;211.65;230.00;230.00;164.05;230.00;78.83;209.52;204.48;223.63;174.64;222.45;-;164.05;212.10;217.84
Sep 8, 2023 8:00 PM;Sep 8, 2023 9:00 PM;195.55;176.77;187.39;195.55;195.55;159.99;194.24;78.81;189.32;193.70;193.70;163.04;193.19;-;159.99;188.48;191.36
Sep 8, 2023 9:00 PM;Sep 8, 2023 10:00 PM;132.08;117.75;132.08;132.08;132.08;132.08;132.08;77.62;132.08;138.85;25.55;128.67;132.08;-;132.08;132.08;132.08
Sep 8, 2023 10:00 PM;Sep 8, 2023 11:00 PM;113.93;100.60;113.93;113.93;113.93;113.93;113.93;75.05;113.93;113.93;11.76;108.32;113.93;-;113.93;113.93;113.93
Sep 8, 2023 11:00 PM;Sep 9, 2023 12:00 AM;105.98;93.87;105.98;105.98;105.98;105.98;105.98;75.02;105.98;105.98;9.73;99.97;105.98;-;105.98;105.98;105.98
Sep 9, 2023 12:00 AM;Sep 9, 2023 1:00 AM;105.20;94.10;105.20;105.20;105.20;105.20;105.20;76.50;105.20;105.20;11.53;105.48;105.20;-;105.20;105.20;105.20
Sep 9, 2023 1:00 AM;Sep 9, 2023 2:00 AM;102.47;91.68;102.47;102.47;102.47;102.47;102.47;75.59;102.47;102.47;11.15;101.94;102.47;-;102.47;102.47;102.47
Sep 9, 2023 2:00 AM;Sep 9, 2023 3:00 AM;100.01;89.69;100.01;100.01;100.01;100.01;100.01;75.08;100.01;100.01;10.90;100.52;100.01;-;100.01;100.01;100.01
Sep 9, 2023 3:00 AM;Sep 9, 2023 4:00 AM;100.00;89.74;100.00;100.00;100.00;100.00;100.00;75.05;100.00;102.80;10.83;98.51;100.00;-;100.00;100.00;100.00
Sep 9, 2023 4:00 AM;Sep 9, 2023 5:00 AM;100.85;88.67;95.94;100.85;100.85;90.15;100.85;75.02;99.47;102.85;10.64;98.40;100.34;-;99.67;99.14;99.85
Sep 9, 2023 5:00 AM;Sep 9, 2023 6:00 AM;101.33;88.11;92.50;99.80;101.33;87.34;99.80;75.02;100.55;103.01;8.76;100.22;100.92;-;100.00;99.56;100.38
Sep 9, 2023 6:00 AM;Sep 9, 2023 7:00 AM;103.83;92.44;103.45;103.83;103.83;102.99;103.83;75.02;103.75;103.79;10.01;102.56;103.74;-;103.74;103.70;103.74
Sep 9, 2023 7:00 AM;Sep 9, 2023 8:00 AM;104.04;92.64;103.38;104.04;104.04;102.60;104.04;75.47;103.89;103.97;10.55;103.11;103.92;-;103.89;103.84;103.89
Sep 9, 2023 8:00 AM;Sep 9, 2023 9:00 AM;96.09;87.50;96.09;96.09;96.09;96.09;96.09;77.43;96.09;102.89;12.52;97.03;96.09;-;104.76;96.09;96.09
Sep 9, 2023 9:00 AM;Sep 9, 2023 10:00 AM;89.77;83.08;89.77;89.77;89.77;89.77;89.77;78.25;89.77;102.85;15.28;89.15;89.77;-;99.16;89.77;89.77
Sep 9, 2023 10:00 AM;Sep 9, 2023 11:00 AM;78.79;73.31;79.02;78.79;78.79;79.64;78.79;67.76;84.27;97.51;16.65;79.92;65.30;-;98.61;68.54;64.44
Sep 9, 2023 11:00 AM;Sep 9, 2023 12:00 PM;65.53;63.31;65.53;65.53;65.53;65.53;65.53;63.06;65.53;90.60;16.25;67.74;65.53;-;89.20;65.53;65.53
Sep 9, 2023 12:00 PM;Sep 9, 2023 1:00 PM;20.52;33.20;37.82;15.05;15.05;62.98;-2.16;30.21;43.89;86.43;15.05;42.10;18.83;-;87.83;27.98;21.59
Sep 9, 2023 1:00 PM;Sep 9, 2023 2:00 PM;5.19;18.99;21.69;5.19;10.66;32.01;-8.09;5.35;11.34;86.55;10.66;25.25;8.24;-;65.30;11.39;9.33
Sep 9, 2023 2:00 PM;Sep 9, 2023 3:00 PM;10.39;21.48;17.08;10.39;11.68;26.32;2.15;13.42;14.10;88.96;11.68;28.26;12.22;-;52.23;14.13;12.88
Sep 9, 2023 3:00 PM;Sep 9, 2023 4:00 PM;57.89;58.15;57.89;56.60;56.60;57.89;57.89;63.09;57.89;102.80;13.31;57.85;57.89;-;57.89;57.89;57.89
Sep 9, 2023 4:00 PM;Sep 9, 2023 5:00 PM;78.80;74.23;78.80;78.80;78.80;78.80;78.80;70.30;78.80;103.38;13.51;77.74;78.80;-;83.67;78.80;78.80
Sep 9, 2023 5:00 PM;Sep 9, 2023 6:00 PM;97.75;89.72;95.63;97.38;97.75;94.54;97.38;79.81;97.36;117.06;13.42;98.97;97.65;-;99.46;97.28;97.52
Sep 9, 2023 6:00 PM;Sep 9, 2023 7:00 PM;121.30;107.19;118.20;121.30;121.30;116.63;120.59;79.93;120.73;134.47;12.34;112.50;121.15;-;120.60;120.60;120.96
Sep 9, 2023 7:00 PM;Sep 9, 2023 8:00 PM;154.21;129.33;144.57;154.21;154.21;139.82;152.00;80.96;152.41;153.90;10.11;126.76;153.70;-;151.91;151.91;153.03
Sep 9, 2023 8:00 PM;Sep 9, 2023 9:00 PM;156.51;131.11;152.80;156.51;156.51;137.67;157.49;80.97;152.36;156.02;3.10;133.05;155.71;-;152.36;152.73;154.72
Sep 9, 2023 9:00 PM;Sep 9, 2023 10:00 PM;131.78;114.30;131.78;131.78;131.78;131.78;131.78;80.97;131.78;131.78;1.93;120.18;131.78;-;131.78;131.78;131.78
Sep 9, 2023 10:00 PM;Sep 9, 2023 11:00 PM;110.90;98.13;110.90;110.90;110.90;110.90;110.90;79.87;110.90;110.90;0.87;111.44;110.90;-;110.90;110.90;110.90
Sep 9, 2023 11:00 PM;Sep 10, 2023 12:00 AM;103.16;91.70;103.16;103.16;103.16;103.16;103.16;79.35;103.16;103.16;-0.36;104.41;103.16;-;103.16;103.16;103.16
Sep 10, 2023 12:00 AM;Sep 10, 2023 1:00 AM;105.85;92.79;105.85;105.85;105.85;105.85;105.85;75.44;105.85;105.85;-2.02;100.51;105.85;-;112.08;105.85;105.85
Sep 10, 2023 1:00 AM;Sep 10, 2023 2:00 AM;104.33;90.88;103.44;104.33;104.33;99.88;104.56;75.09;103.64;103.96;-1.79;98.15;104.04;-;109.18;103.48;103.82
Sep 10, 2023 2:00 AM;Sep 10, 2023 3:00 AM;103.63;89.81;101.98;103.63;103.63;95.81;103.70;75.08;102.56;103.37;-1.16;96.10;103.18;-;107.56;102.23;102.83
Sep 10, 2023 3:00 AM;Sep 10, 2023 4:00 AM;100.79;87.39;98.60;100.79;100.79;89.85;101.42;75.07;99.36;100.28;-0.39;95.43;100.12;-;106.95;99.00;99.51
Sep 10, 2023 4:00 AM;Sep 10, 2023 5:00 AM;96.81;82.12;90.63;96.81;96.81;67.93;97.63;75.07;92.98;95.60;0.54;94.10;95.23;-;107.60;92.36;93.67
Sep 10, 2023 5:00 AM;Sep 10, 2023 6:00 AM;98.72;84.52;92.20;98.72;98.72;79.74;98.72;75.07;96.57;97.86;0.42;94.22;97.53;-;107.61;95.71;96.57
Sep 10, 2023 6:00 AM;Sep 10, 2023 7:00 AM;99.35;85.91;93.23;99.35;99.35;85.87;99.35;75.07;97.87;98.71;2.24;95.95;98.01;-;105.56;96.70;97.87
Sep 10, 2023 7:00 AM;Sep 10, 2023 8:00 AM;97.25;86.11;95.65;97.25;97.25;91.31;97.98;77.49;96.33;97.11;4.94;95.05;96.87;-;109.65;95.82;96.79
Sep 10, 2023 8:00 AM;Sep 10, 2023 9:00 AM;93.35;82.91;91.65;93.35;93.35;87.06;94.11;73.24;92.31;93.27;10.16;90.48;93.02;-;105.56;91.88;92.98
Sep 10, 2023 9:00 AM;Sep 10, 2023 10:00 AM;89.06;74.23;88.66;89.06;89.06;87.91;89.13;64.72;79.96;52.70;11.28;81.80;82.29;-;94.81;75.37;80.31
Sep 10, 2023 10:00 AM;Sep 10, 2023 11:00 AM;56.08;52.14;56.02;56.08;56.08;55.99;56.04;61.91;55.99;48.24;11.58;60.89;54.73;-;96.11;54.83;53.95
Sep 10, 2023 11:00 AM;Sep 10, 2023 12:00 PM;18.00;22.15;18.00;18.00;18.00;18.00;18.00;51.19;18.00;18.00;11.49;36.93;18.00;-;105.56;18.00;18.00
Sep 10, 2023 12:00 PM;Sep 10, 2023 1:00 PM;8.28;8.95;8.28;8.28;8.28;8.28;8.28;8.52;8.28;8.28;8.28;15.37;8.28;-;105.56;8.28;8.28
Sep 10, 2023 1:00 PM;Sep 10, 2023 2:00 PM;0.03;1.44;0.03;0.03;1.92;0.03;0.03;1.71;0.03;4.68;1.92;5.48;0.03;-;95.30;0.03;0.03
Sep 10, 2023 2:00 PM;Sep 10, 2023 3:00 PM;0.00;5.71;0.00;0.00;5.48;0.00;0.00;36.13;0.00;7.65;5.48;8.08;0.00;-;85.52;0.00;0.00
Sep 10, 2023 3:00 PM;Sep 10, 2023 4:00 PM;26.33;29.99;26.38;26.33;20.85;26.44;26.33;60.03;26.59;45.96;14.15;30.71;26.12;-;84.08;27.57;25.55
Sep 10, 2023 4:00 PM;Sep 10, 2023 5:00 PM;79.00;74.22;79.00;79.00;79.00;79.00;79.00;63.98;79.00;103.52;17.13;78.84;79.00;-;90.50;79.00;79.00
Sep 10, 2023 5:00 PM;Sep 10, 2023 6:00 PM;100.24;89.81;98.86;100.24;100.24;97.06;100.24;69.91;99.92;100.21;24.07;96.98;100.16;-;103.08;99.81;100.06
Sep 10, 2023 6:00 PM;Sep 10, 2023 7:00 PM;121.19;107.74;119.97;121.19;121.19;115.74;121.19;75.81;120.45;130.46;25.96;112.36;120.85;-;120.30;120.30;120.70
Sep 10, 2023 7:00 PM;Sep 10, 2023 8:00 PM;150.60;127.58;140.62;150.60;150.60;121.04;150.60;76.09;147.84;152.15;40.20;123.80;149.80;-;146.50;146.50;149.03
Sep 10, 2023 8:00 PM;Sep 10, 2023 9:00 PM;151.90;129.20;146.96;151.90;151.90;129.94;151.90;76.44;148.77;152.19;27.62;132.48;151.09;-;148.44;148.44;150.28
Sep 10, 2023 9:00 PM;Sep 10, 2023 10:00 PM;131.57;115.91;131.57;131.57;131.57;131.57;131.57;75.97;131.57;131.57;19.94;126.58;131.57;-;131.57;131.57;131.57
Sep 10, 2023 10:00 PM;Sep 10, 2023 11:00 PM;113.93;101.36;113.93;113.93;113.93;113.93;113.93;74.95;113.93;113.93;15.94;112.58;113.93;-;113.93;113.93;113.93
Sep 10, 2023 11:00 PM;Sep 11, 2023 12:00 AM;100.86;90.86;100.86;100.86;100.86;100.86;100.86;73.55;100.86;100.86;15.15;103.92;100.86;-;106.90;100.86;100.86
Sep 11, 2023 12:00 AM;Sep 11, 2023 1:00 AM;105.00;93.67;105.00;105.00;105.00;105.00;105.00;75.09;105.00;105.00;15.30;99.93;105.00;-;110.00;105.00;105.00
Sep 11, 2023 1:00 AM;Sep 11, 2023 2:00 AM;97.38;88.04;96.49;97.38;97.38;96.03;97.22;75.01;97.24;103.90;15.39;95.10;97.33;-;105.00;97.18;97.27
Sep 11, 2023 2:00 AM;Sep 11, 2023 3:00 AM;96.03;87.48;96.03;96.03;96.03;96.03;96.03;74.10;96.03;103.93;16.15;95.89;96.03;-;97.69;96.03;96.03
Sep 11, 2023 3:00 AM;Sep 11, 2023 4:00 AM;93.05;83.84;87.79;92.07;93.05;85.17;92.07;72.40;91.92;103.89;16.11;95.05;92.70;-;100.46;91.71;92.32
Sep 11, 2023 4:00 AM;Sep 11, 2023 5:00 AM;94.75;82.67;82.45;92.34;94.75;76.29;92.34;70.26;92.11;103.83;15.68;95.45;93.92;-;100.46;91.61;93.02
Sep 11, 2023 5:00 AM;Sep 11, 2023 6:00 AM;104.21;89.72;93.36;101.82;104.21;87.93;101.82;69.97;101.95;103.87;16.98;101.51;103.55;-;110.00;101.51;102.78
Sep 11, 2023 6:00 AM;Sep 11, 2023 7:00 AM;146.61;122.88;103.58;130.26;146.61;91.30;130.26;68.95;142.75;145.64;130.26;117.04;145.06;-;123.17;138.95;142.75
Sep 11, 2023 7:00 AM;Sep 11, 2023 8:00 AM;179.21;155.29;146.61;172.80;179.21;129.16;172.80;71.68;178.52;178.53;179.21;121.73;177.94;-;152.08;172.70;176.17
Sep 11, 2023 8:00 AM;Sep 11, 2023 9:00 AM;136.44;129.53;136.44;136.44;136.44;136.44;136.44;74.69;136.44;136.44;136.44;122.18;136.44;-;136.44;136.44;136.44
Sep 11, 2023 9:00 AM;Sep 11, 2023 10:00 AM;113.00;108.67;113.00;113.00;113.00;113.00;113.00;71.69;113.00;108.64;113.00;111.05;113.00;-;115.00;113.00;113.00
Sep 11, 2023 10:00 AM;Sep 11, 2023 11:00 AM;95.16;93.37;95.16;95.16;95.16;95.16;95.16;69.93;95.16;99.81;95.16;96.01;95.16;-;110.00;95.16;95.16
Sep 11, 2023 11:00 AM;Sep 11, 2023 12:00 PM;89.17;88.32;99.00;78.26;89.17;96.89;78.26;69.97;91.09;97.71;89.17;91.72;90.23;-;106.14;91.28;90.62
Sep 11, 2023 12:00 PM;Sep 11, 2023 1:00 PM;87.67;87.50;92.92;79.97;87.67;93.97;79.97;71.69;89.21;102.23;87.67;88.72;88.52;-;98.23;89.37;88.83
Sep 11, 2023 1:00 PM;Sep 11, 2023 2:00 PM;86.45;86.97;88.05;84.70;86.45;88.46;84.70;75.03;85.85;103.83;84.70;88.33;86.56;-;100.70;89.79;86.86
Sep 11, 2023 2:00 PM;Sep 11, 2023 3:00 PM;89.00;88.49;89.80;85.50;89.00;90.00;87.86;75.20;88.69;103.90;85.50;88.90;89.05;-;102.87;90.70;89.21
Sep 11, 2023 3:00 PM;Sep 11, 2023 4:00 PM;92.53;91.93;92.53;92.53;92.53;92.53;92.53;76.45;92.53;104.05;92.53;90.47;92.53;-;112.52;92.53;92.53
