Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Sep 3, 2023 1:00 AM;Sep 3, 2023 2:00 AM;22,375.37;2,801.25;797.00;2,004.25;0.00;19,574.12
Sep 3, 2023 2:00 AM;Sep 3, 2023 3:00 AM;22,255.74;2,934.50;821.25;2,113.25;0.00;19,321.24
Sep 3, 2023 3:00 AM;Sep 3, 2023 4:00 AM;22,336.75;3,082.25;831.00;2,251.25;0.00;19,254.50
Sep 3, 2023 4:00 AM;Sep 3, 2023 5:00 AM;22,819.68;3,354.25;938.00;2,416.25;0.00;19,465.43
Sep 3, 2023 5:00 AM;Sep 3, 2023 6:00 AM;23,276.15;3,744.50;1,127.00;2,617.50;0.00;19,531.65
Sep 3, 2023 6:00 AM;Sep 3, 2023 7:00 AM;25,949.72;4,106.25;1,223.25;2,779.50;103.50;21,843.47
Sep 3, 2023 7:00 AM;Sep 3, 2023 8:00 AM;30,145.11;6,127.00;1,197.50;2,670.50;2,259.00;24,018.11
Sep 3, 2023 8:00 AM;Sep 3, 2023 9:00 AM;35,792.44;10,907.25;1,152.00;2,154.00;7,601.25;24,885.19
Sep 3, 2023 9:00 AM;Sep 3, 2023 10:00 AM;41,697.26;17,354.75;1,071.50;1,662.00;14,621.25;24,342.51
Sep 3, 2023 10:00 AM;Sep 3, 2023 11:00 AM;47,046.39;24,207.00;1,008.75;1,705.50;21,492.75;22,839.39
Sep 3, 2023 11:00 AM;Sep 3, 2023 12:00 PM;49,702.44;29,326.75;1,019.00;1,936.75;26,371.00;20,375.69
Sep 3, 2023 12:00 PM;Sep 3, 2023 1:00 PM;49,900.29;32,457.25;1,124.25;2,214.25;29,118.75;17,443.04
Sep 3, 2023 1:00 PM;Sep 3, 2023 2:00 PM;47,848.59;33,626.50;1,258.75;2,635.25;29,732.50;14,222.09
Sep 3, 2023 2:00 PM;Sep 3, 2023 3:00 PM;44,415.17;32,980.00;1,321.25;3,145.50;28,513.25;11,435.17
Sep 3, 2023 3:00 PM;Sep 3, 2023 4:00 PM;39,602.06;29,748.00;1,301.25;3,383.75;25,063.00;9,854.06
Sep 3, 2023 4:00 PM;Sep 3, 2023 5:00 PM;35,695.64;24,182.50;1,209.25;3,312.00;19,661.25;11,513.14
Sep 3, 2023 5:00 PM;Sep 3, 2023 6:00 PM;32,413.57;16,491.75;1,089.00;2,942.25;12,460.50;15,921.82
Sep 3, 2023 6:00 PM;Sep 3, 2023 7:00 PM;31,325.34;8,661.25;996.50;2,477.75;5,187.00;22,664.09
Sep 3, 2023 7:00 PM;Sep 3, 2023 8:00 PM;31,522.35;4,283.75;914.25;2,376.75;992.75;27,238.60
Sep 3, 2023 8:00 PM;Sep 3, 2023 9:00 PM;30,218.84;3,329.50;833.25;2,475.75;20.50;26,889.34
Sep 3, 2023 9:00 PM;Sep 3, 2023 10:00 PM;29,457.71;3,536.75;774.50;2,762.25;0.00;25,920.96
Sep 3, 2023 10:00 PM;Sep 3, 2023 11:00 PM;28,189.19;3,803.25;742.25;3,061.00;0.00;24,385.94
Sep 3, 2023 11:00 PM;Sep 4, 2023 12:00 AM;27,631.02;3,999.75;741.75;3,258.00;0.00;23,631.27
Sep 4, 2023 12:00 AM;Sep 4, 2023 1:00 AM;26,673.54;4,434.75;694.25;3,740.50;0.00;22,238.79
Sep 4, 2023 1:00 AM;Sep 4, 2023 2:00 AM;26,115.66;4,475.00;722.75;3,752.25;0.00;21,640.66
Sep 4, 2023 2:00 AM;Sep 4, 2023 3:00 AM;26,184.60;4,653.25;722.75;3,930.50;0.00;21,531.35
Sep 4, 2023 3:00 AM;Sep 4, 2023 4:00 AM;26,707.19;4,698.25;705.50;3,992.75;0.00;22,008.94
Sep 4, 2023 4:00 AM;Sep 4, 2023 5:00 AM;28,804.62;4,766.25;686.50;4,079.75;0.00;24,038.37
Sep 4, 2023 5:00 AM;Sep 4, 2023 6:00 AM;32,486.35;4,856.25;647.50;4,208.75;0.00;27,630.10
Sep 4, 2023 6:00 AM;Sep 4, 2023 7:00 AM;38,773.83;5,132.00;611.75;4,401.75;118.50;33,641.83
Sep 4, 2023 7:00 AM;Sep 4, 2023 8:00 AM;44,349.65;8,308.75;581.25;4,638.75;3,088.75;36,040.90
Sep 4, 2023 8:00 AM;Sep 4, 2023 9:00 AM;50,785.93;16,195.25;547.25;4,545.25;11,102.75;34,590.68
Sep 4, 2023 9:00 AM;Sep 4, 2023 10:00 AM;55,213.46;25,213.75;523.75;3,601.25;21,088.75;29,999.71
Sep 4, 2023 10:00 AM;Sep 4, 2023 11:00 AM;59,155.97;32,831.50;507.75;2,589.25;29,734.50;26,324.47
Sep 4, 2023 11:00 AM;Sep 4, 2023 12:00 PM;61,088.87;38,320.50;463.75;2,335.00;35,521.75;22,768.37
Sep 4, 2023 12:00 PM;Sep 4, 2023 1:00 PM;61,045.85;41,315.00;399.75;2,338.25;38,577.00;19,730.85
Sep 4, 2023 1:00 PM;Sep 4, 2023 2:00 PM;58,330.92;41,754.25;342.00;2,371.00;39,041.25;16,576.67
Sep 4, 2023 2:00 PM;Sep 4, 2023 3:00 PM;54,307.12;39,907.25;315.50;2,546.00;37,045.75;14,399.87
Sep 4, 2023 3:00 PM;Sep 4, 2023 4:00 PM;49,620.52;35,568.00;318.75;2,727.25;32,522.00;14,052.52
Sep 4, 2023 4:00 PM;Sep 4, 2023 5:00 PM;45,235.89;28,653.50;338.25;2,923.25;25,392.00;16,582.39
Sep 4, 2023 5:00 PM;Sep 4, 2023 6:00 PM;41,727.46;19,401.75;355.50;3,196.75;15,849.50;22,325.71
Sep 4, 2023 6:00 PM;Sep 4, 2023 7:00 PM;41,282.98;10,372.50;366.75;3,762.75;6,243.00;30,910.48
Sep 4, 2023 7:00 PM;Sep 4, 2023 8:00 PM;42,261.43;6,480.50;392.50;5,026.25;1,061.75;35,780.93
Sep 4, 2023 8:00 PM;Sep 4, 2023 9:00 PM;41,254.26;7,187.50;417.25;6,743.75;26.50;34,066.76
Sep 4, 2023 9:00 PM;Sep 4, 2023 10:00 PM;40,274.39;8,897.25;456.50;8,440.75;0.00;31,377.14
Sep 4, 2023 10:00 PM;Sep 4, 2023 11:00 PM;37,206.98;10,105.50;492.25;9,613.25;0.00;27,101.48
Sep 4, 2023 11:00 PM;Sep 5, 2023 12:00 AM;35,578.66;10,783.75;466.00;10,317.75;0.00;24,794.91
Sep 5, 2023 12:00 AM;Sep 5, 2023 1:00 AM;34,361.24;11,912.00;483.75;11,428.25;0.00;22,449.24
Sep 5, 2023 1:00 AM;Sep 5, 2023 2:00 AM;33,451.65;11,819.75;433.75;11,386.00;0.00;21,631.90
Sep 5, 2023 2:00 AM;Sep 5, 2023 3:00 AM;32,836.60;11,393.25;360.00;11,033.25;0.00;21,443.35
Sep 5, 2023 3:00 AM;Sep 5, 2023 4:00 AM;32,878.16;10,805.50;285.25;10,520.25;0.00;22,072.66
Sep 5, 2023 4:00 AM;Sep 5, 2023 5:00 AM;34,915.74;10,237.25;224.00;10,013.25;0.00;24,678.49
Sep 5, 2023 5:00 AM;Sep 5, 2023 6:00 AM;38,044.54;9,820.25;187.00;9,633.25;0.00;28,224.29
Sep 5, 2023 6:00 AM;Sep 5, 2023 7:00 AM;43,205.23;9,730.75;167.00;9,460.75;103.00;33,474.48
Sep 5, 2023 7:00 AM;Sep 5, 2023 8:00 AM;48,625.52;12,434.75;160.00;9,155.50;3,119.25;36,190.77
Sep 5, 2023 8:00 AM;Sep 5, 2023 9:00 AM;54,154.48;19,600.25;154.25;8,053.75;11,392.25;34,554.23
Sep 5, 2023 9:00 AM;Sep 5, 2023 10:00 AM;56,396.39;27,238.50;150.75;5,766.00;21,321.75;29,157.89
Sep 5, 2023 10:00 AM;Sep 5, 2023 11:00 AM;60,699.78;33,834.50;147.25;3,961.75;29,725.50;26,865.28
Sep 5, 2023 11:00 AM;Sep 5, 2023 12:00 PM;63,005.54;38,669.00;148.25;3,229.25;35,291.50;24,336.54
Sep 5, 2023 12:00 PM;Sep 5, 2023 1:00 PM;62,319.20;41,161.75;169.50;2,800.00;38,192.25;21,157.45
Sep 5, 2023 1:00 PM;Sep 5, 2023 2:00 PM;59,622.31;41,406.75;221.50;2,521.00;38,664.25;18,215.56
Sep 5, 2023 2:00 PM;Sep 5, 2023 3:00 PM;55,066.04;39,384.00;284.50;2,381.25;36,718.25;15,682.04
Sep 5, 2023 3:00 PM;Sep 5, 2023 4:00 PM;50,144.47;34,886.00;343.75;2,271.75;32,270.50;15,258.47
Sep 5, 2023 4:00 PM;Sep 5, 2023 5:00 PM;45,793.06;27,821.25;386.00;2,234.25;25,201.00;17,971.81
Sep 5, 2023 5:00 PM;Sep 5, 2023 6:00 PM;42,302.97;18,468.75;462.25;2,311.25;15,695.25;23,834.22
Sep 5, 2023 6:00 PM;Sep 5, 2023 7:00 PM;42,132.39;9,508.75;611.25;2,824.00;6,073.50;32,623.64
Sep 5, 2023 7:00 PM;Sep 5, 2023 8:00 PM;43,058.53;5,922.50;849.50;4,108.25;964.75;37,136.03
Sep 5, 2023 8:00 PM;Sep 5, 2023 9:00 PM;42,266.20;6,768.50;1,134.50;5,620.00;14.00;35,497.70
Sep 5, 2023 9:00 PM;Sep 5, 2023 10:00 PM;40,679.14;8,339.50;1,319.00;7,020.50;0.00;32,339.64
Sep 5, 2023 10:00 PM;Sep 5, 2023 11:00 PM;37,493.32;9,127.00;1,355.00;7,772.00;0.00;28,366.32
Sep 5, 2023 11:00 PM;Sep 6, 2023 12:00 AM;35,130.37;8,977.75;1,295.75;7,682.00;0.00;26,152.62
Sep 6, 2023 12:00 AM;Sep 6, 2023 1:00 AM;32,395.77;8,178.75;1,232.50;6,946.25;0.00;24,217.02
Sep 6, 2023 1:00 AM;Sep 6, 2023 2:00 AM;30,003.11;7,252.00;1,201.25;6,050.75;0.00;22,751.11
Sep 6, 2023 2:00 AM;Sep 6, 2023 3:00 AM;29,135.19;6,539.25;1,173.00;5,366.25;0.00;22,595.94
Sep 6, 2023 3:00 AM;Sep 6, 2023 4:00 AM;29,691.89;5,651.50;1,183.75;4,467.75;0.00;24,040.39
Sep 6, 2023 4:00 AM;Sep 6, 2023 5:00 AM;33,117.67;4,851.25;1,227.50;3,623.75;0.00;28,266.42
Sep 6, 2023 5:00 AM;Sep 6, 2023 6:00 AM;36,534.21;4,341.50;1,227.50;3,114.00;0.00;32,192.71
Sep 6, 2023 6:00 AM;Sep 6, 2023 7:00 AM;41,730.63;4,210.25;1,176.75;2,949.25;84.25;37,520.38
Sep 6, 2023 7:00 AM;Sep 6, 2023 8:00 AM;47,968.10;7,220.25;1,112.50;3,041.75;3,066.00;40,747.85
Sep 6, 2023 8:00 AM;Sep 6, 2023 9:00 AM;54,901.44;15,504.75;1,052.25;3,058.25;11,394.25;39,396.69
Sep 6, 2023 9:00 AM;Sep 6, 2023 10:00 AM;56,345.97;24,843.50;997.75;2,254.25;21,591.50;31,502.47
Sep 6, 2023 10:00 AM;Sep 6, 2023 11:00 AM;60,066.04;32,458.75;960.25;1,410.50;30,088.00;27,607.29
Sep 6, 2023 11:00 AM;Sep 6, 2023 12:00 PM;62,787.98;38,053.75;953.25;1,295.50;35,805.00;24,734.23
Sep 6, 2023 12:00 PM;Sep 6, 2023 1:00 PM;62,550.83;41,281.50;953.00;1,495.25;38,833.25;21,269.33
Sep 6, 2023 1:00 PM;Sep 6, 2023 2:00 PM;60,192.37;41,987.25;932.00;1,794.75;39,260.50;18,205.12
Sep 6, 2023 2:00 PM;Sep 6, 2023 3:00 PM;55,885.37;40,328.75;902.75;2,166.25;37,259.75;15,556.62
Sep 6, 2023 3:00 PM;Sep 6, 2023 4:00 PM;50,601.99;36,006.75;848.00;2,395.50;32,763.25;14,595.24
Sep 6, 2023 4:00 PM;Sep 6, 2023 5:00 PM;47,121.63;29,010.00;772.50;2,673.00;25,564.50;18,111.63
Sep 6, 2023 5:00 PM;Sep 6, 2023 6:00 PM;44,734.83;19,841.25;723.50;3,149.00;15,968.75;24,893.58
Sep 6, 2023 6:00 PM;Sep 6, 2023 7:00 PM;43,703.54;11,301.75;764.25;4,237.75;6,299.75;32,401.79
Sep 6, 2023 7:00 PM;Sep 6, 2023 8:00 PM;45,617.43;8,391.00;969.75;6,439.25;982.00;37,226.43
Sep 6, 2023 8:00 PM;Sep 6, 2023 9:00 PM;45,724.75;10,167.00;1,229.25;8,923.25;14.50;35,557.75
Sep 6, 2023 9:00 PM;Sep 6, 2023 10:00 PM;44,271.17;12,648.75;1,549.50;11,099.25;0.00;31,622.42
Sep 6, 2023 10:00 PM;Sep 6, 2023 11:00 PM;40,737.99;14,040.25;1,875.75;12,164.50;0.00;26,697.74
Sep 6, 2023 11:00 PM;Sep 7, 2023 12:00 AM;38,266.78;14,344.00;2,059.50;12,284.50;0.00;23,922.78
Sep 7, 2023 12:00 AM;Sep 7, 2023 1:00 AM;34,658.37;13,451.50;2,176.00;11,275.50;0.00;21,206.87
Sep 7, 2023 1:00 AM;Sep 7, 2023 2:00 AM;33,605.58;12,719.75;2,114.50;10,605.25;0.00;20,885.83
Sep 7, 2023 2:00 AM;Sep 7, 2023 3:00 AM;32,583.37;12,080.50;1,977.75;10,102.75;0.00;20,502.87
Sep 7, 2023 3:00 AM;Sep 7, 2023 4:00 AM;32,743.81;11,394.25;1,807.25;9,587.00;0.00;21,349.56
Sep 7, 2023 4:00 AM;Sep 7, 2023 5:00 AM;34,716.12;10,888.75;1,680.50;9,208.25;0.00;23,827.37
Sep 7, 2023 5:00 AM;Sep 7, 2023 6:00 AM;38,739.71;10,621.00;1,629.50;8,991.50;0.00;28,118.71
Sep 7, 2023 6:00 AM;Sep 7, 2023 7:00 AM;43,922.06;10,890.50;1,665.50;9,156.25;68.75;33,031.56
Sep 7, 2023 7:00 AM;Sep 7, 2023 8:00 AM;50,877.16;14,181.25;1,771.25;9,459.75;2,950.25;36,695.91
Sep 7, 2023 8:00 AM;Sep 7, 2023 9:00 AM;56,048.01;22,129.75;1,869.00;8,876.00;11,384.75;33,918.26
Sep 7, 2023 9:00 AM;Sep 7, 2023 10:00 AM;59,877.61;29,916.25;1,974.75;6,366.75;21,574.75;29,961.36
Sep 7, 2023 10:00 AM;Sep 7, 2023 11:00 AM;62,744.25;36,032.25;2,085.00;4,100.00;29,847.25;26,712.00
Sep 7, 2023 11:00 AM;Sep 7, 2023 12:00 PM;65,021.32;41,490.50;2,144.50;3,905.50;35,440.50;23,530.82
Sep 7, 2023 12:00 PM;Sep 7, 2023 1:00 PM;65,506.60;45,121.75;2,157.50;4,557.50;38,406.75;20,384.85
Sep 7, 2023 1:00 PM;Sep 7, 2023 2:00 PM;63,463.94;46,257.25;2,183.75;5,214.75;38,858.75;17,206.69
Sep 7, 2023 2:00 PM;Sep 7, 2023 3:00 PM;60,463.90;45,130.75;2,291.25;5,984.75;36,854.75;15,333.15
Sep 7, 2023 3:00 PM;Sep 7, 2023 4:00 PM;55,978.82;41,484.50;2,483.75;6,608.00;32,392.75;14,494.32
Sep 7, 2023 4:00 PM;Sep 7, 2023 5:00 PM;53,176.80;35,401.25;2,809.25;7,290.75;25,301.25;17,775.55
Sep 7, 2023 5:00 PM;Sep 7, 2023 6:00 PM;50,378.81;27,060.00;3,193.25;8,111.75;15,755.00;23,318.81
Sep 7, 2023 6:00 PM;Sep 7, 2023 7:00 PM;51,427.24;18,928.50;3,517.75;9,568.25;5,842.50;32,498.74
Sep 7, 2023 7:00 PM;Sep 7, 2023 8:00 PM;53,338.50;16,895.50;3,668.75;12,426.50;800.25;36,443.00
Sep 7, 2023 8:00 PM;Sep 7, 2023 9:00 PM;52,660.36;18,753.00;3,732.00;15,009.25;11.75;33,907.36
Sep 7, 2023 9:00 PM;Sep 7, 2023 10:00 PM;49,288.11;20,149.75;3,758.50;16,391.25;0.00;29,138.36
Sep 7, 2023 10:00 PM;Sep 7, 2023 11:00 PM;45,478.46;20,020.50;3,745.75;16,274.75;0.00;25,457.96
Sep 7, 2023 11:00 PM;Sep 8, 2023 12:00 AM;40,654.61;19,004.50;3,628.00;15,376.50;0.00;21,650.11
Sep 8, 2023 12:00 AM;Sep 8, 2023 1:00 AM;38,039.81;17,221.50;3,450.75;13,770.75;0.00;20,818.31
Sep 8, 2023 1:00 AM;Sep 8, 2023 2:00 AM;35,499.11;15,774.50;3,269.50;12,505.00;0.00;19,724.61
Sep 8, 2023 2:00 AM;Sep 8, 2023 3:00 AM;33,687.56;14,552.25;2,982.75;11,569.50;0.00;19,135.31
Sep 8, 2023 3:00 AM;Sep 8, 2023 4:00 AM;33,442.40;13,292.25;2,652.00;10,640.25;0.00;20,150.15
Sep 8, 2023 4:00 AM;Sep 8, 2023 5:00 AM;35,822.44;12,138.25;2,298.75;9,839.50;0.00;23,684.19
Sep 8, 2023 5:00 AM;Sep 8, 2023 6:00 AM;39,117.08;11,232.75;1,999.75;9,233.00;0.00;27,884.33
Sep 8, 2023 6:00 AM;Sep 8, 2023 7:00 AM;43,995.75;10,613.00;1,777.75;8,784.25;51.00;33,382.75
Sep 8, 2023 7:00 AM;Sep 8, 2023 8:00 AM;48,415.39;12,807.75;1,639.25;8,262.00;2,906.50;35,607.64
Sep 8, 2023 8:00 AM;Sep 8, 2023 9:00 AM;53,835.44;19,754.00;1,533.75;6,866.75;11,353.50;34,081.44
Sep 8, 2023 9:00 AM;Sep 8, 2023 10:00 AM;57,127.26;27,029.75;1,375.75;4,124.50;21,529.50;30,097.51
Sep 8, 2023 10:00 AM;Sep 8, 2023 11:00 AM;60,216.77;33,451.50;1,163.75;2,373.50;29,914.25;26,765.27
Sep 8, 2023 11:00 AM;Sep 8, 2023 12:00 PM;61,742.40;38,357.25;940.75;1,993.00;35,423.50;23,385.15
Sep 8, 2023 12:00 PM;Sep 8, 2023 1:00 PM;61,250.28;41,106.75;749.25;2,036.00;38,321.50;20,143.53
Sep 8, 2023 1:00 PM;Sep 8, 2023 2:00 PM;58,794.06;41,422.50;586.25;2,078.75;38,757.50;17,371.56
Sep 8, 2023 2:00 PM;Sep 8, 2023 3:00 PM;55,297.01;39,411.25;479.25;2,088.75;36,843.25;15,885.76
Sep 8, 2023 3:00 PM;Sep 8, 2023 4:00 PM;49,480.51;34,684.75;434.50;1,937.75;32,312.50;14,795.76
Sep 8, 2023 4:00 PM;Sep 8, 2023 5:00 PM;45,737.68;27,326.25;422.50;1,784.00;25,119.75;18,411.43
Sep 8, 2023 5:00 PM;Sep 8, 2023 6:00 PM;43,407.72;17,728.50;454.25;1,762.00;15,512.25;25,679.22
Sep 8, 2023 6:00 PM;Sep 8, 2023 7:00 PM;41,262.22;8,582.50;532.50;2,208.25;5,841.75;32,679.72
Sep 8, 2023 7:00 PM;Sep 8, 2023 8:00 PM;41,440.91;4,828.75;630.25;3,449.25;749.25;36,612.16
Sep 8, 2023 8:00 PM;Sep 8, 2023 9:00 PM;40,294.62;5,429.75;705.25;4,713.50;11.00;34,864.87
Sep 8, 2023 9:00 PM;Sep 8, 2023 10:00 PM;38,663.35;6,429.75;745.00;5,684.75;0.00;32,233.60
Sep 8, 2023 10:00 PM;Sep 8, 2023 11:00 PM;35,880.25;6,954.75;781.75;6,173.00;0.00;28,925.50
Sep 8, 2023 11:00 PM;Sep 9, 2023 12:00 AM;32,435.63;6,939.75;781.50;6,158.25;0.00;25,495.88
Sep 9, 2023 12:00 AM;Sep 9, 2023 1:00 AM;29,548.12;6,188.25;649.75;5,538.50;0.00;23,359.87
Sep 9, 2023 1:00 AM;Sep 9, 2023 2:00 AM;28,579.80;5,530.00;522.00;5,008.00;0.00;23,049.80
Sep 9, 2023 2:00 AM;Sep 9, 2023 3:00 AM;27,775.00;4,876.00;401.00;4,475.00;0.00;22,899.00
Sep 9, 2023 3:00 AM;Sep 9, 2023 4:00 AM;27,022.09;4,125.50;329.75;3,795.75;0.00;22,896.59
Sep 9, 2023 4:00 AM;Sep 9, 2023 5:00 AM;26,970.95;3,497.25;294.50;3,202.75;0.00;23,473.70
Sep 9, 2023 5:00 AM;Sep 9, 2023 6:00 AM;27,465.21;3,094.50;278.75;2,815.75;0.00;24,370.71
Sep 9, 2023 6:00 AM;Sep 9, 2023 7:00 AM;30,223.64;2,988.75;289.25;2,661.00;38.50;27,234.89
Sep 9, 2023 7:00 AM;Sep 9, 2023 8:00 AM;36,472.77;5,621.75;285.50;2,651.50;2,684.75;30,851.02
Sep 9, 2023 8:00 AM;Sep 9, 2023 9:00 AM;43,073.32;13,513.00;274.75;2,421.25;10,817.00;29,560.32
Sep 9, 2023 9:00 AM;Sep 9, 2023 10:00 AM;49,579.88;22,682.25;272.50;1,571.25;20,838.50;26,897.63
Sep 9, 2023 10:00 AM;Sep 9, 2023 11:00 AM;54,135.89;30,222.00;275.25;732.75;29,214.00;23,913.89
Sep 9, 2023 11:00 AM;Sep 9, 2023 12:00 PM;55,964.81;35,644.25;268.50;602.75;34,773.00;20,320.56
Sep 9, 2023 12:00 PM;Sep 9, 2023 1:00 PM;55,436.99;38,535.50;257.25;727.00;37,551.25;16,901.49
Sep 9, 2023 1:00 PM;Sep 9, 2023 2:00 PM;52,375.43;38,840.25;248.75;820.75;37,770.75;13,535.18
Sep 9, 2023 2:00 PM;Sep 9, 2023 3:00 PM;47,962.28;36,696.75;239.25;813.50;35,644.00;11,265.53
Sep 9, 2023 3:00 PM;Sep 9, 2023 4:00 PM;42,477.58;31,973.00;228.00;692.75;31,052.25;10,504.58
Sep 9, 2023 4:00 PM;Sep 9, 2023 5:00 PM;37,909.93;24,798.75;222.50;603.50;23,972.75;13,111.18
Sep 9, 2023 5:00 PM;Sep 9, 2023 6:00 PM;35,169.29;15,529.00;241.25;614.00;14,673.75;19,640.29
Sep 9, 2023 6:00 PM;Sep 9, 2023 7:00 PM;34,222.57;6,347.50;257.75;792.25;5,297.50;27,875.07
Sep 9, 2023 7:00 PM;Sep 9, 2023 8:00 PM;34,033.47;2,170.00;279.50;1,232.00;658.50;31,863.47
Sep 9, 2023 8:00 PM;Sep 9, 2023 9:00 PM;32,594.06;1,763.75;301.75;1,452.50;9.50;30,830.31
Sep 9, 2023 9:00 PM;Sep 9, 2023 10:00 PM;30,385.63;1,867.25;308.00;1,559.25;0.00;28,518.38
Sep 9, 2023 10:00 PM;Sep 9, 2023 11:00 PM;28,455.13;1,885.50;294.75;1,590.75;0.00;26,569.63
Sep 9, 2023 11:00 PM;Sep 10, 2023 12:00 AM;26,295.50;1,799.75;281.25;1,518.50;0.00;24,495.75
Sep 10, 2023 12:00 AM;Sep 10, 2023 1:00 AM;24,548.17;1,677.25;334.25;1,343.00;0.00;22,870.92
Sep 10, 2023 1:00 AM;Sep 10, 2023 2:00 AM;23,656.16;1,522.50;274.25;1,248.25;0.00;22,133.66
Sep 10, 2023 2:00 AM;Sep 10, 2023 3:00 AM;23,398.67;1,378.00;207.00;1,171.00;0.00;22,020.67
Sep 10, 2023 3:00 AM;Sep 10, 2023 4:00 AM;23,244.83;1,203.50;150.25;1,053.25;0.00;22,041.33
Sep 10, 2023 4:00 AM;Sep 10, 2023 5:00 AM;23,424.63;1,037.75;105.00;932.75;0.00;22,386.88
Sep 10, 2023 5:00 AM;Sep 10, 2023 6:00 AM;23,334.33;880.00;74.75;805.25;0.00;22,454.33
Sep 10, 2023 6:00 AM;Sep 10, 2023 7:00 AM;25,311.02;819.75;63.75;721.50;34.50;24,491.27
Sep 10, 2023 7:00 AM;Sep 10, 2023 8:00 AM;30,066.75;3,263.00;48.25;704.00;2,510.75;26,803.75
Sep 10, 2023 8:00 AM;Sep 10, 2023 9:00 AM;37,910.32;10,821.00;38.75;680.50;10,101.75;27,089.32
Sep 10, 2023 9:00 AM;Sep 10, 2023 10:00 AM;45,456.92;20,277.25;36.50;493.75;19,747.00;25,179.67
Sep 10, 2023 10:00 AM;Sep 10, 2023 11:00 AM;50,599.68;28,444.50;40.25;288.75;28,115.50;22,155.18
Sep 10, 2023 11:00 AM;Sep 10, 2023 12:00 PM;53,448.95;33,986.25;41.75;256.75;33,687.75;19,462.70
Sep 10, 2023 12:00 PM;Sep 10, 2023 1:00 PM;52,540.41;36,713.00;40.50;275.75;36,396.75;15,827.41
Sep 10, 2023 1:00 PM;Sep 10, 2023 2:00 PM;49,924.81;36,842.50;42.25;301.75;36,498.50;13,082.31
Sep 10, 2023 2:00 PM;Sep 10, 2023 3:00 PM;45,286.91;34,738.25;57.75;351.50;34,329.00;10,548.66
Sep 10, 2023 3:00 PM;Sep 10, 2023 4:00 PM;40,352.24;30,303.00;72.25;410.25;29,820.50;10,049.24
Sep 10, 2023 4:00 PM;Sep 10, 2023 5:00 PM;37,369.35;23,533.25;77.75;465.50;22,990.00;13,836.10
Sep 10, 2023 5:00 PM;Sep 10, 2023 6:00 PM;34,421.58;14,554.75;98.75;503.75;13,952.25;19,866.83
Sep 10, 2023 6:00 PM;Sep 10, 2023 7:00 PM;34,862.52;5,670.50;133.25;629.00;4,908.25;29,192.02
Sep 10, 2023 7:00 PM;Sep 10, 2023 8:00 PM;35,159.76;1,734.50;200.00;956.00;578.50;33,425.26
Sep 10, 2023 8:00 PM;Sep 10, 2023 9:00 PM;33,371.44;1,537.25;336.50;1,191.50;9.25;31,834.19
Sep 10, 2023 9:00 PM;Sep 10, 2023 10:00 PM;32,727.24;1,932.00;556.75;1,375.25;0.00;30,795.24
Sep 10, 2023 10:00 PM;Sep 10, 2023 11:00 PM;30,834.68;2,409.25;853.00;1,556.25;0.00;28,425.43
Sep 10, 2023 11:00 PM;Sep 11, 2023 12:00 AM;28,849.50;2,870.75;1,181.25;1,689.50;0.00;25,978.75
Sep 11, 2023 12:00 AM;Sep 11, 2023 1:00 AM;28,622.99;3,319.50;1,906.50;1,413.00;0.00;25,303.49
Sep 11, 2023 1:00 AM;Sep 11, 2023 2:00 AM;28,213.93;3,826.50;2,190.00;1,636.50;0.00;24,387.43
Sep 11, 2023 2:00 AM;Sep 11, 2023 3:00 AM;28,097.65;4,318.00;2,365.50;1,952.50;0.00;23,779.65
Sep 11, 2023 3:00 AM;Sep 11, 2023 4:00 AM;29,315.67;4,567.75;2,456.75;2,111.00;0.00;24,747.92
Sep 11, 2023 4:00 AM;Sep 11, 2023 5:00 AM;32,548.97;4,713.25;2,514.25;2,199.00;0.00;27,835.72
Sep 11, 2023 5:00 AM;Sep 11, 2023 6:00 AM;36,655.88;4,725.50;2,511.00;2,214.50;0.00;31,930.38
Sep 11, 2023 6:00 AM;Sep 11, 2023 7:00 AM;41,403.24;4,722.75;2,488.25;2,211.25;23.25;36,680.49
Sep 11, 2023 7:00 AM;Sep 11, 2023 8:00 AM;47,038.43;6,888.25;2,269.75;2,248.00;2,370.50;40,150.18
Sep 11, 2023 8:00 AM;Sep 11, 2023 9:00 AM;53,684.18;14,452.75;2,199.25;2,267.00;9,986.50;39,231.43
Sep 11, 2023 9:00 AM;Sep 11, 2023 10:00 AM;56,582.05;23,404.75;2,115.50;1,720.00;19,569.25;33,177.30
Sep 11, 2023 10:00 AM;Sep 11, 2023 11:00 AM;59,110.56;30,700.75;1,950.00;1,002.25;27,748.50;28,409.81
Sep 11, 2023 11:00 AM;Sep 11, 2023 12:00 PM;60,799.04;35,624.25;1,732.50;702.50;33,189.25;25,174.79
Sep 11, 2023 12:00 PM;Sep 11, 2023 1:00 PM;60,333.41;37,997.25;1,427.50;711.00;35,858.75;22,336.16
Sep 11, 2023 1:00 PM;Sep 11, 2023 2:00 PM;57,297.09;37,891.00;1,152.00;773.00;35,966.00;19,406.09
